Date,Team 1,Team 2,FT,HT
2011-08-12,Forest Green,Stockport,1-1,1-0
2011-08-13,Barrow,Tamworth,1-1,0-1
2011-08-13,Darlington,Braintree Town,1-0,0-0
2011-08-13,Ebbsfleet,York,1-2,0-0
2011-08-13,Grimsby,Fleetwood Town,0-2,0-0
2011-08-13,Hayes & Yeading,Alfreton Town,3-1,2-0
2011-08-13,Kettering Town,Newport County,3-2,0-1
2011-08-13,Kidderminster,Gateshead,2-3,2-2
2011-08-13,Mansfield,Bath City,1-1,1-1
2011-08-13,Southport,Lincoln,2-2,1-1
2011-08-13,Wrexham,Cambridge,1-1,1-0
2011-08-16,Alfreton Town,Southport,0-0,0-0
2011-08-16,Bath City,Wrexham,0-2,0-0
2011-08-16,Braintree Town,Grimsby,5-0,2-0
2011-08-16,Cambridge,AFC Telford United,1-0,0-0
2011-08-16,Fleetwood Town,Darlington,0-0,0-0
2011-08-16,Gateshead,Mansfield,3-0,2-0
2011-08-16,Lincoln,Kidderminster,0-1,0-1
2011-08-16,Luton,Forest Green,1-1,0-0
2011-08-16,Newport County,Hayes & Yeading,4-0,1-0
2011-08-16,Stockport,Kettering Town,1-0,0-0
2011-08-16,Tamworth,Ebbsfleet,1-0,0-0
2011-08-16,York,Barrow,3-1,2-0
2011-08-19,Lincoln,Wrexham,1-2,1-1
2011-08-20,Alfreton Town,Forest Green,1-6,1-3
2011-08-20,Bath City,Barrow,0-1,0-0
2011-08-20,Braintree Town,Mansfield,1-1,0-0
2011-08-20,Cambridge,Kidderminster,1-2,0-2
2011-08-20,Fleetwood Town,Hayes & Yeading,1-0,0-0
2011-08-20,Gateshead,Kettering Town,1-1,1-0
2011-08-20,Luton,Southport,5-1,1-1
2011-08-20,Newport County,Grimsby,0-0,0-0
2011-08-20,Stockport,Ebbsfleet,1-1,0-0
2011-08-20,Tamworth,Darlington,1-0,0-0
2011-08-20,York,AFC Telford United,0-1,0-0
2011-08-23,AFC Telford United,Lincoln,1-2,0-0
2011-08-23,Barrow,Fleetwood Town,4-0,3-0
2011-08-23,Darlington,Alfreton Town,1-1,0-0
2011-08-23,Ebbsfleet,Newport County,1-1,0-1
2011-08-23,Forest Green,Braintree Town,0-2,0-1
2011-08-23,Grimsby,Cambridge,2-1,1-1
2011-08-23,Hayes & Yeading,Bath City,1-1,1-0
2011-08-23,Kettering Town,York,1-5,1-4
2011-08-23,Kidderminster,Stockport,1-1,0-1
2011-08-23,Mansfield,Luton,1-1,1-0
2011-08-23,Southport,Gateshead,1-3,1-1
2011-08-23,Wrexham,Tamworth,3-0,1-0
2011-08-26,Fleetwood Town,York,0-0,0-0
2011-08-26,Lincoln,Stockport,1-1,1-1
2011-08-27,AFC Telford United,Newport County,2-1,1-1
2011-08-27,Alfreton Town,Wrexham,1-4,1-2
