Date,Team 1,Team 2,FT,HT
2011-08-13,Blackburn,Wolves,1-2,1-1
2011-08-13,Fulham,Aston Villa,0-0,0-0
2011-08-13,Liverpool,Sunderland,1-1,1-0
2011-08-13,Newcastle,Arsenal,0-0,0-0
2011-08-13,QPR,Bolton,0-4,0-1
2011-08-13,Wigan,Norwich,1-1,1-1
2011-08-14,Stoke,Chelsea,0-0,0-0
2011-08-14,West Brom,Man United,1-2,1-1
2011-08-15,Man City,Swansea,4-0,0-0
2011-08-20,Arsenal,Liverpool,0-2,0-0
2011-08-20,Aston Villa,Blackburn,3-1,2-0
2011-08-20,Chelsea,West Brom,2-1,0-1
2011-08-20,Everton,QPR,0-1,0-1
2011-08-20,Sunderland,Newcastle,0-1,0-0
2011-08-20,Swansea,Wigan,0-0,0-0
2011-08-21,Bolton,Man City,2-3,1-2
2011-08-21,Norwich,Stoke,1-1,1-0
2011-08-21,Wolves,Fulham,2-0,2-0
2011-08-22,Man United,Tottenham,3-0,0-0
2011-08-27,Aston Villa,Wolves,0-0,0-0
2011-08-27,Blackburn,Everton,0-1,0-0
2011-08-27,Chelsea,Norwich,3-1,1-0
2011-08-27,Liverpool,Bolton,3-1,1-0
2011-08-27,Swansea,Sunderland,0-0,0-0
2011-08-27,Wigan,QPR,2-0,1-0
2011-08-28,Man United,Arsenal,8-2,3-1
2011-08-28,Newcastle,Fulham,2-1,0-0
2011-08-28,Tottenham,Man City,1-5,0-2
2011-08-28,West Brom,Stoke,0-1,0-0
2011-09-10,Arsenal,Swansea,1-0,1-0
2011-09-10,Bolton,Man United,0-5,0-3
2011-09-10,Everton,Aston Villa,2-2,1-0
2011-09-10,Man City,Wigan,3-0,1-0
2011-09-10,Stoke,Liverpool,1-0,1-0
2011-09-10,Sunderland,Chelsea,1-2,0-1
2011-09-10,Wolves,Tottenham,0-2,0-0
2011-09-11,Fulham,Blackburn,1-1,1-1
2011-09-11,Norwich,West Brom,0-1,0-1
2011-09-12,QPR,Newcastle,0-0,0-0
2011-09-17,Aston Villa,Newcastle,1-1,1-0
2011-09-17,Blackburn,Arsenal,4-3,1-2
