Date,Team 1,Team 2,FT,HT
2006-08-05,Bournemouth,Chesterfield,0-3,0-0
2006-08-05,Brentford,Blackpool,1-0,0-0
2006-08-05,Bristol City,Scunthorpe,1-0,0-0
2006-08-05,Carlisle,Doncaster,1-0,1-0
2006-08-05,Crewe,Northampton,2-2,2-2
2006-08-05,Gillingham,Huddersfield,2-1,0-0
2006-08-05,Millwall,Yeovil,1-1,0-1
2006-08-05,Nott'm Forest,Bradford,1-0,1-0
2006-08-05,Port Vale,Leyton Orient,3-0,1-0
2006-08-05,Rotherham,Brighton,0-1,0-1
2006-08-05,Swansea,Cheltenham,1-2,0-0
2006-08-05,Tranmere,Oldham,1-0,1-0
2006-08-08,Blackpool,Nott'm Forest,0-2,0-1
2006-08-08,Bradford,Bristol City,2-1,2-1
2006-08-08,Brighton,Gillingham,1-0,0-0
2006-08-08,Cheltenham,Tranmere,1-0,1-0
2006-08-08,Doncaster,Crewe,3-1,1-1
2006-08-08,Huddersfield,Rotherham,3-0,2-0
2006-08-08,Leyton Orient,Millwall,2-0,1-0
2006-08-08,Northampton,Brentford,0-1,0-0
2006-08-08,Oldham,Port Vale,0-1,0-0
2006-08-08,Scunthorpe,Swansea,2-2,0-1
2006-08-08,Yeovil,Bournemouth,0-0,0-0
2006-08-09,Chesterfield,Carlisle,0-0,0-0
2006-08-12,Blackpool,Rotherham,0-1,0-0
2006-08-12,Bradford,Gillingham,4-2,1-2
2006-08-12,Brighton,Brentford,2-2,2-1
2006-08-12,Cheltenham,Port Vale,0-1,0-0
2006-08-12,Chesterfield,Millwall,5-1,3-0
2006-08-12,Doncaster,Tranmere,0-0,0-0
2006-08-12,Huddersfield,Bristol City,2-1,0-0
2006-08-12,Leyton Orient,Bournemouth,3-2,1-0
2006-08-12,Northampton,Nott'm Forest,0-1,0-0
2006-08-12,Oldham,Swansea,1-0,0-0
2006-08-12,Scunthorpe,Crewe,2-2,1-1
2006-08-12,Yeovil,Carlisle,2-1,2-1
2006-08-19,Bournemouth,Cheltenham,2-1,1-1
2006-08-19,Brentford,Huddersfield,2-2,0-0
2006-08-19,Bristol City,Blackpool,2-4,1-1
2006-08-19,Carlisle,Leyton Orient,3-1,1-0
2006-08-19,Crewe,Bradford,0-3,0-1
2006-08-19,Gillingham,Northampton,0-1,0-1
2006-08-19,Millwall,Oldham,1-0,0-0
2006-08-19,Nott'm Forest,Brighton,2-1,0-1
2006-08-19,Port Vale,Chesterfield,3-2,1-1
2006-08-19,Rotherham,Scunthorpe,2-1,2-1
2006-08-19,Swansea,Doncaster,2-0,0-0
2006-08-19,Tranmere,Yeovil,2-1,1-1
2006-08-26,Blackpool,Gillingham,1-1,1-1
2006-08-26,Bradford,Rotherham,1-1,0-1
2006-08-26,Cheltenham,Millwall,3-2,1-2
