Date,Team 1,Team 2,FT,HT
2006-08-12,Aldershot,Gravesend,3-2,0-1
2006-08-12,Altrincham,Stevenage,2-1,2-0
2006-08-12,Cambridge,Northwich,0-1,0-0
2006-08-12,Crawley Town,Rushden & D,1-0,0-0
2006-08-12,Forest Green,Dag and Red,0-1,0-1
2006-08-12,Grays,Stafford Rangers,1-1,1-1
2006-08-12,Kidderminster,St. Albans,1-3,0-3
2006-08-12,Morecambe,Burton,0-1,0-0
2006-08-12,Oxford,Halifax,2-0,1-0
2006-08-12,Southport,Woking,0-0,0-0
2006-08-12,Tamworth,Weymouth,1-3,0-2
2006-08-12,York,Exeter,0-0,0-0
2006-08-15,Burton,Kidderminster,1-1,1-0
2006-08-15,Dag and Red,Oxford,0-1,0-0
2006-08-15,Exeter,Forest Green,1-0,1-0
2006-08-15,Gravesend,Tamworth,4-1,2-1
2006-08-15,Halifax,Southport,1-1,0-0
2006-08-15,Northwich,Morecambe,0-2,0-1
2006-08-15,Rushden & D,Grays,1-3,1-1
2006-08-15,St. Albans,Cambridge,0-0,0-0
2006-08-15,Stafford Rangers,Altrincham,1-0,0-0
2006-08-15,Stevenage,York,1-2,1-1
2006-08-15,Weymouth,Aldershot,1-0,0-0
2006-08-15,Woking,Crawley Town,1-2,1-1
2006-08-18,Burton,Oxford,1-2,1-0
2006-08-19,Dag and Red,Tamworth,4-0,2-0
2006-08-19,Exeter,Altrincham,2-1,1-1
2006-08-19,Gravesend,York,0-1,0-1
2006-08-19,Halifax,Grays,0-2,0-2
2006-08-19,Northwich,Kidderminster,0-1,0-1
2006-08-19,Rushden & D,Forest Green,2-0,1-0
2006-08-19,St. Albans,Aldershot,3-5,0-1
2006-08-19,Stafford Rangers,Southport,1-0,0-0
2006-08-19,Stevenage,Crawley Town,2-3,1-0
2006-08-19,Weymouth,Cambridge,2-1,1-0
2006-08-19,Woking,Morecambe,1-1,0-0
2006-08-25,York,Burton,3-2,1-0
2006-08-26,Aldershot,Dag and Red,1-1,0-0
2006-08-26,Altrincham,St. Albans,2-0,1-0
2006-08-26,Cambridge,Halifax,1-2,0-1
2006-08-26,Crawley Town,Stafford Rangers,1-2,1-1
2006-08-26,Forest Green,Gravesend,0-1,0-1
2006-08-26,Grays,Woking,3-0,2-0
2006-08-26,Kidderminster,Weymouth,0-1,0-1
2006-08-26,Morecambe,Stevenage,3-3,1-2
2006-08-26,Oxford,Northwich,5-1,2-0
2006-08-26,Southport,Rushden & D,1-2,0-2
2006-08-26,Tamworth,Exeter,1-0,0-0
2006-08-28,Burton,Southport,0-1,0-0
2006-08-28,Dag and Red,Cambridge,2-0,0-0
2006-08-28,Exeter,Crawley Town,1-1,0-1
2006-08-28,Gravesend,Altrincham,3-1,0-0
2006-08-28,Halifax,Morecambe,1-1,1-0
2006-08-28,Northwich,Grays,0-3,0-1
2006-08-28,Rushden & D,York,0-1,0-0
2006-08-28,St. Albans,Tamworth,1-0,1-0
2006-08-28,Stafford Rangers,Aldershot,0-3,0-1
2006-08-28,Stevenage,Forest Green,3-3,2-2
2006-08-28,Weymouth,Oxford,1-1,0-0
2006-08-28,Woking,Kidderminster,3-0,2-0
2006-09-01,Cambridge,Exeter,1-3,1-1
2006-09-01,Forest Green,Woking,2-3,1-2
2006-09-01,Grays,Burton,0-1,0-0
2006-09-01,Kidderminster,Rushden & D,0-0,0-0
2006-09-01,Oxford,St. Albans,2-1,0-0
2006-09-01,York,Stafford Rangers,0-0,0-0
2006-09-02,Aldershot,Halifax,1-0,0-0
2006-09-02,Crawley Town,Northwich,0-2,0-0
2006-09-02,Morecambe,Weymouth,2-0,1-0
2006-09-02,Southport,Gravesend,2-2,2-2
2006-09-02,Tamworth,Stevenage,2-1,1-0
2006-09-03,Altrincham,Dag and Red,0-5,0-2
2006-09-09,Burton,Weymouth,1-1,1-0
2006-09-09,Crawley Town,York,3-0,1-0
2006-09-09,Exeter,Aldershot,0-0,0-0
2006-09-09,Forest Green,Cambridge,1-1,1-0
2006-09-09,Grays,Southport,4-0,3-0
2006-09-09,Halifax,Gravesend,1-1,1-1
2006-09-09,Kidderminster,Tamworth,0-2,0-0
2006-09-09,Morecambe,Oxford,0-3,0-2
2006-09-09,Northwich,St. Albans,0-3,0-3
2006-09-09,Rushden & D,Altrincham,3-0,2-0
2006-09-09,Stevenage,Stafford Rangers,6-0,4-0
2006-09-09,Woking,Dag and Red,2-2,1-1
2006-09-12,Aldershot,Stevenage,4-0,2-0
2006-09-12,Altrincham,Halifax,1-0,1-0
2006-09-12,Cambridge,Kidderminster,1-1,0-0
2006-09-12,Dag and Red,Crawley Town,2-1,1-0
2006-09-12,Gravesend,Grays,2-0,1-0
2006-09-12,Oxford,Exeter,1-0,1-0
2006-09-12,St. Albans,Woking,0-1,0-0
2006-09-12,Stafford Rangers,Burton,1-1,0-1
2006-09-12,Tamworth,Rushden & D,1-4,0-1
