Date,Team 1,Team 2,FT,HT
2006-08-19,Arsenal,Aston Villa,1-1,0-0
2006-08-19,Bolton,Tottenham,2-0,2-0
2006-08-19,Everton,Watford,2-1,1-0
2006-08-19,Newcastle,Wigan,2-1,1-0
2006-08-19,Portsmouth,Blackburn,3-0,1-0
2006-08-19,Reading,Middlesbrough,3-2,2-2
2006-08-19,Sheffield United,Liverpool,1-1,0-0
2006-08-19,West Ham,Charlton,3-1,0-1
2006-08-20,Chelsea,Man City,3-0,2-0
2006-08-20,Man United,Fulham,5-1,4-1
2006-08-22,Tottenham,Sheffield United,2-0,2-0
2006-08-22,Watford,West Ham,1-1,0-0
2006-08-23,Aston Villa,Reading,2-1,1-1
2006-08-23,Blackburn,Everton,1-1,0-0
2006-08-23,Charlton,Man United,0-3,0-0
2006-08-23,Fulham,Bolton,1-1,0-0
2006-08-23,Man City,Portsmouth,0-0,0-0
2006-08-23,Middlesbrough,Chelsea,2-1,0-1
2006-08-26,Charlton,Bolton,2-0,0-0
2006-08-26,Fulham,Sheffield United,1-0,1-0
2006-08-26,Liverpool,West Ham,2-1,2-1
2006-08-26,Man City,Arsenal,1-0,1-0
2006-08-26,Tottenham,Everton,0-2,0-0
2006-08-26,Watford,Man United,1-2,1-1
2006-08-26,Wigan,Reading,1-0,1-0
2006-08-27,Aston Villa,Newcastle,2-0,2-0
2006-08-27,Blackburn,Chelsea,0-2,0-0
2006-08-28,Middlesbrough,Portsmouth,0-4,0-1
2006-09-09,Arsenal,Middlesbrough,1-1,0-1
2006-09-09,Bolton,Watford,1-0,0-0
2006-09-09,Chelsea,Charlton,2-1,1-0
2006-09-09,Everton,Liverpool,3-0,2-0
2006-09-09,Man United,Tottenham,1-0,1-0
2006-09-09,Newcastle,Fulham,1-2,0-0
2006-09-09,Portsmouth,Wigan,1-0,0-0
2006-09-09,Sheffield United,Blackburn,0-0,0-0
2006-09-10,West Ham,Aston Villa,1-1,0-1
2006-09-11,Reading,Man City,1-0,1-0
2006-09-16,Bolton,Middlesbrough,0-0,0-0
2006-09-16,Charlton,Portsmouth,0-1,0-0
2006-09-16,Everton,Wigan,2-2,0-0
2006-09-16,Sheffield United,Reading,1-2,0-2
2006-09-16,Watford,Aston Villa,0-0,0-0
2006-09-17,Blackburn,Man City,4-2,2-2
2006-09-17,Chelsea,Liverpool,1-0,1-0
2006-09-17,Man United,Arsenal,0-1,0-0
2006-09-17,Tottenham,Fulham,0-0,0-0
2006-09-17,West Ham,Newcastle,0-2,0-0
2006-09-20,Liverpool,Newcastle,2-0,1-0
2006-09-23,Arsenal,Sheffield United,3-0,0-0
2006-09-23,Aston Villa,Charlton,2-0,1-0
2006-09-23,Fulham,Chelsea,0-2,0-0
2006-09-23,Liverpool,Tottenham,3-0,0-0
2006-09-23,Man City,West Ham,2-0,0-0
2006-09-23,Middlesbrough,Blackburn,0-1,0-1
2006-09-23,Reading,Man United,1-1,0-0
2006-09-23,Wigan,Watford,1-1,1-0
2006-09-24,Newcastle,Everton,1-1,1-1
2006-09-25,Portsmouth,Bolton,0-1,0-1
2006-09-30,Bolton,Liverpool,2-0,1-0
2006-09-30,Charlton,Arsenal,1-2,1-1
2006-09-30,Chelsea,Aston Villa,1-1,1-1
2006-09-30,Everton,Man City,1-1,1-0
2006-09-30,Sheffield United,Middlesbrough,2-1,1-0
2006-10-01,Blackburn,Wigan,2-1,1-1
2006-10-01,Man United,Newcastle,2-0,1-0
2006-10-01,Tottenham,Portsmouth,2-1,2-1
