Date,Team 1,Team 2,FT,HT
2008-08-09,Bristol Rvs,Carlisle,2-3,1-2
2008-08-09,Crewe,Brighton,1-2,0-1
2008-08-09,Hartlepool,Colchester,4-2,2-0
2008-08-09,Huddersfield,Stockport,1-1,1-1
2008-08-09,Leicester,Milton Keynes Dons,2-0,1-0
2008-08-09,Leyton Orient,Hereford,2-1,2-1
2008-08-09,Northampton,Cheltenham,4-2,1-1
2008-08-09,Oldham,Millwall,4-3,1-2
2008-08-09,Scunthorpe,Leeds,1-2,0-0
2008-08-09,Southend,Peterboro,1-0,0-0
2008-08-09,Swindon,Tranmere,3-1,2-0
2008-08-09,Yeovil,Walsall,1-1,1-0
2008-08-16,Brighton,Bristol Rvs,1-1,1-0
2008-08-16,Carlisle,Crewe,4-2,2-1
2008-08-16,Cheltenham,Swindon,2-0,0-0
2008-08-16,Colchester,Huddersfield,0-0,0-0
2008-08-16,Hereford,Yeovil,1-2,0-2
2008-08-16,Leeds,Oldham,0-2,0-0
2008-08-16,Millwall,Southend,1-1,0-1
2008-08-16,Milton Keynes Dons,Northampton,1-0,0-0
2008-08-16,Peterboro,Leyton Orient,3-0,1-0
2008-08-16,Stockport,Leicester,0-0,0-0
2008-08-16,Tranmere,Hartlepool,1-0,1-0
2008-08-16,Walsall,Scunthorpe,2-1,1-1
2008-08-22,Southend,Brighton,0-2,0-0
2008-08-23,Bristol Rvs,Hereford,6-1,3-0
2008-08-23,Crewe,Walsall,2-1,2-0
2008-08-23,Hartlepool,Stockport,0-1,0-0
2008-08-23,Huddersfield,Milton Keynes Dons,1-3,0-2
2008-08-23,Leicester,Tranmere,3-1,1-0
2008-08-23,Leyton Orient,Carlisle,0-0,0-0
2008-08-23,Northampton,Millwall,0-0,0-0
2008-08-23,Oldham,Cheltenham,4-0,1-0
2008-08-23,Scunthorpe,Peterboro,1-0,1-0
2008-08-23,Swindon,Colchester,1-3,0-2
2008-08-23,Yeovil,Leeds,1-1,0-1
2008-08-30,Brighton,Leyton Orient,0-0,0-0
2008-08-30,Carlisle,Yeovil,4-1,1-1
2008-08-30,Cheltenham,Leicester,0-4,0-1
2008-08-30,Colchester,Oldham,2-2,1-0
2008-08-30,Hereford,Crewe,2-0,0-0
2008-08-30,Leeds,Bristol Rvs,2-2,1-2
2008-08-30,Millwall,Huddersfield,2-1,1-1
2008-08-30,Milton Keynes Dons,Swindon,1-2,0-0
2008-08-30,Peterboro,Hartlepool,1-2,0-0
2008-08-30,Stockport,Scunthorpe,0-3,0-1
2008-08-30,Tranmere,Northampton,4-1,3-1
2008-08-30,Walsall,Southend,5-2,1-1
2008-09-05,Hereford,Swindon,1-1,0-1
2008-09-06,Brighton,Scunthorpe,1-4,0-2
2008-09-06,Carlisle,Southend,2-1,0-1
2008-09-06,Cheltenham,Huddersfield,1-2,1-0
2008-09-06,Leeds,Crewe,5-2,2-0
2008-09-06,Millwall,Hartlepool,2-0,2-0
2008-09-06,Milton Keynes Dons,Yeovil,3-0,1-0
2008-09-06,Peterboro,Bristol Rvs,5-4,2-1
2008-09-06,Tranmere,Oldham,0-1,0-1
2008-09-06,Walsall,Leyton Orient,0-2,0-0
2008-09-12,Hartlepool,Cheltenham,4-1,1-0
2008-09-13,Bristol Rvs,Walsall,1-3,0-2
2008-09-13,Crewe,Colchester,2-0,0-0
2008-09-13,Huddersfield,Tranmere,1-2,1-1
2008-09-13,Leicester,Millwall,0-1,0-1
2008-09-13,Leyton Orient,Stockport,0-3,0-2
2008-09-13,Northampton,Peterboro,1-1,1-1
2008-09-13,Oldham,Milton Keynes Dons,2-0,1-0
2008-09-13,Scunthorpe,Carlisle,2-1,0-0
2008-09-13,Southend,Hereford,1-0,1-0
2008-09-13,Swindon,Leeds,1-3,1-1
2008-09-13,Yeovil,Brighton,1-1,0-0
2008-09-16,Cheltenham,Bristol Rvs,2-1,2-0
2008-09-16,Stockport,Northampton,1-1,0-1
2008-09-20,Brighton,Walsall,0-1,0-1
2008-09-20,Carlisle,Leeds,0-2,0-1
2008-09-20,Colchester,Milton Keynes Dons,0-3,0-1
2008-09-20,Crewe,Southend,3-4,2-2
2008-09-20,Hartlepool,Oldham,3-3,0-2
2008-09-20,Hereford,Scunthorpe,1-2,1-0
2008-09-20,Huddersfield,Northampton,3-2,1-1
2008-09-20,Leyton Orient,Leicester,1-3,1-1
2008-09-20,Millwall,Cheltenham,2-0,0-0
2008-09-20,Peterboro,Tranmere,2-2,1-2
2008-09-20,Stockport,Swindon,1-1,1-0
2008-09-20,Yeovil,Bristol Rvs,2-2,2-1
2008-09-26,Southend,Leyton Orient,3-0,2-0
2008-09-26,Tranmere,Colchester,3-4,1-3
2008-09-27,Bristol Rvs,Crewe,0-0,0-0
2008-09-27,Cheltenham,Stockport,2-2,1-0
2008-09-27,Leeds,Hereford,1-0,0-0
2008-09-27,Leicester,Hartlepool,1-0,1-0
2008-09-27,Milton Keynes Dons,Peterboro,1-2,0-0
2008-09-27,Northampton,Brighton,2-2,0-1
2008-09-27,Oldham,Huddersfield,1-1,0-1
2008-09-27,Scunthorpe,Yeovil,2-0,1-0
2008-09-27,Walsall,Carlisle,2-1,1-0
2008-09-28,Swindon,Millwall,1-2,0-1
2008-09-30,Colchester,Leicester,0-1,0-0
2008-10-03,Hartlepool,Swindon,3-3,0-2
2008-10-03,Stockport,Oldham,3-1,0-1
2008-10-04,Brighton,Cheltenham,3-3,2-2
2008-10-04,Carlisle,Tranmere,1-2,0-1
2008-10-04,Colchester,Bristol Rvs,0-1,0-0
