Date,Team 1,Team 2,FT,HT
2008-08-08,Barrow,Oxford,3-0,0-0
2008-08-09,Crawley Town,York,0-1,0-0
2008-08-09,Eastbourne Borough,Rushden & D,0-1,0-1
2008-08-09,Ebbsfleet,Mansfield,2-2,2-0
2008-08-09,Histon,Torquay,1-1,0-0
2008-08-09,Kettering Town,Forest Green,1-1,1-0
2008-08-09,Kidderminster,Lewes,1-1,1-1
2008-08-09,Northwich,Cambridge,0-1,0-1
2008-08-09,Salisbury,Burton,0-1,0-1
2008-08-09,Weymouth,Grays,3-1,2-1
2008-08-09,Woking,Altrincham,1-2,0-1
2008-08-09,Wrexham,Stevenage,5-0,1-0
2008-08-12,Altrincham,Barrow,3-4,0-1
2008-08-12,Burton,Northwich,1-1,0-1
2008-08-12,Cambridge,Kidderminster,2-1,1-0
2008-08-12,Forest Green,Salisbury,1-2,0-1
2008-08-12,Grays,Kettering Town,1-1,0-0
2008-08-12,Lewes,Crawley Town,0-3,0-2
2008-08-12,Mansfield,Histon,1-0,1-0
2008-08-12,Oxford,Weymouth,0-1,0-1
2008-08-12,Rushden & D,Ebbsfleet,2-0,0-0
2008-08-12,Stevenage,Eastbourne Borough,1-3,1-2
2008-08-12,Torquay,Woking,2-1,0-1
2008-08-14,York,Wrexham,1-0,0-0
2008-08-16,Altrincham,Kettering Town,1-1,0-1
2008-08-16,Burton,Woking,3-2,0-2
2008-08-16,Cambridge,Barrow,2-1,2-1
2008-08-16,Forest Green,Crawley Town,1-0,0-0
2008-08-16,Grays,Northwich,2-1,1-0
2008-08-16,Lewes,Salisbury,1-4,1-2
2008-08-16,Mansfield,Kidderminster,4-2,3-0
2008-08-16,Oxford,Eastbourne Borough,6-3,3-2
2008-08-16,Stevenage,Weymouth,1-1,1-1
2008-08-16,York,Histon,1-1,0-1
2008-08-17,Rushden & D,Wrexham,1-1,0-0
2008-08-18,Torquay,Ebbsfleet,0-2,0-1
2008-08-21,Wrexham,Oxford,2-0,1-0
2008-08-23,Barrow,Mansfield,2-1,1-1
2008-08-23,Crawley Town,Torquay,3-1,2-0
2008-08-23,Eastbourne Borough,Cambridge,0-3,0-2
2008-08-23,Ebbsfleet,Stevenage,4-0,2-0
2008-08-23,Histon,Burton,4-3,3-2
2008-08-23,Kettering Town,Rushden & D,1-1,1-0
2008-08-23,Kidderminster,Altrincham,4-0,2-0
2008-08-23,Northwich,York,2-2,2-1
2008-08-23,Salisbury,Grays,1-0,0-0
2008-08-23,Weymouth,Lewes,2-0,1-0
2008-08-23,Woking,Forest Green,0-1,0-0
2008-08-25,Altrincham,Wrexham,1-1,1-1
2008-08-25,Burton,Kidderminster,2-2,1-0
2008-08-25,Cambridge,Kettering Town,0-2,0-0
2008-08-25,Forest Green,Weymouth,4-1,1-0
2008-08-25,Grays,Eastbourne Borough,0-1,0-0
2008-08-25,Lewes,Ebbsfleet,0-0,0-0
2008-08-25,Mansfield,Northwich,3-2,2-0
2008-08-25,Oxford,Woking,0-0,0-0
2008-08-25,Rushden & D,Histon,1-2,0-1
2008-08-25,Stevenage,Crawley Town,1-1,1-0
2008-08-25,Torquay,Salisbury,0-1,0-0
2008-08-25,York,Barrow,1-1,1-1
2008-08-28,Torquay,York,1-1,0-0
2008-08-30,Barrow,Stevenage,1-3,1-2
2008-08-30,Burton,Lewes,5-2,2-2
2008-08-30,Crawley Town,Northwich,5-2,4-0
2008-08-30,Eastbourne Borough,Altrincham,1-0,1-0
2008-08-30,Ebbsfleet,Oxford,1-1,0-0
2008-08-30,Histon,Forest Green,0-1,0-1
2008-08-30,Kettering Town,Woking,1-0,0-0
2008-08-30,Kidderminster,Rushden & D,2-1,1-1
2008-08-30,Mansfield,Grays,1-0,1-0
2008-08-30,Salisbury,Wrexham,1-4,1-1
2008-08-30,Weymouth,Cambridge,2-2,0-2
2008-09-02,Barrow,Rushden & D,1-1,0-1
2008-09-02,Crawley Town,Grays,2-1,2-1
2008-09-02,Eastbourne Borough,Forest Green,1-0,0-0
2008-09-02,Ebbsfleet,Cambridge,1-1,0-1
2008-09-02,Histon,Altrincham,1-0,0-0
2008-09-02,Kettering Town,Stevenage,1-0,1-0
2008-09-02,Northwich,Oxford,1-2,0-0
2008-09-02,Salisbury,Weymouth,1-0,0-0
2008-09-02,Woking,Lewes,1-1,0-1
2008-09-02,Wrexham,Burton,0-1,0-1
2008-09-02,York,Mansfield,1-1,1-0
2008-09-04,Kidderminster,Torquay,1-0,1-0
2008-09-06,Altrincham,Salisbury,0-0,0-0
2008-09-06,Cambridge,Wrexham,2-0,1-0
2008-09-06,Forest Green,Ebbsfleet,1-4,1-2
2008-09-06,Lewes,Barrow,0-3,0-2
2008-09-06,Mansfield,Eastbourne Borough,3-1,2-0
2008-09-06,Oxford,Kettering Town,1-1,0-0
2008-09-06,Rushden & D,Crawley Town,0-1,0-0
2008-09-06,Stevenage,Burton,4-1,2-0
2008-09-06,Weymouth,Histon,2-5,1-2
2008-09-06,York,Woking,2-0,1-0
2008-09-07,Grays,Kidderminster,3-2,0-0
2008-09-07,Torquay,Northwich,2-1,1-0
2008-09-11,Lewes,Rushden & D,0-4,0-0
2008-09-13,Burton,Weymouth,1-1,1-1
2008-09-13,Cambridge,Torquay,0-1,0-0
2008-09-13,Crawley Town,Mansfield,2-1,1-0
2008-09-13,Eastbourne Borough,Histon,1-1,1-0
2008-09-13,Kettering Town,York,4-2,2-1
2008-09-13,Kidderminster,Oxford,1-0,1-0
2008-09-13,Northwich,Forest Green,0-0,0-0
2008-09-13,Salisbury,Barrow,3-0,1-0
2008-09-13,Stevenage,Altrincham,3-0,2-0
2008-09-13,Woking,Grays,3-1,0-1
2008-09-13,Wrexham,Ebbsfleet,3-2,1-1
2008-09-20,Altrincham,Lewes,1-0,0-0
2008-09-20,Barrow,Kettering Town,2-4,0-1
2008-09-20,Ebbsfleet,Woking,2-0,0-0
2008-09-20,Forest Green,Stevenage,0-3,0-2
2008-09-20,Grays,Wrexham,2-1,2-0
2008-09-20,Histon,Northwich,2-1,1-1
2008-09-20,Mansfield,Cambridge,1-1,0-1
2008-09-20,Oxford,Crawley Town,1-2,1-2
2008-09-20,Rushden & D,Burton,2-1,1-0
2008-09-20,Torquay,Eastbourne Borough,2-0,1-0
2008-09-20,Weymouth,Kidderminster,1-2,1-1
2008-09-20,York,Salisbury,1-1,0-0
2008-09-22,Kettering Town,Burton,0-1,0-0
2008-09-23,Altrincham,Mansfield,1-0,1-0
2008-09-23,Ebbsfleet,Eastbourne Borough,1-1,0-1
2008-09-23,Forest Green,Torquay,1-2,1-0
2008-09-23,Histon,Lewes,1-1,0-1
2008-09-23,Kidderminster,York,2-0,0-0
2008-09-23,Northwich,Barrow,2-1,0-1
2008-09-23,Oxford,Cambridge,3-1,1-0
2008-09-23,Weymouth,Crawley Town,2-2,1-1
2008-09-23,Woking,Salisbury,1-0,0-0
2008-09-23,Wrexham,Rushden & D,0-3,0-2
2008-09-25,Grays,Stevenage,1-2,0-0
2008-09-27,Barrow,Ebbsfleet,0-3,0-1
2008-09-27,Burton,Forest Green,4-2,0-1
2008-09-27,Crawley Town,Kettering Town,1-0,1-0
2008-09-27,Eastbourne Borough,Kidderminster,2-3,0-2
2008-09-27,Lewes,Oxford,2-1,0-0
2008-09-27,Northwich,Weymouth,2-3,0-0
2008-09-27,Salisbury,Mansfield,2-3,1-0
2008-09-27,Woking,Histon,1-0,0-0
2008-09-27,Wrexham,Torquay,1-1,1-1
2008-09-28,Cambridge,Grays,1-0,0-0
2008-09-28,Stevenage,York,3-3,2-2
2008-09-29,Rushden & D,Altrincham,1-1,0-1
2008-10-04,Altrincham,Ebbsfleet,2-0,2-0
2008-10-04,Burton,Crawley Town,2-1,1-1
2008-10-04,Forest Green,Wrexham,2-3,1-1
2008-10-04,Grays,Lewes,0-0,0-0
2008-10-04,Histon,Salisbury,2-0,0-0
2008-10-04,Kettering Town,Northwich,2-1,0-0
2008-10-04,Kidderminster,Barrow,0-1,0-1
2008-10-04,Mansfield,Woking,0-1,0-0
2008-10-04,Oxford,Rushden & D,2-1,1-0
2008-10-04,Torquay,Stevenage,3-0,0-0
2008-10-04,Weymouth,Eastbourne Borough,3-2,2-1
2008-10-04,York,Cambridge,0-0,0-0
2008-10-06,Ebbsfleet,Histon,0-1,0-1
2008-10-07,Barrow,Burton,0-0,0-0
2008-10-07,Cambridge,Lewes,1-0,0-0
2008-10-07,Crawley Town,Forest Green,2-2,2-0
2008-10-07,Eastbourne Borough,Kettering Town,1-2,0-1
2008-10-07,Northwich,Kidderminster,1-1,0-0
2008-10-07,Rushden & D,Grays,1-0,1-0
2008-10-07,Salisbury,Altrincham,1-3,0-0
2008-10-07,Stevenage,Mansfield,3-2,1-0
2008-10-07,Woking,Weymouth,1-1,0-0
2008-10-07,Wrexham,York,3-1,0-0
2008-10-09,Torquay,Oxford,1-1,1-0
2008-10-11,Cambridge,Weymouth,1-0,1-0
2008-10-11,Crawley Town,Barrow,4-0,2-0
2008-10-11,Kidderminster,Ebbsfleet,3-1,0-1
2008-10-11,Lewes,Forest Green,3-2,3-0
2008-10-11,Northwich,Grays,2-0,0-0
2008-10-11,Salisbury,Kettering Town,1-2,1-0
2008-10-11,Woking,York,0-2,0-0
2008-10-12,Altrincham,Oxford,1-0,0-0
2008-10-12,Eastbourne Borough,Stevenage,2-1,0-0
2008-10-12,Rushden & D,Torquay,1-3,0-2
2008-10-13,Burton,Mansfield,1-0,1-0
2008-10-16,Forest Green,Cambridge,2-2,1-1
2008-10-18,Barrow,Eastbourne Borough,3-1,2-0
