Round,Date,Team 1,FT,Team 2
1,Fri Aug 6 1999,Wycombe Wanderers FC,1-1,Burnley FC
1,Fri Aug 6 1999,Wigan Athletic FC,3-0,Scunthorpe United FC
1,Fri Aug 6 1999,Stoke City FC,1-2,Oxford United FC
1,Fri Aug 6 1999,Reading FC,2-1,Bristol City FC
1,Fri Aug 6 1999,Oldham Athletic AFC,0-1,Preston North End FC
1,Fri Aug 6 1999,Notts County FC,0-0,Luton Town FC
1,Fri Aug 6 1999,Chesterfield FC,0-1,Colchester United FC
1,Fri Aug 6 1999,Cardiff City FC,1-1,Millwall FC
1,Fri Aug 6 1999,Bury FC,2-1,Gillingham FC
1,Fri Aug 6 1999,Bristol Rovers FC,0-0,Brentford FC
1,Fri Aug 6 1999,AFC Bournemouth,2-1,Cambridge United FC
1,Fri Aug 6 1999,Blackpool FC,2-1,Wrexham AFC
2,Fri Aug 13 1999,Wrexham AFC,1-0,Bury FC
2,Fri Aug 13 1999,Scunthorpe United FC,0-1,Wycombe Wanderers FC
2,Fri Aug 13 1999,Preston North End FC,2-1,Stoke City FC
2,Fri Aug 13 1999,Oxford United FC,2-3,Cardiff City FC
2,Fri Aug 13 1999,Millwall FC,3-3,Wigan Athletic FC
2,Fri Aug 13 1999,Luton Town FC,3-2,Blackpool FC
2,Fri Aug 13 1999,Gillingham FC,0-1,Bristol Rovers FC
2,Fri Aug 13 1999,Colchester United FC,0-3,Notts County FC
2,Fri Aug 13 1999,Cambridge United FC,3-1,Reading FC
2,Fri Aug 13 1999,Burnley FC,2-1,Chesterfield FC
2,Fri Aug 13 1999,Bristol City FC,3-1,AFC Bournemouth
2,Fri Aug 13 1999,Brentford FC,2-0,Oldham Athletic AFC
3,Thu Aug 19 1999,Cardiff City FC,1-1,Wrexham AFC
3,Fri Aug 20 1999,Notts County FC,3-0,Scunthorpe United FC
3,Fri Aug 20 1999,Wigan Athletic FC,2-1,Bristol City FC
3,Fri Aug 20 1999,Reading FC,1-2,Luton Town FC
3,Fri Aug 20 1999,Oldham Athletic AFC,0-1,Burnley FC
3,Fri Aug 20 1999,Wycombe Wanderers FC,1-1,Preston North End FC
3,Fri Aug 20 1999,Chesterfield FC,4-2,Cambridge United FC
3,Fri Aug 20 1999,Bury FC,2-2,Brentford FC
3,Fri Aug 20 1999,Bristol Rovers FC,1-0,Oxford United FC
3,Fri Aug 20 1999,AFC Bournemouth,4-0,Colchester United FC
3,Fri Aug 20 1999,Blackpool FC,1-1,Gillingham FC
3,Sat Aug 21 1999,Stoke City FC,3-1,Millwall FC
4,Fri Aug 27 1999,Wrexham AFC,2-1,Bristol Rovers FC
4,Fri Aug 27 1999,Scunthorpe United FC,3-1,AFC Bournemouth
4,Fri Aug 27 1999,Brentford FC,2-0,Blackpool FC
4,Fri Aug 27 1999,Oxford United FC,1-0,Oldham Athletic AFC
4,Fri Aug 27 1999,Millwall FC,1-1,Chesterfield FC
4,Fri Aug 27 1999,Luton Town FC,1-0,Cardiff City FC
4,Fri Aug 27 1999,Gillingham FC,2-2,Wycombe Wanderers FC
4,Fri Aug 27 1999,Colchester United FC,3-2,Reading FC
4,Fri Aug 27 1999,Cambridge United FC,1-1,Notts County FC
4,Fri Aug 27 1999,Burnley FC,1-0,Stoke City FC
4,Fri Aug 27 1999,Bristol City FC,1-1,Bury FC
4,Fri Aug 27 1999,Preston North End FC,1-4,Wigan Athletic FC
5,Sun Aug 29 1999,Wigan Athletic FC,1-1,Cambridge United FC
5,Sun Aug 29 1999,Stoke City FC,1-1,Gillingham FC
5,Sun Aug 29 1999,Cardiff City FC,1-1,Scunthorpe United FC
5,Sun Aug 29 1999,Bury FC,5-2,Colchester United FC
5,Sun Aug 29 1999,Blackpool FC,1-1,Oxford United FC
5,Sun Aug 29 1999,Bristol Rovers FC,1-0,Burnley FC
5,Mon Aug 30 1999,Wycombe Wanderers FC,0-1,Wrexham AFC
5,Mon Aug 30 1999,AFC Bournemouth,1-0,Luton Town FC
5,Tue Aug 31 1999,Reading FC,2-2,Preston North End FC
6,Thu Sep 2 1999,Wrexham AFC,2-3,Notts County FC
6,Thu Sep 2 1999,Burnley FC,2-1,AFC Bournemouth
6,Fri Sep 3 1999,Oxford United FC,0-0,Wycombe Wanderers FC
6,Fri Sep 3 1999,Preston North End FC,0-2,Chesterfield FC
6,Fri Sep 3 1999,Scunthorpe United FC,0-2,Bristol Rovers FC
6,Fri Sep 3 1999,Bristol City FC,5-2,Blackpool FC
6,Fri Sep 3 1999,Gillingham FC,2-1,Oldham Athletic AFC
6,Fri Sep 3 1999,Cambridge United FC,1-3,Stoke City FC
6,Fri Sep 3 1999,Luton Town FC,1-1,Bury FC
7,Fri Sep 10 1999,Wycombe Wanderers FC,3-1,Cardiff City FC
7,Fri Sep 10 1999,Wigan Athletic FC,3-1,Bristol Rovers FC
7,Fri Sep 10 1999,Preston North End FC,0-0,Burnley FC
7,Fri Sep 10 1999,Oxford United FC,1-2,Gillingham FC
7,Fri Sep 10 1999,Oldham Athletic AFC,2-0,Bury FC
7,Fri Sep 10 1999,Notts County FC,2-1,Blackpool FC
7,Fri Sep 10 1999,Luton Town FC,3-1,Wrexham AFC
7,Fri Sep 10 1999,AFC Bournemouth,3-1,Reading FC
7,Fri Sep 10 1999,Chesterfield FC,0-2,Stoke City FC
7,Fri Sep 10 1999,Cambridge United FC,2-2,Brentford FC
7,Fri Sep 10 1999,Bristol City FC,0-0,Millwall FC
7,Fri Sep 10 1999,Colchester United FC,0-1,Scunthorpe United FC
8,Fri Sep 17 1999,Wrexham AFC,1-0,Oxford United FC
8,Fri Sep 17 1999,Stoke City FC,1-1,Wigan Athletic FC
8,Fri Sep 17 1999,Scunthorpe United FC,1-2,Bristol City FC
8,Fri Sep 17 1999,Reading FC,1-0,Chesterfield FC
8,Fri Sep 17 1999,Millwall FC,2-1,Cambridge United FC
8,Fri Sep 17 1999,Gillingham FC,0-2,Preston North End FC
8,Fri Sep 17 1999,Cardiff City FC,2-1,Notts County FC
8,Fri Sep 17 1999,Bury FC,2-0,Wycombe Wanderers FC
8,Fri Sep 17 1999,Burnley FC,3-0,Colchester United FC
8,Fri Sep 17 1999,Bristol Rovers FC,3-2,Oldham Athletic AFC
8,Fri Sep 17 1999,Brentford FC,2-0,Luton Town FC
8,Fri Sep 17 1999,Blackpool FC,0-0,AFC Bournemouth
9,Fri Sep 24 1999,Wrexham AFC,2-3,Stoke City FC
9,Fri Sep 24 1999,Scunthorpe United FC,0-0,Chesterfield FC
9,Fri Sep 24 1999,Reading FC,1-1,Oldham Athletic AFC
9,Fri Sep 24 1999,Notts County FC,0-2,Bristol Rovers FC
9,Fri Sep 24 1999,Millwall FC,1-0,Colchester United FC
9,Fri Sep 24 1999,Luton Town FC,4-2,Oxford United FC
9,Fri Sep 24 1999,Blackpool FC,1-2,Wycombe Wanderers FC
9,Fri Sep 24 1999,Cambridge United FC,2-2,Gillingham FC
9,Fri Sep 24 1999,Bristol City FC,0-0,Burnley FC
9,Fri Sep 24 1999,Brentford FC,2-2,Preston North End FC
9,Fri Sep 24 1999,AFC Bournemouth,1-1,Bury FC
9,Fri Sep 24 1999,Cardiff City FC,0-0,Wigan Athletic FC
6,Mon Sep 27 1999,Brentford FC,2-1,Cardiff City FC
10,Thu Sep 30 1999,Colchester United FC,2-2,Wrexham AFC
10,Fri Oct 1 1999,Oxford United FC,3-0,Bristol City FC
10,Fri Oct 1 1999,Wigan Athletic FC,1-0,Luton Town FC
10,Fri Oct 1 1999,Stoke City FC,1-0,Scunthorpe United FC
10,Fri Oct 1 1999,Preston North End FC,2-1,Cambridge United FC
10,Fri Oct 1 1999,Wycombe Wanderers FC,5-3,Reading FC
10,Fri Oct 1 1999,Oldham Athletic AFC,1-2,Notts County FC
10,Fri Oct 1 1999,Gillingham FC,2-0,Millwall FC
10,Fri Oct 1 1999,Chesterfield FC,0-1,AFC Bournemouth
10,Fri Oct 1 1999,Bristol Rovers FC,3-1,Blackpool FC
10,Fri Oct 1 1999,Burnley FC,2-2,Brentford FC
10,Fri Oct 1 1999,Bury FC,3-2,Cardiff City FC
11,Fri Oct 8 1999,Wycombe Wanderers FC,1-0,Cambridge United FC
11,Fri Oct 8 1999,Stoke City FC,2-1,Reading FC
11,Fri Oct 8 1999,Preston North End FC,1-0,Bristol City FC
11,Fri Oct 8 1999,Oxford United FC,1-3,Millwall FC
11,Fri Oct 8 1999,Oldham Athletic AFC,2-1,Luton Town FC
11,Fri Oct 8 1999,Bristol Rovers FC,1-1,Cardiff City FC
11,Fri Oct 8 1999,Chesterfield FC,0-0,Blackpool FC
11,Fri Oct 8 1999,Bury FC,1-3,Notts County FC
11,Fri Oct 8 1999,Gillingham FC,5-1,Wrexham AFC
11,Sat Oct 9 1999,Burnley FC,1-2,Scunthorpe United FC
12,Thu Oct 14 1999,Cambridge United FC,5-2,Colchester United FC
12,Fri Oct 15 1999,Wrexham AFC,1-1,Chesterfield FC
12,Fri Oct 15 1999,Scunthorpe United FC,1-1,Preston North End FC
12,Fri Oct 15 1999,Reading FC,0-2,Wigan Athletic FC
12,Fri Oct 15 1999,Notts County FC,2-1,Wycombe Wanderers FC
12,Fri Oct 15 1999,Millwall FC,1-1,Burnley FC
12,Fri Oct 15 1999,Blackpool FC,0-5,Bury FC
12,Fri Oct 15 1999,Cardiff City FC,1-1,Oldham Athletic AFC
12,Fri Oct 15 1999,Brentford FC,2-0,Oxford United FC
12,Fri Oct 15 1999,AFC Bournemouth,1-1,Stoke City FC
12,Fri Oct 15 1999,Luton Town FC,3-1,Gillingham FC
12,Sat Oct 16 1999,Bristol City FC,0-0,Bristol Rovers FC
13,Mon Oct 18 1999,Luton Town FC,1-1,Wycombe Wanderers FC
13,Mon Oct 18 1999,Scunthorpe United FC,1-0,Oxford United FC
13,Mon Oct 18 1999,Notts County FC,1-0,Chesterfield FC
13,Mon Oct 18 1999,Millwall FC,0-2,Preston North End FC
13,Mon Oct 18 1999,Blackpool FC,1-2,Oldham Athletic AFC
13,Mon Oct 18 1999,Cardiff City FC,1-2,Stoke City FC
13,Mon Oct 18 1999,Cambridge United FC,0-1,Burnley FC
13,Mon Oct 18 1999,Bristol City FC,1-1,Colchester United FC
13,Mon Oct 18 1999,Brentford FC,1-2,Gillingham FC
13,Mon Oct 18 1999,AFC Bournemouth,0-1,Bristol Rovers FC
13,Mon Oct 18 1999,Wrexham AFC,1-1,Wigan Athletic FC
13,Tue Oct 19 1999,Reading FC,2-0,Bury FC
14,Fri Oct 22 1999,Wycombe Wanderers FC,0-2,Blackpool FC
14,Fri Oct 22 1999,Wigan Athletic FC,2-0,Cardiff City FC
14,Fri Oct 22 1999,Stoke City FC,2-0,Wrexham AFC
14,Fri Oct 22 1999,Preston North End FC,2-1,Brentford FC
14,Fri Oct 22 1999,Oxford United FC,0-1,Luton Town FC
14,Fri Oct 22 1999,Oldham Athletic AFC,1-2,Reading FC
14,Fri Oct 22 1999,Gillingham FC,2-1,Cambridge United FC
14,Fri Oct 22 1999,Colchester United FC,1-2,Millwall FC
14,Fri Oct 22 1999,Chesterfield FC,1-1,Scunthorpe United FC
14,Fri Oct 22 1999,Bury FC,2-2,AFC Bournemouth
14,Fri Oct 22 1999,Burnley FC,2-0,Bristol City FC
14,Fri Oct 22 1999,Bristol Rovers FC,0-1,Notts County FC
5,Mon Oct 25 1999,Notts County FC,0-1,Brentford FC
6,Mon Oct 25 1999,Colchester United FC,2-2,Wigan Athletic FC
15,Mon Nov 1 1999,Brentford FC,1-1,Reading FC
15,Mon Nov 1 1999,Oxford United FC,1-1,Colchester United FC
15,Mon Nov 1 1999,Oldham Athletic AFC,2-2,Wycombe Wanderers FC
15,Mon Nov 1 1999,Wigan Athletic FC,3-0,Chesterfield FC
15,Mon Nov 1 1999,Gillingham FC,3-0,Bristol City FC
15,Mon Nov 1 1999,Cardiff City FC,1-1,Blackpool FC
15,Mon Nov 1 1999,Cambridge United FC,1-3,Scunthorpe United FC
15,Mon Nov 1 1999,Burnley FC,5-0,Wrexham AFC
15,Mon Nov 1 1999,Bristol Rovers FC,0-0,Bury FC
15,Mon Nov 1 1999,Millwall FC,1-0,Luton Town FC
15,Tue Nov 2 1999,Stoke City FC,0-1,Notts County FC
15,Tue Nov 2 1999,Preston North End FC,3-0,AFC Bournemouth
16,Fri Nov 5 1999,Luton Town FC,2-1,Burnley FC
16,Fri Nov 5 1999,Wrexham AFC,0-1,Brentford FC
16,Fri Nov 5 1999,Scunthorpe United FC,1-4,Millwall FC
16,Fri Nov 5 1999,Notts County FC,1-1,Gillingham FC
16,Fri Nov 5 1999,Wycombe Wanderers FC,1-1,Bristol Rovers FC
16,Fri Nov 5 1999,Blackpool FC,2-2,Wigan Athletic FC
16,Fri Nov 5 1999,Chesterfield FC,0-1,Oldham Athletic AFC
16,Fri Nov 5 1999,Bury FC,0-0,Stoke City FC
16,Fri Nov 5 1999,Bristol City FC,1-1,Cambridge United FC
16,Fri Nov 5 1999,AFC Bournemouth,1-0,Cardiff City FC
16,Fri Nov 5 1999,Colchester United FC,2-2,Preston North End FC
16,Sat Nov 6 1999,Reading FC,1-2,Oxford United FC
5,Mon Nov 8 1999,Oldham Athletic AFC,2-1,Millwall FC
17,Thu Nov 11 1999,Millwall FC,0-0,Wrexham AFC
17,Thu Nov 11 1999,Preston North End FC,2-0,Notts County FC
17,Thu Nov 11 1999,Wigan Athletic FC,2-1,Wycombe Wanderers FC
17,Thu Nov 11 1999,Gillingham FC,4-1,AFC Bournemouth
17,Thu Nov 11 1999,Cardiff City FC,2-1,Chesterfield FC
17,Thu Nov 11 1999,Brentford FC,4-3,Scunthorpe United FC
17,Thu Nov 11 1999,Cambridge United FC,3-1,Luton Town FC
17,Fri Nov 12 1999,Oxford United FC,1-1,Bury FC
17,Sat Nov 13 1999,Stoke City FC,1-1,Bristol City FC
17,Sat Nov 13 1999,Burnley FC,1-0,Blackpool FC
17,Sat Nov 13 1999,Oldham Athletic AFC,1-2,Colchester United FC
6,Mon Nov 15 1999,Millwall FC,5-0,Reading FC
11,Mon Nov 15 1999,Wigan Athletic FC,3-1,AFC Bournemouth
18,Fri Nov 19 1999,Chesterfield FC,0-1,Bristol Rovers FC
11,Sat Nov 20 1999,Colchester United FC,0-3,Brentford FC
18,Mon Nov 22 1999,Notts County FC,0-1,Oxford United FC
18,Mon Nov 22 1999,Wrexham AFC,1-1,Cambridge United FC
18,Mon Nov 22 1999,Scunthorpe United FC,1-4,Gillingham FC
18,Mon Nov 22 1999,Wycombe Wanderers FC,0-4,Stoke City FC
18,Mon Nov 22 1999,Luton Town FC,0-2,Preston North End FC
18,Mon Nov 22 1999,Colchester United FC,0-3,Cardiff City FC
18,Mon Nov 22 1999,Bury FC,2-2,Wigan Athletic FC
18,Mon Nov 22 1999,Bristol City FC,1-1,Oldham Athletic AFC
18,Mon Nov 22 1999,Blackpool FC,1-2,Millwall FC
18,Mon Nov 22 1999,AFC Bournemouth,4-1,Brentford FC
18,Tue Nov 23 1999,Reading FC,0-0,Burnley FC
19,Fri Nov 26 1999,Wycombe Wanderers FC,2-0,Brentford FC
19,Fri Nov 26 1999,Wigan Athletic FC,1-1,Burnley FC
19,Fri Nov 26 1999,Stoke City FC,1-1,Colchester United FC
19,Fri Nov 26 1999,Reading FC,1-1,Scunthorpe United FC
19,Fri Nov 26 1999,Oldham Athletic AFC,0-0,Wrexham AFC
19,Fri Nov 26 1999,Notts County FC,4-4,Bristol City FC
19,Fri Nov 26 1999,Chesterfield FC,0-0,Oxford United FC
19,Fri Nov 26 1999,Cardiff City FC,1-2,Gillingham FC
19,Fri Nov 26 1999,Bury FC,1-3,Preston North End FC
19,Fri Nov 26 1999,Bristol Rovers FC,3-0,Luton Town FC
19,Fri Nov 26 1999,AFC Bournemouth,1-2,Millwall FC
19,Fri Nov 26 1999,Blackpool FC,2-1,Cambridge United FC
20,Thu Dec 2 1999,Colchester United FC,1-0,Chesterfield FC
20,Fri Dec 3 1999,Millwall FC,2-0,Cardiff City FC
20,Fri Dec 3 1999,Brentford FC,0-3,Bristol Rovers FC
20,Fri Dec 3 1999,Preston North End FC,2-0,Oldham Athletic AFC
20,Fri Dec 3 1999,Oxford United FC,1-1,Stoke City FC
20,Fri Dec 3 1999,Wrexham AFC,1-1,Blackpool FC
20,Fri Dec 3 1999,Luton Town FC,2-2,Notts County FC
20,Fri Dec 3 1999,Gillingham FC,1-0,Bury FC
20,Fri Dec 3 1999,Cambridge United FC,0-2,AFC Bournemouth
20,Fri Dec 3 1999,Burnley FC,1-0,Wycombe Wanderers FC
20,Fri Dec 3 1999,Bristol City FC,3-1,Reading FC
20,Fri Dec 3 1999,Scunthorpe United FC,1-2,Wigan Athletic FC
5,Mon Dec 6 1999,Chesterfield FC,0-2,Bristol City FC
21,Thu Dec 9 1999,Brentford FC,1-1,Chesterfield FC
21,Fri Dec 10 1999,Wycombe Wanderers FC,1-2,Millwall FC
21,Fri Dec 10 1999,Bristol Rovers FC,2-1,Colchester United FC
21,Fri Dec 10 1999,Notts County FC,5-1,AFC Bournemouth
22,Thu Dec 16 1999,Colchester United FC,3-0,Luton Town FC
22,Thu Dec 16 1999,Bristol City FC,0-0,Wycombe Wanderers FC
22,Fri Dec 17 1999,Wigan Athletic FC,1-0,Brentford FC
22,Fri Dec 17 1999,Stoke City FC,1-2,Bristol Rovers FC
22,Fri Dec 17 1999,Scunthorpe United FC,0-2,Bury FC
22,Fri Dec 17 1999,Reading FC,2-2,Wrexham AFC
22,Fri Dec 17 1999,Preston North End FC,3-0,Blackpool FC
22,Fri Dec 17 1999,Millwall FC,1-0,Notts County FC
22,Fri Dec 17 1999,Cambridge United FC,2-3,Oldham Athletic AFC
22,Fri Dec 17 1999,Burnley FC,2-1,Cardiff City FC
22,Fri Dec 17 1999,AFC Bournemouth,4-0,Oxford United FC
23,Sat Dec 25 1999,Wrexham AFC,0-0,Preston North End FC
23,Sat Dec 25 1999,Wycombe Wanderers FC,2-1,AFC Bournemouth
23,Sat Dec 25 1999,Oxford United FC,1-0,Cambridge United FC
23,Sat Dec 25 1999,Oldham Athletic AFC,1-1,Scunthorpe United FC
23,Sat Dec 25 1999,Notts County FC,0-2,Wigan Athletic FC
23,Sat Dec 25 1999,Luton Town FC,1-1,Chesterfield FC
23,Sat Dec 25 1999,Blackpool FC,1-2,Stoke City FC
23,Sat Dec 25 1999,Cardiff City FC,1-0,Reading FC
23,Sat Dec 25 1999,Bury FC,4-2,Burnley FC
23,Sat Dec 25 1999,Bristol Rovers FC,1-0,Millwall FC
23,Sat Dec 25 1999,Brentford FC,2-1,Bristol City FC
23,Sat Dec 25 1999,Gillingham FC,2-1,Colchester United FC
24,Mon Dec 27 1999,Wigan Athletic FC,2-0,Gillingham FC
24,Mon Dec 27 1999,Stoke City FC,0-0,Oldham Athletic AFC
24,Mon Dec 27 1999,Scunthorpe United FC,1-0,Blackpool FC
24,Mon Dec 27 1999,Reading FC,0-0,Notts County FC
24,Mon Dec 27 1999,Preston North End FC,2-1,Bristol Rovers FC
24,Mon Dec 27 1999,Millwall FC,3-2,Brentford FC
24,Mon Dec 27 1999,Cambridge United FC,0-0,Cardiff City FC
24,Mon Dec 27 1999,Burnley FC,3-2,Oxford United FC
24,Mon Dec 27 1999,Bristol City FC,0-0,Luton Town FC
24,Mon Dec 27 1999,AFC Bournemouth,1-0,Wrexham AFC
25,Sun Jan 2 2000,Wycombe Wanderers FC,3-0,Chesterfield FC
25,Sun Jan 2 2000,Wrexham AFC,0-1,Bristol City FC
