Date,Team 1,Team 2,FT,HT
2004-08-14,Aston Villa,Southampton,2-0,2-0
2004-08-14,Blackburn,West Brom,1-1,0-1
2004-08-14,Bolton,Charlton,4-1,2-0
2004-08-14,Man City,Fulham,1-1,1-0
2004-08-14,Middlesbrough,Newcastle,2-2,0-1
2004-08-14,Norwich,Crystal Palace,1-1,1-0
2004-08-14,Portsmouth,Birmingham,1-1,1-1
2004-08-14,Tottenham,Liverpool,1-1,0-1
2004-08-15,Chelsea,Man United,1-0,1-0
2004-08-15,Everton,Arsenal,1-4,0-2
2004-08-21,Birmingham,Chelsea,0-1,0-0
2004-08-21,Charlton,Portsmouth,2-1,1-0
2004-08-21,Crystal Palace,Everton,1-3,1-1
2004-08-21,Fulham,Bolton,2-0,1-0
2004-08-21,Liverpool,Man City,2-1,0-1
2004-08-21,Man United,Norwich,2-1,1-0
2004-08-21,Newcastle,Tottenham,0-1,0-0
2004-08-21,Southampton,Blackburn,3-2,1-0
2004-08-22,Arsenal,Middlesbrough,5-3,1-1
2004-08-22,West Brom,Aston Villa,1-1,1-1
2004-08-24,Birmingham,Man City,1-0,1-0
2004-08-24,Crystal Palace,Chelsea,0-2,0-1
2004-08-25,Arsenal,Blackburn,3-0,0-0
2004-08-25,Charlton,Aston Villa,3-0,2-0
2004-08-25,Fulham,Middlesbrough,0-2,0-0
2004-08-25,Newcastle,Norwich,2-2,1-0
2004-08-25,Southampton,Bolton,1-2,0-2
2004-08-25,West Brom,Tottenham,1-1,1-1
2004-08-28,Aston Villa,Newcastle,4-2,1-2
2004-08-28,Blackburn,Man United,1-1,1-0
2004-08-28,Chelsea,Southampton,2-1,2-1
2004-08-28,Everton,West Brom,2-1,1-1
2004-08-28,Man City,Charlton,4-0,2-0
2004-08-28,Middlesbrough,Crystal Palace,2-1,0-0
2004-08-28,Norwich,Arsenal,1-4,0-3
2004-08-28,Tottenham,Birmingham,1-0,1-0
2004-08-29,Bolton,Liverpool,1-0,1-0
2004-08-30,Man United,Everton,0-0,0-0
2004-08-30,Portsmouth,Fulham,4-3,3-2
2004-09-11,Aston Villa,Chelsea,0-0,0-0
2004-09-11,Bolton,Man United,2-2,0-1
2004-09-11,Fulham,Arsenal,0-3,0-0
2004-09-11,Liverpool,West Brom,3-0,2-0
2004-09-11,Man City,Everton,0-1,0-0
2004-09-11,Middlesbrough,Birmingham,2-1,1-1
2004-09-11,Newcastle,Blackburn,3-0,2-0
2004-09-11,Portsmouth,Crystal Palace,3-1,1-1
2004-09-12,Tottenham,Norwich,0-0,0-0
2004-09-13,Charlton,Southampton,0-0,0-0
2004-09-18,Arsenal,Bolton,2-2,1-0
2004-09-18,Birmingham,Charlton,1-1,0-0
2004-09-18,Blackburn,Portsmouth,1-0,0-0
2004-09-18,Crystal Palace,Man City,1-2,0-0
2004-09-18,Norwich,Aston Villa,0-0,0-0
2004-09-18,West Brom,Fulham,1-1,0-0
2004-09-19,Chelsea,Tottenham,0-0,0-0
2004-09-19,Everton,Middlesbrough,1-0,0-0
2004-09-19,Southampton,Newcastle,1-2,0-1
2004-09-20,Man United,Liverpool,2-1,1-0
2004-09-25,Aston Villa,Crystal Palace,1-1,1-1
2004-09-25,Bolton,Birmingham,1-1,1-0
2004-09-25,Fulham,Southampton,1-0,1-0
2004-09-25,Liverpool,Norwich,3-0,2-0
2004-09-25,Man City,Arsenal,0-1,0-1
2004-09-25,Middlesbrough,Chelsea,0-1,0-0
2004-09-25,Newcastle,West Brom,3-1,0-0
2004-09-25,Tottenham,Man United,0-1,0-1
2004-09-26,Portsmouth,Everton,0-1,0-0
2004-09-27,Charlton,Blackburn,1-0,0-0
2004-10-02,Arsenal,Charlton,4-0,1-0
2004-10-02,Blackburn,Aston Villa,2-2,1-1
2004-10-02,Everton,Tottenham,0-1,0-0
2004-10-02,Norwich,Portsmouth,2-2,0-1
2004-10-02,Southampton,Man City,0-0,0-0
2004-10-02,West Brom,Bolton,2-1,0-0
2004-10-03,Birmingham,Newcastle,2-2,1-1
2004-10-03,Chelsea,Liverpool,1-0,0-0
2004-10-03,Man United,Middlesbrough,1-1,0-1
2004-10-04,Crystal Palace,Fulham,2-0,0-0
2004-10-16,Arsenal,Aston Villa,3-1,2-1
2004-10-16,Birmingham,Man United,0-0,0-0
2004-10-16,Blackburn,Middlesbrough,0-4,0-0
2004-10-16,Bolton,Crystal Palace,1-0,1-0
