Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 2 Nov 1929 (43),Accrington Stanley FC (1),3-1,?,Barrow AFC (1)
?,(Wed) 1 Jan 1930 (0),Accrington Stanley FC (2),7-2,?,Carlisle United FC (1)
?,(Sat) 7 Sep 1929 (35),Accrington Stanley FC (3),3-0,?,Chesterfield FC (1)
?,(Sat) 12 Apr 1930 (14),Accrington Stanley FC (4),0-3,?,Crewe Alexandra FC (1)
?,(Thu) 26 Dec 1929 (51),Accrington Stanley FC (5),3-1,?,Darlington FC (1)
?,(Mon) 24 Feb 1930 (8),Accrington Stanley FC (6),3-3,?,Doncaster Rovers FC (1)
?,(Sat) 1 Feb 1930 (4),Accrington Stanley FC (7),7-1,?,FC Halifax Town (1)
?,(Mon) 9 Sep 1929 (36),Accrington Stanley FC (8),3-0,?,Hartlepool United FC (1)
?,(Sat) 18 Jan 1930 (2),Accrington Stanley FC (9),0-3,?,Lincoln City FC (1)
?,(Tue) 24 Sep 1929 (38),Accrington Stanley FC (10),3-0,?,Nelson FC (1)
?,(Sat) 16 Nov 1929 (45),Accrington Stanley FC (11),5-0,?,New Brighton Tower FC (1898-1901) (1)
?,(Sat) 15 Mar 1930 (10),Accrington Stanley FC (12),0-2,?,Port Vale FC (1)
?,(Sat) 15 Feb 1930 (6),Accrington Stanley FC (13),6-2,?,Rochdale AFC (1)
?,(Sat) 5 Oct 1929 (39),Accrington Stanley FC (14),2-0,?,Rotherham United FC (1)
?,(Mon) 21 Apr 1930 (16),Accrington Stanley FC (15),1-2,?,South Shields FC (1)
?,(Sat) 26 Apr 1930 (16),Accrington Stanley FC (16),1-1,?,Southport FC (1)
?,(Sat) 29 Mar 1930 (12),Accrington Stanley FC (17),0-1,?,Stockport County FC (1)
?,(Sat) 21 Sep 1929 (37),Accrington Stanley FC (18),3-3,?,Tranmere Rovers FC (1)
?,(Sat) 19 Oct 1929 (41),Accrington Stanley FC (19),3-1,?,Wigan Borough FC (1920-1931) (1)
?,(Sat) 1 Mar 1930 (8),Accrington Stanley FC (20),1-3,?,Wrexham AFC (1)
?,(Wed) 5 Mar 1930 (9),Accrington Stanley FC (21),1-1,?,York City FC (1)
?,(Sat) 8 Mar 1930 (9),Barrow AFC (2),3-1,?,Accrington Stanley FC (22)
?,(Sat) 5 Oct 1929 (39),Barrow AFC (3),0-2,?,Carlisle United FC (2)
?,(Sat) 5 Apr 1930 (13),Barrow AFC (4),0-1,?,Chesterfield FC (2)
?,(Mon) 21 Apr 1930 (16),Barrow AFC (5),1-0,?,Crewe Alexandra FC (2)
?,(Sat) 9 Nov 1929 (44),Barrow AFC (6),0-1,?,Darlington FC (2)
?,(Sat) 23 Nov 1929 (46),Barrow AFC (7),1-0,?,Doncaster Rovers FC (2)
?,(Sat) 21 Dec 1929 (50),Barrow AFC (8),0-4,?,FC Halifax Town (2)
?,(Sat) 22 Mar 1930 (11),Barrow AFC (9),3-0,?,Hartlepool United FC (2)
?,(Sat) 7 Dec 1929 (48),Barrow AFC (10),2-1,?,Lincoln City FC (2)
?,(Sat) 15 Feb 1930 (6),Barrow AFC (11),0-2,?,Nelson FC (2)
?,(Sat) 31 Aug 1929 (34),Barrow AFC (12),3-0,?,New Brighton Tower FC (1898-1901) (2)
?,(Sat) 4 Jan 1930 (0),Barrow AFC (13),1-1,?,Port Vale FC (2)
?,(Sat) 22 Feb 1930 (7),Barrow AFC (14),2-0,?,Rochdale AFC (2)
?,(Sat) 14 Sep 1929 (36),Barrow AFC (15),5-1,?,Rotherham United FC (2)
?,(Sat) 26 Oct 1929 (42),Barrow AFC (16),1-3,?,South Shields FC (2)
?,(Sat) 3 May 1930 (17),Barrow AFC (17),0-2,?,Southport FC (2)
?,(Mon) 9 Sep 1929 (36),Barrow AFC (18),1-4,?,Stockport County FC (2)
?,(Sat) 19 Apr 1930 (15),Barrow AFC (19),1-1,?,Tranmere Rovers FC (2)
?,(Sat) 1 Feb 1930 (4),Barrow AFC (20),4-1,?,Wigan Borough FC (1920-1931) (2)
?,(Sat) 21 Sep 1929 (37),Barrow AFC (21),3-3,?,Wrexham AFC (2)
?,(Wed) 25 Dec 1929 (51),Barrow AFC (22),0-0,?,York City FC (2)
?,(Fri) 18 Apr 1930 (15),Carlisle United FC (3),2-1,?,Accrington Stanley FC (23)
?,(Sat) 8 Feb 1930 (5),Carlisle United FC (4),7-1,?,Barrow AFC (23)
?,(Sat) 9 Nov 1929 (44),Carlisle United FC (5),6-0,?,Chesterfield FC (3)
?,(Sat) 31 Aug 1929 (34),Carlisle United FC (6),2-0,?,Crewe Alexandra FC (3)
?,(Sat) 22 Feb 1930 (7),Carlisle United FC (7),1-4,?,Darlington FC (3)
?,(Sat) 8 Mar 1930 (9),Carlisle United FC (8),1-1,?,Doncaster Rovers FC (3)
?,(Sat) 5 Apr 1930 (13),Carlisle United FC (9),2-0,?,FC Halifax Town (3)
?,(Sat) 26 Oct 1929 (42),Carlisle United FC (10),5-2,?,Hartlepool United FC (3)
?,(Sat) 22 Mar 1930 (11),Carlisle United FC (11),2-4,?,Lincoln City FC (3)
?,(Thu) 23 Jan 1930 (3),Carlisle United FC (12),2-2,?,Nelson FC (3)
?,(Sat) 25 Jan 1930 (3),Carlisle United FC (13),2-2,?,New Brighton Tower FC (1898-1901) (3)
?,(Sat) 28 Sep 1929 (38),Carlisle United FC (14),1-4,?,Port Vale FC (3)
?,(Sat) 19 Apr 1930 (15),Carlisle United FC (15),2-0,?,Rochdale AFC (3)
?,(Sat) 7 Dec 1929 (48),Carlisle United FC (16),3-1,?,Rotherham United FC (3)
?,(Sat) 21 Dec 1929 (50),Carlisle United FC (17),4-1,?,South Shields FC (3)
?,(Thu) 12 Sep 1929 (36),Carlisle United FC (18),4-0,?,Southport FC (3)
?,(Sat) 14 Sep 1929 (36),Carlisle United FC (19),1-5,?,Stockport County FC (3)
?,(Sat) 23 Nov 1929 (46),Carlisle United FC (20),4-3,?,Tranmere Rovers FC (3)
?,(Sat) 3 May 1930 (17),Carlisle United FC (21),5-0,?,Wigan Borough FC (1920-1931) (3)
?,(Sat) 12 Oct 1929 (40),Carlisle United FC (22),5-1,?,Wrexham AFC (3)
?,(Sat) 4 Jan 1930 (0),Carlisle United FC (23),2-2,?,York City FC (3)
?,(Sat) 4 Jan 1930 (0),Chesterfield FC (4),4-2,?,Accrington Stanley FC (24)
?,(Wed) 12 Mar 1930 (10),Chesterfield FC (5),2-1,?,Barrow AFC (24)
?,(Sat) 15 Mar 1930 (10),Chesterfield FC (6),3-1,?,Carlisle United FC (24)
?,(Sat) 19 Oct 1929 (41),Chesterfield FC (7),5-1,?,Crewe Alexandra FC (4)
?,(Sat) 14 Sep 1929 (36),Chesterfield FC (8),4-1,?,Darlington FC (4)
?,(Sat) 28 Sep 1929 (38),Chesterfield FC (9),2-1,?,Doncaster Rovers FC (4)
?,(Fri) 18 Apr 1930 (15),Chesterfield FC (10),2-0,?,FC Halifax Town (4)
?,(Sat) 25 Jan 1930 (3),Chesterfield FC (11),2-0,?,Hartlepool United FC (4)
?,(Sat) 15 Feb 1930 (6),Chesterfield FC (12),2-1,?,Lincoln City FC (4)
?,(Sat) 2 Nov 1929 (43),Chesterfield FC (13),3-0,?,Nelson FC (4)
?,(Mon) 7 Apr 1930 (14),Chesterfield FC (14),1-0,?,New Brighton Tower FC (1898-1901) (4)
?,(Sat) 12 Apr 1930 (14),Chesterfield FC (15),1-1,?,Port Vale FC (4)
?,(Wed) 1 Jan 1930 (0),Chesterfield FC (16),2-0,?,Rochdale AFC (4)
?,(Thu) 26 Dec 1929 (51),Chesterfield FC (17),2-1,?,Rotherham United FC (4)
?,(Sat) 31 Aug 1929 (34),Chesterfield FC (18),1-2,?,South Shields FC (4)
?,(Sat) 1 Mar 1930 (8),Chesterfield FC (19),2-0,?,Southport FC (4)
?,(Sat) 26 Apr 1930 (16),Chesterfield FC (20),1-3,?,Stockport County FC (4)
?,(Mon) 23 Sep 1929 (38),Chesterfield FC (21),1-0,?,Tranmere Rovers FC (4)
?,(Sat) 16 Nov 1929 (45),Chesterfield FC (22),5-0,?,Wigan Borough FC (1920-1931) (4)
?,(Sat) 29 Mar 1930 (12),Chesterfield FC (23),5-0,?,Wrexham AFC (4)
?,(Sat) 8 Feb 1930 (5),Chesterfield FC (24),3-0,?,York City FC (4)
?,(Sat) 7 Dec 1929 (48),Crewe Alexandra FC (5),2-1,?,Accrington Stanley FC (25)
?,(Fri) 18 Apr 1930 (15),Crewe Alexandra FC (6),0-0,?,Barrow AFC (25)
?,(Sat) 28 Dec 1929 (51),Crewe Alexandra FC (7),1-2,?,Carlisle United FC (25)
?,(Sat) 22 Feb 1930 (7),Crewe Alexandra FC (8),2-1,?,Chesterfield FC (25)
?,(Sat) 19 Apr 1930 (15),Crewe Alexandra FC (9),1-2,?,Darlington FC (5)
