Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 18 Apr 1931 (15),AFC Bournemouth (1),1-0,?,Brentford FC (1)
?,(Sat) 22 Nov 1930 (46),AFC Bournemouth (2),1-2,?,Brighton & Hove Albion (1)
?,(Sat) 25 Oct 1930 (42),AFC Bournemouth (3),4-0,?,Bristol Rovers (1)
?,(Fri) 26 Dec 1930 (51),AFC Bournemouth (4),2-0,?,Coventry City (1)
?,(Sat) 20 Dec 1930 (50),AFC Bournemouth (5),0-0,?,Crystal Palace FC (1)
?,(Sat) 21 Mar 1931 (11),AFC Bournemouth (6),3-1,?,Exeter City (1)
?,(Mon) 6 Apr 1931 (14),AFC Bournemouth (7),2-1,?,Fulham FC (1)
?,(Sat) 8 Nov 1930 (44),AFC Bournemouth (8),2-1,?,Gillingham FC (1)
?,(Sat) 27 Sep 1930 (38),AFC Bournemouth (9),1-1,?,Leyton Orient FC (1)
?,(Sat) 21 Feb 1931 (7),AFC Bournemouth (10),0-0,?,Luton Town (1)
?,(Sat) 7 Mar 1931 (9),AFC Bournemouth (11),4-2,?,Newport County AFC (1)
?,(Sat) 6 Dec 1930 (48),AFC Bournemouth (12),1-3,?,Northampton Town (1)
?,(Sat) 11 Oct 1930 (40),AFC Bournemouth (13),4-1,?,Norwich City (1)
?,(Wed) 28 Jan 1931 (4),AFC Bournemouth (14),2-1,?,Notts County FC (1)
?,(Wed) 3 Sep 1930 (35),AFC Bournemouth (15),2-0,?,Queens Park Rangers (1)
?,(Sat) 6 Sep 1930 (35),AFC Bournemouth (16),0-0,?,Southend United (1)
?,(Sat) 27 Dec 1930 (51),AFC Bournemouth (17),4-1,?,Swindon Town (1)
?,(Sat) 7 Feb 1931 (5),AFC Bournemouth (18),3-3,?,Thames (1)
?,(Sat) 4 Apr 1931 (13),AFC Bournemouth (19),2-2,?,Torquay United (1)
?,(Wed) 17 Sep 1930 (37),AFC Bournemouth (20),0-2,?,Walsall FC (1)
