Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 30 Aug 1930 (34),Fulham FC (1),3-2,?,Watford FC (1)
?,(Sat) 30 Aug 1930 (34),Gillingham FC (1),0-0,?,Brighton & Hove Albion FC (1)
?,(Sat) 30 Aug 1930 (34),Walsall FC (1),4-2,?,Leyton Orient FC (1)
?,(Sat) 30 Aug 1930 (34),Swindon Town FC (1),4-1,?,AFC Bournemouth (1)
?,(Sat) 30 Aug 1930 (34),Coventry City FC (1),1-2,?,Notts County FC (1)
?,(Sat) 30 Aug 1930 (34),Newport County AFC (1),2-1,?,Torquay United FC (1)
?,(Sat) 30 Aug 1930 (34),Southend United FC (1),2-4,?,Crystal Palace FC (1)
?,(Sat) 30 Aug 1930 (34),Exeter City FC (1),1-0,?,Norwich City FC (1)
?,(Sat) 30 Aug 1930 (34),Queens Park Rangers FC (1),3-0,?,Thames AFC (1928-1932) (1)
?,(Sat) 30 Aug 1930 (34),Luton Town FC (1),1-1,?,Brentford FC (1)
?,(Sat) 30 Aug 1930 (34),Bristol Rovers FC (1),1-4,?,Northampton Town FC (1)
?,(Mon) 1 Sep 1930 (35),Fulham FC (2),0-0,?,Coventry City FC (2)
?,(Wed) 3 Sep 1930 (35),Swindon Town FC (2),4-3,?,Walsall FC (2)
?,(Wed) 3 Sep 1930 (35),Gillingham FC (2),1-1,?,Bristol Rovers FC (2)
?,(Wed) 3 Sep 1930 (35),AFC Bournemouth (2),2-0,?,Queens Park Rangers FC (2)
?,(Wed) 3 Sep 1930 (35),Notts County FC (2),4-0,?,Thames AFC (1928-1932) (2)
?,(Wed) 3 Sep 1930 (35),Brighton & Hove Albion FC (2),1-2,?,Southend United FC (2)
?,(Wed) 3 Sep 1930 (35),Watford FC (2),2-2,?,Norwich City FC (2)
?,(Wed) 3 Sep 1930 (35),Torquay United FC (2),3-1,?,Crystal Palace FC (2)
?,(Wed) 3 Sep 1930 (35),Brentford FC (2),0-4,?,Northampton Town FC (2)
?,(Wed) 3 Sep 1930 (35),Leyton Orient FC (2),3-1,?,Newport County AFC (2)
?,(Wed) 3 Sep 1930 (35),Exeter City FC (2),1-1,?,Luton Town FC (2)
?,(Sat) 6 Sep 1930 (35),Northampton Town FC (3),1-0,?,Newport County AFC (3)
?,(Sat) 6 Sep 1930 (35),Brentford FC (3),4-0,?,Bristol Rovers FC (3)
?,(Sat) 6 Sep 1930 (35),Notts County FC (3),6-1,?,Fulham FC (3)
?,(Sat) 6 Sep 1930 (35),Crystal Palace FC (3),5-1,?,Luton Town FC (3)
?,(Sat) 6 Sep 1930 (35),Brighton & Hove Albion FC (3),3-2,?,Exeter City FC (3)
?,(Sat) 6 Sep 1930 (35),Torquay United FC (3),3-0,?,Gillingham FC (3)
?,(Sat) 6 Sep 1930 (35),Thames AFC (1928-1932) (3),4-1,?,Walsall FC (3)
?,(Sat) 6 Sep 1930 (35),AFC Bournemouth (3),0-0,?,Southend United FC (3)
?,(Sat) 6 Sep 1930 (35),Watford FC (3),3-0,?,Swindon Town FC (3)
?,(Sat) 6 Sep 1930 (35),Leyton Orient FC (3),3-3,?,Coventry City FC (3)
?,(Sat) 6 Sep 1930 (35),Norwich City FC (3),1-1,?,Queens Park Rangers FC (3)
?,(Mon) 8 Sep 1930 (36),Fulham FC (4),1-1,?,Brentford FC (4)
?,(Mon) 8 Sep 1930 (36),Northampton Town FC (4),0-0,?,Crystal Palace FC (4)
?,(Mon) 8 Sep 1930 (36),Southend United FC (4),6-3,?,Torquay United FC (4)
?,(Mon) 8 Sep 1930 (36),Norwich City FC (4),2-2,?,Notts County FC (4)
?,(Mon) 8 Sep 1930 (36),Luton Town FC (4),2-2,?,Brighton & Hove Albion FC (4)
?,(Mon) 8 Sep 1930 (36),Walsall FC (4),3-3,?,AFC Bournemouth (4)
?,(Mon) 8 Sep 1930 (36),Coventry City FC (4),4-0,?,Swindon Town FC (4)
?,(Mon) 8 Sep 1930 (36),Bristol Rovers FC (4),1-1,?,Exeter City FC (4)
?,(Wed) 10 Sep 1930 (36),Gillingham FC (4),4-1,?,Newport County AFC (4)
?,(Thu) 11 Sep 1930 (36),Queens Park Rangers FC (4),2-3,?,Watford FC (4)
?,(Thu) 11 Sep 1930 (36),Thames AFC (1928-1932) (4),3-0,?,Leyton Orient FC (4)
?,(Sat) 13 Sep 1930 (36),Bristol Rovers FC (5),2-1,?,Crystal Palace FC (5)
