Round,Date,Team 1,FT,Team 2
1,Fri Aug 11 2000,Southend United FC,2-0,Brighton & Hove Albion FC
1,Fri Aug 11 2000,Rochdale AFC,1-1,Darlington FC
1,Fri Aug 11 2000,Plymouth Argyle FC,0-1,Leyton Orient FC
1,Fri Aug 11 2000,Macclesfield Town FC,0-1,Scunthorpe United FC
1,Fri Aug 11 2000,Lincoln City FC,0-2,Hartlepool United FC
1,Fri Aug 11 2000,Kidderminster Harriers FC,2-0,Torquay United FC
1,Fri Aug 11 2000,Exeter City FC,1-2,Cardiff City FC
1,Fri Aug 11 2000,Chesterfield FC,4-1,York City FC
1,Fri Aug 11 2000,Cheltenham Town FC,2-2,Mansfield Town FC
1,Fri Aug 11 2000,Carlisle United FC,2-2,FC Halifax Town
1,Fri Aug 11 2000,Blackpool FC,3-1,Hull City AFC
1,Fri Aug 11 2000,Barnet FC,3-0,Shrewsbury Town FC
2,Fri Aug 18 2000,York City FC,0-2,Cheltenham Town FC
2,Fri Aug 18 2000,Torquay United FC,1-1,Southend United FC
2,Fri Aug 18 2000,Shrewsbury Town FC,2-2,Macclesfield Town FC
2,Fri Aug 18 2000,Scunthorpe United FC,2-0,Kidderminster Harriers FC
2,Fri Aug 18 2000,Leyton Orient FC,1-0,Carlisle United FC
2,Fri Aug 18 2000,Brighton & Hove Albion FC,2-1,Rochdale AFC
2,Fri Aug 18 2000,Hartlepool United FC,1-2,Chesterfield FC
2,Fri Aug 18 2000,FC Halifax Town,1-1,Lincoln City FC
2,Fri Aug 18 2000,Darlington FC,1-1,Exeter City FC
2,Fri Aug 18 2000,Cardiff City FC,1-1,Blackpool FC
2,Fri Aug 18 2000,Hull City AFC,1-1,Plymouth Argyle FC
24,Fri Aug 18 2000,Barnet FC,3-3,Mansfield Town FC
3,Thu Aug 24 2000,Carlisle United FC,1-1,York City FC
3,Fri Aug 25 2000,Lincoln City FC,2-0,Brighton & Hove Albion FC
3,Fri Aug 25 2000,Rochdale AFC,3-2,Scunthorpe United FC
3,Fri Aug 25 2000,Plymouth Argyle FC,2-0,Mansfield Town FC
3,Fri Aug 25 2000,Macclesfield Town FC,0-0,Hull City AFC
3,Fri Aug 25 2000,Southend United FC,0-2,Darlington FC
3,Fri Aug 25 2000,Kidderminster Harriers FC,2-1,FC Halifax Town
3,Fri Aug 25 2000,Exeter City FC,1-1,Hartlepool United FC
3,Fri Aug 25 2000,Chesterfield FC,3-0,Shrewsbury Town FC
3,Fri Aug 25 2000,Cheltenham Town FC,2-0,Torquay United FC
3,Fri Aug 25 2000,Blackpool FC,2-2,Leyton Orient FC
3,Fri Aug 25 2000,Barnet FC,2-2,Cardiff City FC
4,Sun Aug 27 2000,York City FC,1-0,Barnet FC
4,Sun Aug 27 2000,Torquay United FC,3-2,Blackpool FC
4,Sun Aug 27 2000,Scunthorpe United FC,1-1,Chesterfield FC
4,Sun Aug 27 2000,Mansfield Town FC,4-4,Macclesfield Town FC
4,Sun Aug 27 2000,Leyton Orient FC,2-1,Exeter City FC
4,Sun Aug 27 2000,Brighton & Hove Albion FC,0-2,Kidderminster Harriers FC
4,Sun Aug 27 2000,Hartlepool United FC,0-0,Cheltenham Town FC
4,Sun Aug 27 2000,FC Halifax Town,1-2,Rochdale AFC
4,Sun Aug 27 2000,Cardiff City FC,2-2,Southend United FC
4,Sun Aug 27 2000,Hull City AFC,1-1,Lincoln City FC
4,Mon Aug 28 2000,Shrewsbury Town FC,0-1,Carlisle United FC
4,Mon Aug 28 2000,Darlington FC,1-0,Plymouth Argyle FC
5,Fri Sep 1 2000,Scunthorpe United FC,1-0,Blackpool FC
5,Fri Sep 1 2000,Rochdale AFC,1-1,Cardiff City FC
5,Fri Sep 1 2000,Plymouth Argyle FC,0-1,Macclesfield Town FC
5,Fri Sep 1 2000,Lincoln City FC,3-0,Southend United FC
5,Fri Sep 1 2000,Kidderminster Harriers FC,0-1,Carlisle United FC
5,Fri Sep 1 2000,Brighton & Hove Albion FC,6-2,Torquay United FC
5,Fri Sep 1 2000,Hartlepool United FC,1-3,Shrewsbury Town FC
5,Fri Sep 1 2000,FC Halifax Town,2-2,Leyton Orient FC
5,Fri Sep 1 2000,Exeter City FC,0-0,Mansfield Town FC
5,Fri Sep 1 2000,Darlington FC,1-1,York City FC
5,Fri Sep 1 2000,Chesterfield FC,1-2,Barnet FC
5,Fri Sep 1 2000,Hull City AFC,0-2,Cheltenham Town FC
6,Fri Sep 8 2000,York City FC,2-0,Scunthorpe United FC
6,Fri Sep 8 2000,Torquay United FC,1-1,Lincoln City FC
6,Fri Sep 8 2000,Southend United FC,2-2,Plymouth Argyle FC
6,Fri Sep 8 2000,Shrewsbury Town FC,1-0,Darlington FC
6,Fri Sep 8 2000,Mansfield Town FC,5-1,FC Halifax Town
6,Fri Sep 8 2000,Macclesfield Town FC,0-2,Exeter City FC
6,Fri Sep 8 2000,Leyton Orient FC,2-2,Hull City AFC
6,Fri Sep 8 2000,Cheltenham Town FC,0-1,Chesterfield FC
6,Fri Sep 8 2000,Carlisle United FC,1-2,Rochdale AFC
6,Fri Sep 8 2000,Cardiff City FC,1-1,Brighton & Hove Albion FC
6,Fri Sep 8 2000,Blackpool FC,1-2,Hartlepool United FC
6,Fri Sep 8 2000,Barnet FC,0-0,Kidderminster Harriers FC
7,Mon Sep 11 2000,York City FC,0-2,Rochdale AFC
7,Mon Sep 11 2000,Torquay United FC,1-0,Hartlepool United FC
7,Mon Sep 11 2000,Southend United FC,1-1,Kidderminster Harriers FC
7,Mon Sep 11 2000,Shrewsbury Town FC,4-1,Plymouth Argyle FC
7,Mon Sep 11 2000,Mansfield Town FC,1-1,Hull City AFC
7,Mon Sep 11 2000,Macclesfield Town FC,2-0,Lincoln City FC
7,Mon Sep 11 2000,Leyton Orient FC,1-1,Scunthorpe United FC
7,Mon Sep 11 2000,Cheltenham Town FC,1-0,Darlington FC
7,Mon Sep 11 2000,Carlisle United FC,2-4,Chesterfield FC
7,Mon Sep 11 2000,Cardiff City FC,4-2,FC Halifax Town
7,Mon Sep 11 2000,Blackpool FC,0-2,Brighton & Hove Albion FC
7,Mon Sep 11 2000,Barnet FC,1-1,Exeter City FC
8,Fri Sep 15 2000,Scunthorpe United FC,0-2,Cardiff City FC
8,Fri Sep 15 2000,Rochdale AFC,2-1,Torquay United FC
8,Fri Sep 15 2000,Plymouth Argyle FC,2-0,Carlisle United FC
8,Fri Sep 15 2000,Lincoln City FC,1-1,Blackpool FC
8,Fri Sep 15 2000,Kidderminster Harriers FC,2-1,Leyton Orient FC
8,Fri Sep 15 2000,Brighton & Hove Albion FC,3-0,Cheltenham Town FC
8,Fri Sep 15 2000,Hartlepool United FC,2-2,Macclesfield Town FC
8,Fri Sep 15 2000,FC Halifax Town,0-1,Southend United FC
8,Fri Sep 15 2000,Exeter City FC,3-1,York City FC
8,Fri Sep 15 2000,Darlington FC,1-0,Barnet FC
8,Fri Sep 15 2000,Chesterfield FC,4-0,Mansfield Town FC
8,Fri Sep 15 2000,Hull City AFC,1-0,Shrewsbury Town FC
9,Thu Sep 21 2000,Macclesfield Town FC,1-1,Darlington FC
9,Fri Sep 22 2000,Mansfield Town FC,4-3,Hartlepool United FC
9,Fri Sep 22 2000,Torquay United FC,1-2,FC Halifax Town
9,Fri Sep 22 2000,Southend United FC,1-0,Scunthorpe United FC
9,Fri Sep 22 2000,Shrewsbury Town FC,0-4,Rochdale AFC
9,Fri Sep 22 2000,York City FC,0-1,Brighton & Hove Albion FC
9,Fri Sep 22 2000,Leyton Orient FC,1-0,Lincoln City FC
9,Fri Sep 22 2000,Cheltenham Town FC,5-2,Plymouth Argyle FC
9,Fri Sep 22 2000,Carlisle United FC,0-1,Exeter City FC
9,Fri Sep 22 2000,Cardiff City FC,0-0,Kidderminster Harriers FC
9,Fri Sep 22 2000,Blackpool FC,1-3,Chesterfield FC
9,Fri Sep 22 2000,Barnet FC,1-1,Hull City AFC
10,Thu Sep 28 2000,Kidderminster Harriers FC,1-4,Blackpool FC
10,Fri Sep 29 2000,Scunthorpe United FC,3-0,Torquay United FC
10,Fri Sep 29 2000,Rochdale AFC,0-1,Southend United FC
10,Fri Sep 29 2000,Plymouth Argyle FC,2-3,Barnet FC
10,Fri Sep 29 2000,Lincoln City FC,0-2,Mansfield Town FC
10,Fri Sep 29 2000,Hull City AFC,2-0,Cardiff City FC
10,Fri Sep 29 2000,Hartlepool United FC,1-0,York City FC
10,Fri Sep 29 2000,FC Halifax Town,0-0,Shrewsbury Town FC
10,Fri Sep 29 2000,Exeter City FC,0-2,Cheltenham Town FC
10,Fri Sep 29 2000,Brighton & Hove Albion FC,2-0,Leyton Orient FC
10,Fri Sep 29 2000,Chesterfield FC,4-1,Macclesfield Town FC
10,Fri Sep 29 2000,Darlington FC,1-0,Carlisle United FC
11,Thu Oct 5 2000,York City FC,2-1,Mansfield Town FC
11,Thu Oct 5 2000,Shrewsbury Town FC,2-0,Exeter City FC
11,Thu Oct 5 2000,Kidderminster Harriers FC,0-0,Rochdale AFC
11,Thu Oct 5 2000,Cheltenham Town FC,1-0,Carlisle United FC
11,Thu Oct 5 2000,Hull City AFC,0-2,Brighton & Hove Albion FC
11,Fri Oct 6 2000,Chesterfield FC,2-1,Plymouth Argyle FC
11,Fri Oct 6 2000,Hartlepool United FC,2-1,Darlington FC
11,Fri Oct 6 2000,Scunthorpe United FC,1-0,FC Halifax Town
11,Sat Oct 7 2000,Torquay United FC,1-2,Leyton Orient FC
11,Sat Oct 7 2000,Blackpool FC,2-2,Southend United FC
11,Sat Oct 7 2000,Barnet FC,0-2,Macclesfield Town FC
12,Fri Oct 13 2000,Macclesfield Town FC,2-1,Cheltenham Town FC
12,Fri Oct 13 2000,Rochdale AFC,2-1,Hartlepool United FC
12,Fri Oct 13 2000,Plymouth Argyle FC,2-0,Blackpool FC
12,Fri Oct 13 2000,Mansfield Town FC,1-0,Shrewsbury Town FC
12,Fri Oct 13 2000,Southend United FC,1-0,York City FC
12,Fri Oct 13 2000,Lincoln City FC,3-3,Kidderminster Harriers FC
12,Fri Oct 13 2000,Leyton Orient FC,2-1,Cardiff City FC
12,Fri Oct 13 2000,Brighton & Hove Albion FC,0-0,Scunthorpe United FC
12,Fri Oct 13 2000,Exeter City FC,1-1,Chesterfield FC
12,Fri Oct 13 2000,Darlington FC,2-0,Torquay United FC
12,Fri Oct 13 2000,Carlisle United FC,0-2,Barnet FC
12,Fri Oct 13 2000,FC Halifax Town,0-2,Hull City AFC
13,Mon Oct 16 2000,Southend United FC,2-0,Barnet FC
13,Mon Oct 16 2000,Rochdale AFC,2-2,Chesterfield FC
13,Mon Oct 16 2000,Plymouth Argyle FC,1-0,Scunthorpe United FC
13,Mon Oct 16 2000,Mansfield Town FC,0-1,Blackpool FC
13,Mon Oct 16 2000,Macclesfield Town FC,2-1,Torquay United FC
13,Mon Oct 16 2000,Lincoln City FC,2-1,York City FC
13,Mon Oct 16 2000,Leyton Orient FC,2-0,Shrewsbury Town FC
13,Mon Oct 16 2000,FC Halifax Town,1-2,Cheltenham Town FC
13,Mon Oct 16 2000,Exeter City FC,0-1,Hull City AFC
13,Mon Oct 16 2000,Darlington FC,1-2,Kidderminster Harriers FC
13,Mon Oct 16 2000,Carlisle United FC,2-2,Cardiff City FC
13,Tue Oct 17 2000,Brighton & Hove Albion FC,4-2,Hartlepool United FC
14,Fri Oct 20 2000,York City FC,1-1,Leyton Orient FC
14,Fri Oct 20 2000,Torquay United FC,4-2,Carlisle United FC
14,Fri Oct 20 2000,Shrewsbury Town FC,3-2,Lincoln City FC
14,Fri Oct 20 2000,Scunthorpe United FC,1-1,Darlington FC
14,Fri Oct 20 2000,Kidderminster Harriers FC,0-0,Exeter City FC
14,Fri Oct 20 2000,Barnet FC,1-0,FC Halifax Town
14,Fri Oct 20 2000,Hartlepool United FC,1-1,Plymouth Argyle FC
14,Fri Oct 20 2000,Chesterfield FC,1-0,Brighton & Hove Albion FC
14,Fri Oct 20 2000,Cheltenham Town FC,0-2,Rochdale AFC
14,Fri Oct 20 2000,Cardiff City FC,2-0,Mansfield Town FC
14,Fri Oct 20 2000,Blackpool FC,2-1,Macclesfield Town FC
14,Fri Oct 20 2000,Hull City AFC,1-1,Southend United FC
