Matchday,Date,Team 1,FT,Team 2
4,Sat Aug 30 2008,Morecambe FC,1-2,Dagenham & Redbridge FC
4,Sat Aug 30 2008,Macclesfield Town FC,0-6,Darlington FC
4,Sat Aug 30 2008,Lincoln City FC,1-1,Grimsby Town FC
4,Sat Aug 30 2008,Gillingham FC,1-0,Accrington Stanley FC
4,Sat Aug 30 2008,Exeter City FC,0-1,Luton Town FC
4,Sat Aug 30 2008,Chesterfield FC,0-1,Wycombe Wanderers FC
4,Sat Aug 30 2008,Chester FC,5-1,Barnet FC
4,Sat Aug 30 2008,Brentford FC,0-0,Rotherham United FC
4,Sat Aug 30 2008,Aldershot Town FC,3-2,Bradford City AFC
5,Sat Sep 6 2008,Rochdale AFC,0-1,Wycombe Wanderers FC
5,Sat Sep 6 2008,Port Vale FC,0-2,Bradford City AFC
5,Sat Sep 6 2008,Notts County FC,1-1,AFC Bournemouth
5,Sat Sep 6 2008,Morecambe FC,1-0,Shrewsbury Town FC
5,Sat Sep 6 2008,Macclesfield Town FC,2-1,Luton Town FC
5,Sat Sep 6 2008,Lincoln City FC,2-0,Barnet FC
5,Sat Sep 6 2008,Gillingham FC,3-0,Grimsby Town FC
5,Sat Sep 6 2008,Exeter City FC,2-1,Accrington Stanley FC
5,Sat Sep 6 2008,Chesterfield FC,1-0,Rotherham United FC
5,Sat Sep 6 2008,Chester FC,1-1,Bury FC
5,Sat Sep 6 2008,Brentford FC,2-1,Dagenham & Redbridge FC
5,Sat Sep 6 2008,Aldershot Town FC,2-1,Darlington FC
6,Sat Sep 13 2008,Wycombe Wanderers FC,0-0,Brentford FC
6,Sat Sep 13 2008,Shrewsbury Town FC,7-0,Gillingham FC
6,Sat Sep 13 2008,Rotherham United FC,2-2,Rochdale AFC
6,Sat Sep 13 2008,Luton Town FC,3-1,Aldershot Town FC
6,Sat Sep 13 2008,Grimsby Town FC,1-3,Chester FC
6,Sat Sep 13 2008,Darlington FC,2-1,Port Vale FC
6,Sat Sep 13 2008,Dagenham & Redbridge FC,3-0,Chesterfield FC
6,Sat Sep 13 2008,Bury FC,3-1,Lincoln City FC
6,Sat Sep 13 2008,Bradford City AFC,4-1,Exeter City FC
6,Sat Sep 13 2008,AFC Bournemouth,0-1,Macclesfield Town FC
6,Sat Sep 13 2008,Barnet FC,1-1,Morecambe FC
6,Sat Sep 13 2008,Accrington Stanley FC,1-1,Notts County FC
7,Sat Sep 20 2008,Wycombe Wanderers FC,2-1,Dagenham & Redbridge FC
7,Sat Sep 20 2008,Rotherham United FC,1-0,Luton Town FC
7,Sat Sep 20 2008,Rochdale AFC,2-1,Chesterfield FC
7,Sat Sep 20 2008,Port Vale FC,1-4,Macclesfield Town FC
7,Sat Sep 20 2008,Morecambe FC,1-1,Grimsby Town FC
7,Sat Sep 20 2008,Exeter City FC,2-2,Notts County FC
7,Sat Sep 20 2008,Darlington FC,3-0,Accrington Stanley FC
7,Sat Sep 20 2008,Brentford FC,1-1,Lincoln City FC
7,Sat Sep 20 2008,Bradford City AFC,1-3,AFC Bournemouth
7,Sat Sep 20 2008,Barnet FC,1-2,Bury FC
7,Sat Sep 20 2008,Aldershot Town FC,2-1,Gillingham FC
7,Sun Sep 21 2008,Chester FC,1-1,Shrewsbury Town FC
8,Sat Sep 27 2008,Shrewsbury Town FC,2-0,Bradford City AFC
8,Sat Sep 27 2008,Notts County FC,2-1,Aldershot Town FC
8,Sat Sep 27 2008,Macclesfield Town FC,1-4,Exeter City FC
8,Sat Sep 27 2008,Luton Town FC,1-1,Chester FC
8,Sat Sep 27 2008,Lincoln City FC,1-1,Morecambe FC
8,Sat Sep 27 2008,Grimsby Town FC,0-1,Barnet FC
8,Sat Sep 27 2008,Gillingham FC,1-0,Port Vale FC
8,Sat Sep 27 2008,Dagenham & Redbridge FC,1-1,Rotherham United FC
8,Sat Sep 27 2008,Chesterfield FC,0-1,Brentford FC
8,Sat Sep 27 2008,Bury FC,0-0,Wycombe Wanderers FC
8,Sat Sep 27 2008,AFC Bournemouth,3-1,Darlington FC
8,Sun Sep 28 2008,Accrington Stanley FC,1-3,Rochdale AFC
9,Sat Oct 4 2008,Wycombe Wanderers FC,3-1,AFC Bournemouth
9,Sat Oct 4 2008,Rotherham United FC,4-1,Grimsby Town FC
9,Sat Oct 4 2008,Rochdale AFC,0-2,Dagenham & Redbridge FC
9,Sat Oct 4 2008,Port Vale FC,1-2,Notts County FC
9,Sat Oct 4 2008,Morecambe FC,2-2,Chesterfield FC
9,Sat Oct 4 2008,Exeter City FC,3-0,Gillingham FC
9,Sat Oct 4 2008,Darlington FC,1-1,Shrewsbury Town FC
9,Sat Oct 4 2008,Chester FC,0-2,Lincoln City FC
9,Sat Oct 4 2008,Brentford FC,1-0,Macclesfield Town FC
9,Sat Oct 4 2008,Bradford City AFC,1-1,Luton Town FC
9,Sat Oct 4 2008,Barnet FC,2-1,Accrington Stanley FC
9,Sat Oct 4 2008,Aldershot Town FC,3-3,Bury FC
10,Fri Oct 10 2008,Lincoln City FC,1-1,Rochdale AFC
10,Fri Oct 10 2008,Dagenham & Redbridge FC,2-0,Barnet FC
10,Sat Oct 11 2008,Shrewsbury Town FC,1-2,Port Vale FC
10,Sat Oct 11 2008,Macclesfield Town FC,4-2,Aldershot Town FC
10,Sat Oct 11 2008,Luton Town FC,1-2,Darlington FC
10,Sat Oct 11 2008,Grimsby Town FC,1-1,Wycombe Wanderers FC
10,Sat Oct 11 2008,Gillingham FC,5-0,Morecambe FC
10,Sat Oct 11 2008,Chesterfield FC,1-1,Chester FC
10,Sat Oct 11 2008,Bury FC,0-1,Exeter City FC
10,Sat Oct 11 2008,AFC Bournemouth,0-0,Rotherham United FC
10,Sat Oct 11 2008,Accrington Stanley FC,2-3,Bradford City AFC
10,Mon Oct 13 2008,Notts County FC,1-1,Brentford FC
11,Sat Oct 18 2008,Wycombe Wanderers FC,1-1,Darlington FC
11,Sat Oct 18 2008,Shrewsbury Town FC,4-1,AFC Bournemouth
11,Sat Oct 18 2008,Rotherham United FC,3-4,Barnet FC
11,Sat Oct 18 2008,Notts County FC,1-1,Macclesfield Town FC
11,Sat Oct 18 2008,Morecambe FC,1-1,Rochdale AFC
11,Sat Oct 18 2008,Luton Town FC,1-2,Accrington Stanley FC
11,Sat Oct 18 2008,Lincoln City FC,3-1,Chesterfield FC
11,Sat Oct 18 2008,Exeter City FC,0-0,Grimsby Town FC
11,Sat Oct 18 2008,Dagenham & Redbridge FC,1-3,Bury FC
11,Sat Oct 18 2008,Bradford City AFC,2-2,Gillingham FC
11,Sat Oct 18 2008,Aldershot Town FC,1-1,Brentford FC
11,Sun Oct 19 2008,Chester FC,1-2,Port Vale FC
12,Mon Oct 20 2008,Darlington FC,2-1,Bradford City AFC
12,Tue Oct 21 2008,Rochdale AFC,6-1,Chester FC
12,Tue Oct 21 2008,Port Vale FC,1-3,Exeter City FC
12,Tue Oct 21 2008,Macclesfield Town FC,1-2,Lincoln City FC
12,Tue Oct 21 2008,Grimsby Town FC,2-2,Luton Town FC
12,Tue Oct 21 2008,Gillingham FC,2-2,Notts County FC
12,Tue Oct 21 2008,Bury FC,1-2,Rotherham United FC
12,Tue Oct 21 2008,Brentford FC,3-1,Morecambe FC
12,Tue Oct 21 2008,AFC Bournemouth,2-1,Dagenham & Redbridge FC
12,Tue Oct 21 2008,Barnet FC,1-1,Wycombe Wanderers FC
12,Tue Oct 21 2008,Accrington Stanley FC,2-1,Shrewsbury Town FC
12,Wed Oct 22 2008,Chesterfield FC,5-1,Aldershot Town FC
13,Fri Oct 24 2008,Grimsby Town FC,1-3,Bradford City AFC
13,Sat Oct 25 2008,Rochdale AFC,3-1,Aldershot Town FC
13,Sat Oct 25 2008,Port Vale FC,2-1,Morecambe FC
13,Sat Oct 25 2008,Macclesfield Town FC,1-2,Rotherham United FC
13,Sat Oct 25 2008,Gillingham FC,2-0,Chester FC
13,Sat Oct 25 2008,Darlington FC,3-0,Dagenham & Redbridge FC
13,Sat Oct 25 2008,Chesterfield FC,3-1,Notts County FC
13,Sat Oct 25 2008,Bury FC,1-2,Luton Town FC
13,Sat Oct 25 2008,Brentford FC,1-1,Shrewsbury Town FC
13,Sat Oct 25 2008,AFC Bournemouth,0-1,Lincoln City FC
13,Sat Oct 25 2008,Barnet FC,0-1,Exeter City FC
13,Sat Oct 25 2008,Accrington Stanley FC,0-1,Wycombe Wanderers FC
14,Tue Oct 28 2008,Shrewsbury Town FC,2-2,Barnet FC
14,Tue Oct 28 2008,Rotherham United FC,0-1,Darlington FC
14,Tue Oct 28 2008,Notts County FC,1-2,Rochdale AFC
14,Tue Oct 28 2008,Morecambe FC,1-1,Accrington Stanley FC
14,Tue Oct 28 2008,Lincoln City FC,2-0,Gillingham FC
14,Tue Oct 28 2008,Exeter City FC,1-6,Chesterfield FC
14,Tue Oct 28 2008,Dagenham & Redbridge FC,4-0,Grimsby Town FC
14,Tue Oct 28 2008,Chester FC,3-0,Brentford FC
14,Tue Oct 28 2008,Bradford City AFC,1-0,Bury FC
14,Tue Oct 28 2008,Aldershot Town FC,1-0,Port Vale FC
15,Sat Nov 1 2008,AFC Bournemouth,1-1,Chesterfield FC
15,Sat Nov 1 2008,Bradford City AFC,3-3,Barnet FC
15,Sat Nov 1 2008,Shrewsbury Town FC,3-0,Luton Town FC
15,Sat Nov 1 2008,Rotherham United FC,0-0,Wycombe Wanderers FC
15,Sat Nov 1 2008,Notts County FC,0-1,Bury FC
15,Sat Nov 1 2008,Morecambe FC,2-0,Aldershot Town FC
15,Sat Nov 1 2008,Macclesfield Town FC,0-1,Gillingham FC
15,Sat Nov 1 2008,Lincoln City FC,0-1,Port Vale FC
15,Sat Nov 1 2008,Grimsby Town FC,1-2,Darlington FC
15,Sat Nov 1 2008,Exeter City FC,2-0,Chester FC
15,Sat Nov 1 2008,Dagenham & Redbridge FC,0-0,Accrington Stanley FC
15,Sat Nov 1 2008,Brentford FC,1-2,Rochdale AFC
16,Fri Nov 14 2008,Chesterfield FC,2-2,Shrewsbury Town FC
16,Sat Nov 15 2008,Port Vale FC,0-3,Brentford FC
16,Sat Nov 15 2008,Aldershot Town FC,1-0,Exeter City FC
16,Sat Nov 15 2008,Wycombe Wanderers FC,1-0,Bradford City AFC
16,Sat Nov 15 2008,Rochdale AFC,1-1,Macclesfield Town FC
16,Sat Nov 15 2008,Accrington Stanley FC,3-0,AFC Bournemouth
16,Sat Nov 15 2008,Barnet FC,0-4,Notts County FC
16,Sat Nov 15 2008,Gillingham FC,4-0,Rotherham United FC
16,Sat Nov 15 2008,Darlington FC,2-0,Lincoln City FC
16,Sat Nov 15 2008,Chester FC,1-2,Morecambe FC
16,Sat Nov 15 2008,Bury FC,0-2,Grimsby Town FC
16,Sat Nov 15 2008,Luton Town FC,2-1,Dagenham & Redbridge FC
17,Fri Nov 21 2008,Grimsby Town FC,3-3,AFC Bournemouth
17,Sat Nov 22 2008,Rochdale AFC,2-0,Luton Town FC
17,Sat Nov 22 2008,Lincoln City FC,0-0,Shrewsbury Town FC
17,Sat Nov 22 2008,Barnet FC,1-3,Macclesfield Town FC
17,Sat Nov 22 2008,Rotherham United FC,0-2,Bradford City AFC
17,Sat Nov 22 2008,Brentford FC,1-1,Darlington FC
17,Sat Nov 22 2008,Morecambe FC,1-1,Exeter City FC
17,Sat Nov 22 2008,Wycombe Wanderers FC,4-2,Port Vale FC
17,Sat Nov 22 2008,Dagenham & Redbridge FC,6-1,Notts County FC
17,Sat Nov 22 2008,Chesterfield FC,1-1,Accrington Stanley FC
17,Sat Nov 22 2008,Chester FC,0-1,Aldershot Town FC
17,Sat Nov 22 2008,Bury FC,4-0,Gillingham FC
18,Tue Nov 25 2008,AFC Bournemouth,0-0,Morecambe FC
18,Tue Nov 25 2008,Darlington FC,1-2,Chester FC
18,Tue Nov 25 2008,Shrewsbury Town FC,2-1,Dagenham & Redbridge FC
18,Tue Nov 25 2008,Port Vale FC,0-0,Barnet FC
18,Tue Nov 25 2008,Notts County FC,0-2,Wycombe Wanderers FC
18,Tue Nov 25 2008,Macclesfield Town FC,1-0,Grimsby Town FC
18,Tue Nov 25 2008,Luton Town FC,0-1,Brentford FC
18,Tue Nov 25 2008,Bradford City AFC,3-2,Chesterfield FC
18,Tue Nov 25 2008,Exeter City FC,1-1,Rotherham United FC
18,Tue Nov 25 2008,Aldershot Town FC,2-0,Lincoln City FC
18,Tue Nov 25 2008,Gillingham FC,1-1,Rochdale AFC
18,Sat Nov 29 2008,Accrington Stanley FC,1-2,Bury FC
14,Tue Dec 2 2008,Wycombe Wanderers FC,4-0,Macclesfield Town FC
14,Tue Dec 2 2008,Luton Town FC,3-3,AFC Bournemouth
19,Sat Dec 6 2008,Shrewsbury Town FC,1-0,Rotherham United FC
19,Sat Dec 6 2008,Port Vale FC,2-1,Grimsby Town FC
19,Sat Dec 6 2008,Notts County FC,1-0,Morecambe FC
19,Sat Dec 6 2008,Macclesfield Town FC,1-1,Bury FC
19,Sat Dec 6 2008,Luton Town FC,3-1,Barnet FC
19,Sat Dec 6 2008,Gillingham FC,2-1,Chesterfield FC
19,Sat Dec 6 2008,Exeter City FC,2-1,Lincoln City FC
19,Sat Dec 6 2008,Bradford City AFC,1-1,Dagenham & Redbridge FC
19,Sat Dec 6 2008,AFC Bournemouth,1-0,Chester FC
19,Sat Dec 6 2008,Aldershot Town FC,3-2,Wycombe Wanderers FC
20,Fri Dec 12 2008,Chesterfield FC,2-4,Macclesfield Town FC
20,Fri Dec 12 2008,Lincoln City FC,5-1,Accrington Stanley FC
20,Sat Dec 13 2008,Bury FC,3-0,Port Vale FC
20,Sat Dec 13 2008,Brentford FC,2-1,Bradford City AFC
20,Sat Dec 13 2008,Morecambe FC,1-0,Darlington FC
20,Sat Dec 13 2008,Rochdale AFC,1-1,AFC Bournemouth
20,Sat Dec 13 2008,Wycombe Wanderers FC,0-0,Luton Town FC
20,Sat Dec 13 2008,Grimsby Town FC,1-0,Shrewsbury Town FC
20,Sat Dec 13 2008,Chester FC,2-0,Notts County FC
20,Sat Dec 13 2008,Barnet FC,2-2,Gillingham FC
21,Sat Dec 20 2008,Aldershot Town FC,2-2,Grimsby Town FC
21,Sat Dec 20 2008,Bradford City AFC,0-0,Chester FC
21,Sat Dec 20 2008,AFC Bournemouth,2-0,Bury FC
21,Sat Dec 20 2008,Accrington Stanley FC,1-3,Rotherham United FC
21,Sat Dec 20 2008,Shrewsbury Town FC,0-1,Wycombe Wanderers FC
21,Sat Dec 20 2008,Port Vale FC,0-1,Chesterfield FC
21,Sat Dec 20 2008,Notts County FC,0-1,Lincoln City FC
21,Sat Dec 20 2008,Macclesfield Town FC,0-4,Dagenham & Redbridge FC
21,Sat Dec 20 2008,Darlington FC,2-2,Barnet FC
21,Sat Dec 20 2008,Gillingham FC,1-1,Brentford FC
21,Sat Dec 20 2008,Exeter City FC,4-1,Rochdale AFC
21,Sat Dec 20 2008,Luton Town FC,1-1,Morecambe FC
22,Fri Dec 26 2008,Chester FC,2-0,Accrington Stanley FC
22,Fri Dec 26 2008,Bury FC,2-2,Darlington FC
22,Fri Dec 26 2008,Chesterfield FC,2-2,Luton Town FC
22,Fri Dec 26 2008,Dagenham & Redbridge FC,2-0,Gillingham FC
22,Fri Dec 26 2008,Brentford FC,2-0,AFC Bournemouth
22,Fri Dec 26 2008,Barnet FC,0-3,Aldershot Town FC
22,Fri Dec 26 2008,Wycombe Wanderers FC,1-1,Exeter City FC
22,Fri Dec 26 2008,Rotherham United FC,1-0,Port Vale FC
22,Fri Dec 26 2008,Rochdale AFC,2-1,Shrewsbury Town FC
22,Fri Dec 26 2008,Morecambe FC,4-1,Macclesfield Town FC
22,Fri Dec 26 2008,Lincoln City FC,0-0,Bradford City AFC
22,Fri Dec 26 2008,Grimsby Town FC,0-1,Notts County FC
23,Sun Dec 28 2008,Bradford City AFC,4-0,Morecambe FC
23,Sun Dec 28 2008,AFC Bournemouth,0-2,Barnet FC
23,Sun Dec 28 2008,Darlington FC,0-0,Chesterfield FC
23,Sun Dec 28 2008,Aldershot Town FC,1-2,Dagenham & Redbridge FC
23,Sun Dec 28 2008,Shrewsbury Town FC,1-0,Bury FC
23,Sun Dec 28 2008,Port Vale FC,2-1,Rochdale AFC
23,Sun Dec 28 2008,Accrington Stanley FC,3-1,Grimsby Town FC
23,Sun Dec 28 2008,Macclesfield Town FC,3-1,Chester FC
23,Sun Dec 28 2008,Luton Town FC,3-2,Lincoln City FC
23,Sun Dec 28 2008,Gillingham FC,1-1,Wycombe Wanderers FC
23,Sun Dec 28 2008,Exeter City FC,0-2,Brentford FC
23,Sun Dec 28 2008,Notts County FC,0-3,Rotherham United FC
24,Sat Jan 3 2009,Darlington FC,2-1,AFC Bournemouth
24,Sat Jan 3 2009,Bradford City AFC,0-0,Shrewsbury Town FC
24,Sat Jan 3 2009,Rochdale AFC,3-1,Accrington Stanley FC
24,Sat Jan 3 2009,Rotherham United FC,1-1,Dagenham & Redbridge FC
24,Sat Jan 3 2009,Wycombe Wanderers FC,2-1,Bury FC
25,Sat Jan 10 2009,Notts County FC,2-1,Exeter City FC
25,Sat Jan 10 2009,Bury FC,1-0,Barnet FC
25,Sat Jan 10 2009,Lincoln City FC,2-2,Brentford FC
24,Tue Jan 13 2009,Chester FC,2-2,Luton Town FC
26,Sat Jan 17 2009,Port Vale FC,1-1,Shrewsbury Town FC
26,Sat Jan 17 2009,Rochdale AFC,2-2,Lincoln City FC
26,Sat Jan 17 2009,Rotherham United FC,1-0,AFC Bournemouth
26,Sat Jan 17 2009,Darlington FC,5-1,Luton Town FC
26,Sat Jan 17 2009,Chester FC,1-3,Chesterfield FC
26,Sat Jan 17 2009,Brentford FC,1-1,Notts County FC
26,Sat Jan 17 2009,Aldershot Town FC,1-1,Macclesfield Town FC
26,Sat Jan 17 2009,Wycombe Wanderers FC,0-1,Grimsby Town FC
26,Sat Jan 17 2009,Morecambe FC,0-1,Gillingham FC
26,Sat Jan 17 2009,Exeter City FC,0-0,Bury FC
26,Sat Jan 17 2009,Barnet FC,1-1,Dagenham & Redbridge FC
26,Sat Jan 17 2009,Bradford City AFC,1-1,Accrington Stanley FC
24,Tue Jan 20 2009,Aldershot Town FC,2-2,Notts County FC
20,Tue Jan 20 2009,Dagenham & Redbridge FC,1-2,Exeter City FC
24,Tue Jan 20 2009,Port Vale FC,1-3,Gillingham FC
27,Sat Jan 24 2009,Macclesfield Town FC,2-0,Brentford FC
27,Sat Jan 24 2009,Accrington Stanley FC,1-1,Barnet FC
27,Sat Jan 24 2009,Chesterfield FC,1-2,Morecambe FC
27,Sat Jan 24 2009,Dagenham & Redbridge FC,3-2,Rochdale AFC
27,Sat Jan 24 2009,AFC Bournemouth,3-1,Wycombe Wanderers FC
27,Sat Jan 24 2009,Lincoln City FC,1-1,Chester FC
27,Sat Jan 24 2009,Notts County FC,4-2,Port Vale FC
27,Sat Jan 24 2009,Luton Town FC,3-3,Bradford City AFC
27,Sat Jan 24 2009,Shrewsbury Town FC,1-0,Darlington FC
27,Sat Jan 24 2009,Gillingham FC,1-0,Exeter City FC
27,Sat Jan 24 2009,Grimsby Town FC,3-0,Rotherham United FC
27,Sat Jan 24 2009,Bury FC,2-1,Aldershot Town FC
28,Tue Jan 27 2009,Port Vale FC,3-0,Chester FC
28,Tue Jan 27 2009,Macclesfield Town FC,0-0,Wycombe Wanderers FC
28,Tue Jan 27 2009,Grimsby Town FC,1-1,Dagenham & Redbridge FC
28,Tue Jan 27 2009,Gillingham FC,1-2,Lincoln City FC
28,Tue Jan 27 2009,Darlington FC,1-0,Rotherham United FC
28,Tue Jan 27 2009,Bury FC,1-0,Bradford City AFC
28,Tue Jan 27 2009,Accrington Stanley FC,1-0,Morecambe FC
28,Tue Jan 27 2009,AFC Bournemouth,1-1,Luton Town FC
28,Tue Jan 27 2009,Brentford FC,3-0,Aldershot Town FC
28,Tue Jan 27 2009,Barnet FC,0-0,Shrewsbury Town FC
28,Tue Jan 27 2009,Rochdale AFC,3-0,Notts County FC
28,Wed Jan 28 2009,Chesterfield FC,2-1,Exeter City FC
29,Sat Jan 31 2009,Shrewsbury Town FC,1-3,Brentford FC
29,Sat Jan 31 2009,Luton Town FC,1-2,Bury FC
29,Sat Jan 31 2009,Morecambe FC,1-1,Port Vale FC
29,Sat Jan 31 2009,Notts County FC,0-1,Chesterfield FC
29,Sat Jan 31 2009,Rotherham United FC,2-0,Macclesfield Town FC
29,Sat Jan 31 2009,Lincoln City FC,3-3,AFC Bournemouth
29,Sat Jan 31 2009,Wycombe Wanderers FC,2-1,Accrington Stanley FC
29,Sat Jan 31 2009,Aldershot Town FC,2-4,Rochdale AFC
29,Sat Jan 31 2009,Chester FC,0-1,Gillingham FC
29,Sat Jan 31 2009,Dagenham & Redbridge FC,0-1,Darlington FC
29,Sat Jan 31 2009,Bradford City AFC,2-0,Grimsby Town FC
29,Sat Jan 31 2009,Exeter City FC,2-1,Barnet FC
30,Tue Feb 3 2009,Morecambe FC,2-0,Brentford FC
30,Tue Feb 3 2009,Chester FC,0-2,Rochdale AFC
30,Tue Feb 3 2009,Shrewsbury Town FC,2-0,Accrington Stanley FC
31,Sat Feb 7 2009,Grimsby Town FC,2-2,Exeter City FC
31,Sat Feb 7 2009,Brentford FC,3-0,Chester FC
31,Sat Feb 7 2009,Gillingham FC,0-2,Bradford City AFC
31,Sat Feb 7 2009,Bury FC,2-2,Dagenham & Redbridge FC
31,Sat Feb 7 2009,AFC Bournemouth,1-0,Shrewsbury Town FC
19,Tue Feb 10 2009,Accrington Stanley FC,1-1,Brentford FC
24,Tue Feb 10 2009,Morecambe FC,1-1,Lincoln City FC
24,Tue Feb 10 2009,Exeter City FC,4-0,Macclesfield Town FC
24,Tue Feb 10 2009,Barnet FC,3-3,Grimsby Town FC
32,Sat Feb 14 2009,Bradford City AFC,1-0,Wycombe Wanderers FC
32,Sat Feb 14 2009,Notts County FC,2-0,Barnet FC
32,Sat Feb 14 2009,Morecambe FC,3-1,Chester FC
32,Sat Feb 14 2009,Grimsby Town FC,1-2,Bury FC
32,Sat Feb 14 2009,Rotherham United FC,2-0,Gillingham FC
32,Sat Feb 14 2009,Shrewsbury Town FC,2-1,Chesterfield FC
32,Sat Feb 14 2009,Macclesfield Town FC,0-1,Rochdale AFC
32,Sat Feb 14 2009,AFC Bournemouth,1-0,Accrington Stanley FC
32,Sat Feb 14 2009,Brentford FC,2-0,Port Vale FC
32,Sat Feb 14 2009,Dagenham & Redbridge FC,2-1,Luton Town FC
32,Sat Feb 14 2009,Exeter City FC,3-2,Aldershot Town FC
30,Tue Feb 17 2009,Bradford City AFC,0-0,Darlington FC
25,Tue Feb 17 2009,Dagenham & Redbridge FC,0-1,Wycombe Wanderers FC
25,Tue Feb 17 2009,Gillingham FC,4-4,Aldershot Town FC
31,Tue Feb 17 2009,Macclesfield Town FC,1-1,Notts County FC
31,Tue Feb 17 2009,Rochdale AFC,1-1,Morecambe FC
25,Tue Feb 17 2009,Shrewsbury Town FC,1-0,Chester FC
33,Fri Feb 20 2009,Port Vale FC,0-1,Lincoln City FC
33,Fri Feb 20 2009,Chesterfield FC,1-0,AFC Bournemouth
33,Sat Feb 21 2009,Gillingham FC,3-1,Macclesfield Town FC
33,Sat Feb 21 2009,Rochdale AFC,1-2,Brentford FC
33,Sat Feb 21 2009,Chester FC,0-0,Exeter City FC
33,Sat Feb 21 2009,Luton Town FC,3-1,Shrewsbury Town FC
33,Sat Feb 21 2009,Bury FC,2-0,Notts County FC
33,Sat Feb 21 2009,Accrington Stanley FC,0-0,Dagenham & Redbridge FC
33,Sat Feb 21 2009,Aldershot Town FC,0-2,Morecambe FC
33,Sat Feb 21 2009,Barnet FC,4-1,Bradford City AFC
33,Sat Feb 21 2009,Darlington FC,1-0,Grimsby Town FC
33,Mon Feb 23 2009,Wycombe Wanderers FC,0-0,Rotherham United FC
19,Tue Feb 24 2009,Darlington FC,1-2,Rochdale AFC
25,Tue Feb 24 2009,Grimsby Town FC,2-3,Morecambe FC
30,Tue Feb 24 2009,Dagenham & Redbridge FC,0-1,AFC Bournemouth
31,Tue Feb 24 2009,Accrington Stanley FC,0-0,Luton Town FC
25,Wed Feb 25 2009,Macclesfield Town FC,0-2,Port Vale FC
34,Sat Feb 28 2009,Chester FC,2-2,Dagenham & Redbridge FC
34,Sat Feb 28 2009,Gillingham FC,1-0,AFC Bournemouth
34,Sat Feb 28 2009,Rochdale AFC,2-0,Grimsby Town FC
34,Sat Feb 28 2009,Notts County FC,3-1,Bradford City AFC
34,Sat Feb 28 2009,Chesterfield FC,1-1,Barnet FC
34,Sat Feb 28 2009,Lincoln City FC,0-1,Rotherham United FC
34,Sat Feb 28 2009,Aldershot Town FC,3-1,Accrington Stanley FC
34,Sat Feb 28 2009,Macclesfield Town FC,3-0,Shrewsbury Town FC
34,Sat Feb 28 2009,Port Vale FC,1-3,Luton Town FC
