Matchday,Date,Team 1,FT,Team 2
13,Sat Oct 25 2008,Peterborough United FC,4-0,Huddersfield Town AFC
13,Sat Oct 25 2008,Leeds United FC,3-0,Walsall FC
13,Sat Oct 25 2008,Swindon Town FC,2-0,Oldham Athletic AFC
13,Sat Oct 25 2008,Yeovil Town FC,0-0,Leyton Orient FC
13,Sat Oct 25 2008,Hereford FC (2014-),0-1,Stockport County FC
13,Sat Oct 25 2008,Bristol Rovers FC,4-2,Southend United FC
13,Sat Oct 25 2008,Colchester United FC,5-0,Carlisle United FC
13,Sat Oct 25 2008,Hartlepool United FC,1-0,Brighton & Hove Albion FC
14,Tue Oct 28 2008,Huddersfield Town AFC,0-0,Yeovil Town FC
14,Tue Oct 28 2008,Carlisle United FC,0-1,Hartlepool United FC
14,Tue Oct 28 2008,Crewe Alexandra FC,1-1,Peterborough United FC
14,Tue Oct 28 2008,Brighton & Hove Albion FC,3-2,Leicester City FC
14,Tue Oct 28 2008,Leyton Orient FC,1-2,Milton Keynes Dons FC
14,Tue Oct 28 2008,Millwall FC,1-0,Hereford FC (2014-)
14,Tue Oct 28 2008,Oldham Athletic AFC,3-0,Scunthorpe United FC
14,Tue Oct 28 2008,Southend United FC,1-0,Leeds United FC
14,Tue Oct 28 2008,Stockport County FC,0-0,Tranmere Rovers FC
15,Sat Nov 1 2008,Peterborough United FC,2-0,Hereford FC (2014-)
15,Sat Nov 1 2008,Cheltenham Town FC,0-1,Leeds United FC
15,Sat Nov 1 2008,Milton Keynes Dons FC,1-0,Tranmere Rovers FC
15,Sat Nov 1 2008,Southend United FC,3-3,Colchester United FC
15,Sat Nov 1 2008,Walsall FC,3-1,Northampton Town FC
15,Sat Nov 1 2008,Stockport County FC,3-0,Carlisle United FC
15,Sat Nov 1 2008,Scunthorpe United FC,3-3,Swindon Town FC
15,Sat Nov 1 2008,Huddersfield Town AFC,3-2,Crewe Alexandra FC
15,Sat Nov 1 2008,Oldham Athletic AFC,0-2,Yeovil Town FC
15,Sat Nov 1 2008,Brighton & Hove Albion FC,4-1,Millwall FC
15,Sat Nov 1 2008,Leyton Orient FC,1-0,Hartlepool United FC
15,Sat Nov 1 2008,Leicester City FC,2-1,Bristol Rovers FC
10,Tue Nov 11 2008,Leicester City FC,1-0,Yeovil Town FC
16,Fri Nov 14 2008,Bristol Rovers FC,1-2,Scunthorpe United FC
16,Sat Nov 15 2008,Swindon Town FC,2-2,Leicester City FC
16,Sat Nov 15 2008,Colchester United FC,0-2,Walsall FC
16,Sat Nov 15 2008,Leeds United FC,1-2,Huddersfield Town AFC
16,Sat Nov 15 2008,Yeovil Town FC,0-1,Peterborough United FC
16,Sat Nov 15 2008,Tranmere Rovers FC,2-2,Southend United FC
16,Sat Nov 15 2008,Carlisle United FC,3-1,Brighton & Hove Albion FC
16,Sat Nov 15 2008,Northampton Town FC,0-1,Oldham Athletic AFC
16,Sat Nov 15 2008,Millwall FC,1-0,Stockport County FC
16,Sat Nov 15 2008,Hereford FC (2014-),3-0,Cheltenham Town FC
16,Sat Nov 15 2008,Hartlepool United FC,1-3,Milton Keynes Dons FC
16,Sat Nov 15 2008,Crewe Alexandra FC,0-2,Leyton Orient FC
17,Sat Nov 22 2008,Scunthorpe United FC,1-2,Leicester City FC
17,Sat Nov 22 2008,Leeds United FC,4-1,Hartlepool United FC
17,Sat Nov 22 2008,Yeovil Town FC,1-0,Tranmere Rovers FC
17,Sat Nov 22 2008,Walsall FC,0-3,Milton Keynes Dons FC
17,Sat Nov 22 2008,Southend United FC,1-2,Oldham Athletic AFC
17,Sat Nov 22 2008,Bristol Rovers FC,2-2,Swindon Town FC
17,Sat Nov 22 2008,Peterborough United FC,2-1,Colchester United FC
17,Sat Nov 22 2008,Leyton Orient FC,0-0,Millwall FC
17,Sat Nov 22 2008,Brighton & Hove Albion FC,0-1,Huddersfield Town AFC
17,Sat Nov 22 2008,Hereford FC (2014-),0-2,Northampton Town FC
17,Sat Nov 22 2008,Crewe Alexandra FC,0-3,Stockport County FC
17,Sat Nov 22 2008,Carlisle United FC,1-0,Cheltenham Town FC
18,Tue Nov 25 2008,Colchester United FC,1-0,Yeovil Town FC
18,Tue Nov 25 2008,Leicester City FC,2-1,Crewe Alexandra FC
18,Tue Nov 25 2008,Hartlepool United FC,1-1,Bristol Rovers FC
18,Tue Nov 25 2008,Swindon Town FC,2-2,Peterborough United FC
18,Tue Nov 25 2008,Stockport County FC,2-0,Brighton & Hove Albion FC
18,Tue Nov 25 2008,Oldham Athletic AFC,3-2,Walsall FC
18,Tue Nov 25 2008,Northampton Town FC,2-1,Leeds United FC
18,Tue Nov 25 2008,Milton Keynes Dons FC,3-0,Hereford FC (2014-)
18,Tue Nov 25 2008,Millwall FC,1-0,Carlisle United FC
18,Tue Nov 25 2008,Cheltenham Town FC,0-0,Southend United FC
18,Tue Nov 25 2008,Huddersfield Town AFC,0-1,Leyton Orient FC
18,Tue Nov 25 2008,Tranmere Rovers FC,2-0,Scunthorpe United FC
14,Sat Nov 29 2008,Walsall FC,2-1,Swindon Town FC
14,Sat Nov 29 2008,Northampton Town FC,1-2,Colchester United FC
19,Sat Dec 6 2008,Leicester City FC,3-0,Southend United FC
19,Sat Dec 6 2008,Tranmere Rovers FC,2-1,Leeds United FC
19,Sat Dec 6 2008,Swindon Town FC,1-1,Carlisle United FC
19,Sat Dec 6 2008,Stockport County FC,1-3,Peterborough United FC
19,Sat Dec 6 2008,Oldham Athletic AFC,1-1,Brighton & Hove Albion FC
19,Sat Dec 6 2008,Northampton Town FC,1-1,Leyton Orient FC
19,Sat Dec 6 2008,Milton Keynes Dons FC,0-2,Scunthorpe United FC
19,Sat Dec 6 2008,Millwall FC,3-2,Bristol Rovers FC
19,Sat Dec 6 2008,Huddersfield Town AFC,2-1,Walsall FC
19,Sat Dec 6 2008,Hartlepool United FC,0-0,Yeovil Town FC
19,Sat Dec 6 2008,Colchester United FC,1-2,Hereford FC (2014-)
19,Sat Dec 6 2008,Cheltenham Town FC,1-0,Crewe Alexandra FC
20,Fri Dec 12 2008,Brighton & Hove Albion FC,2-4,Milton Keynes Dons FC
20,Sat Dec 13 2008,Yeovil Town FC,2-4,Stockport County FC
20,Sat Dec 13 2008,Walsall FC,1-2,Millwall FC
20,Sat Dec 13 2008,Southend United FC,0-1,Huddersfield Town AFC
20,Sat Dec 13 2008,Scunthorpe United FC,4-4,Northampton Town FC
20,Sat Dec 13 2008,Peterborough United FC,2-2,Oldham Athletic AFC
20,Sat Dec 13 2008,Leyton Orient FC,1-2,Cheltenham Town FC
20,Sat Dec 13 2008,Leeds United FC,1-2,Colchester United FC
20,Sat Dec 13 2008,Hereford FC (2014-),1-1,Hartlepool United FC
20,Sat Dec 13 2008,Crewe Alexandra FC,1-0,Swindon Town FC
20,Sat Dec 13 2008,Carlisle United FC,1-2,Leicester City FC
20,Sat Dec 13 2008,Bristol Rovers FC,2-0,Tranmere Rovers FC
21,Fri Dec 19 2008,Hartlepool United FC,3-0,Southend United FC
21,Sat Dec 20 2008,Oldham Athletic AFC,1-1,Leyton Orient FC
21,Sat Dec 20 2008,Swindon Town FC,2-3,Yeovil Town FC
21,Sat Dec 20 2008,Stockport County FC,3-1,Bristol Rovers FC
21,Sat Dec 20 2008,Cheltenham Town FC,0-0,Walsall FC
21,Sat Dec 20 2008,Northampton Town FC,1-0,Carlisle United FC
21,Sat Dec 20 2008,Milton Keynes Dons FC,3-1,Leeds United FC
21,Sat Dec 20 2008,Millwall FC,0-0,Crewe Alexandra FC
21,Sat Dec 20 2008,Leicester City FC,4-0,Peterborough United FC
21,Sat Dec 20 2008,Huddersfield Town AFC,2-0,Hereford FC (2014-)
21,Sat Dec 20 2008,Colchester United FC,0-0,Scunthorpe United FC
21,Sat Dec 20 2008,Tranmere Rovers FC,1-0,Brighton & Hove Albion FC
22,Fri Dec 26 2008,Peterborough United FC,1-0,Millwall FC
22,Fri Dec 26 2008,Bristol Rovers FC,1-2,Milton Keynes Dons FC
22,Fri Dec 26 2008,Yeovil Town FC,1-1,Cheltenham Town FC
22,Fri Dec 26 2008,Walsall FC,1-0,Stockport County FC
22,Fri Dec 26 2008,Southend United FC,1-0,Northampton Town FC
22,Fri Dec 26 2008,Scunthorpe United FC,3-0,Hartlepool United FC
22,Fri Dec 26 2008,Leyton Orient FC,1-2,Swindon Town FC
22,Fri Dec 26 2008,Leeds United FC,1-1,Leicester City FC
22,Fri Dec 26 2008,Hereford FC (2014-),2-2,Tranmere Rovers FC
22,Fri Dec 26 2008,Crewe Alexandra FC,0-3,Oldham Athletic AFC
22,Fri Dec 26 2008,Carlisle United FC,3-0,Huddersfield Town AFC
22,Fri Dec 26 2008,Brighton & Hove Albion FC,1-2,Colchester United FC
23,Sun Dec 28 2008,Stockport County FC,1-3,Leeds United FC
23,Sun Dec 28 2008,Oldham Athletic AFC,0-0,Carlisle United FC
23,Sun Dec 28 2008,Tranmere Rovers FC,2-1,Walsall FC
23,Sun Dec 28 2008,Swindon Town FC,0-2,Brighton & Hove Albion FC
23,Sun Dec 28 2008,Northampton Town FC,0-0,Bristol Rovers FC
23,Sun Dec 28 2008,Milton Keynes Dons FC,2-0,Southend United FC
23,Sun Dec 28 2008,Millwall FC,1-1,Yeovil Town FC
23,Sun Dec 28 2008,Leicester City FC,2-1,Hereford FC (2014-)
23,Sun Dec 28 2008,Huddersfield Town AFC,2-0,Scunthorpe United FC
23,Sun Dec 28 2008,Hartlepool United FC,1-4,Crewe Alexandra FC
23,Sun Dec 28 2008,Colchester United FC,1-0,Leyton Orient FC
23,Sun Dec 28 2008,Cheltenham Town FC,3-6,Peterborough United FC
24,Sat Jan 3 2009,Huddersfield Town AFC,1-1,Oldham Athletic AFC
25,Sat Jan 10 2009,Northampton Town FC,1-1,Huddersfield Town AFC
25,Sat Jan 10 2009,Leeds United FC,0-2,Carlisle United FC
25,Sat Jan 10 2009,Leicester City FC,3-0,Leyton Orient FC
25,Mon Jan 12 2009,Milton Keynes Dons FC,1-1,Colchester United FC
25,Mon Jan 12 2009,Oldham Athletic AFC,2-1,Hartlepool United FC
24,Tue Jan 13 2009,Yeovil Town FC,1-2,Scunthorpe United FC
25,Tue Jan 13 2009,Swindon Town FC,1-1,Stockport County FC
26,Fri Jan 16 2009,Hartlepool United FC,2-0,Northampton Town FC
26,Sat Jan 17 2009,Crewe Alexandra FC,3-2,Scunthorpe United FC
26,Sat Jan 17 2009,Brighton & Hove Albion FC,0-2,Leeds United FC
26,Sat Jan 17 2009,Stockport County FC,3-1,Southend United FC
26,Sat Jan 17 2009,Hereford FC (2014-),5-0,Oldham Athletic AFC
26,Sat Jan 17 2009,Huddersfield Town AFC,2-1,Swindon Town FC
26,Sat Jan 17 2009,Colchester United FC,3-1,Cheltenham Town FC
26,Sat Jan 17 2009,Carlisle United FC,3-2,Milton Keynes Dons FC
26,Sat Jan 17 2009,Peterborough United FC,1-0,Walsall FC
26,Sat Jan 17 2009,Millwall FC,1-0,Tranmere Rovers FC
26,Sat Jan 17 2009,Leyton Orient FC,1-2,Bristol Rovers FC
26,Mon Jan 19 2009,Yeovil Town FC,0-2,Leicester City FC
24,Tue Jan 20 2009,Leyton Orient FC,1-1,Southend United FC
24,Tue Jan 20 2009,Peterborough United FC,0-0,Milton Keynes Dons FC
27,Sat Jan 24 2009,Leeds United FC,3-1,Peterborough United FC
27,Sat Jan 24 2009,Scunthorpe United FC,2-1,Leyton Orient FC
27,Sat Jan 24 2009,Southend United FC,0-1,Yeovil Town FC
27,Sat Jan 24 2009,Oldham Athletic AFC,3-1,Stockport County FC
27,Sat Jan 24 2009,Walsall FC,1-1,Hereford FC (2014-)
27,Sat Jan 24 2009,Tranmere Rovers FC,4-1,Carlisle United FC
27,Sat Jan 24 2009,Northampton Town FC,5-1,Crewe Alexandra FC
27,Sat Jan 24 2009,Leicester City FC,4-2,Huddersfield Town AFC
27,Sat Jan 24 2009,Cheltenham Town FC,2-2,Brighton & Hove Albion FC
27,Sat Jan 24 2009,Bristol Rovers FC,0-0,Colchester United FC
28,Tue Jan 27 2009,Hartlepool United FC,2-2,Carlisle United FC
28,Tue Jan 27 2009,Hereford FC (2014-),0-2,Millwall FC
28,Tue Jan 27 2009,Scunthorpe United FC,2-0,Oldham Athletic AFC
28,Tue Jan 27 2009,Yeovil Town FC,1-0,Huddersfield Town AFC
28,Tue Jan 27 2009,Tranmere Rovers FC,2-1,Stockport County FC
28,Tue Jan 27 2009,Swindon Town FC,3-2,Walsall FC
28,Tue Jan 27 2009,Leeds United FC,2-0,Southend United FC
28,Tue Jan 27 2009,Colchester United FC,2-1,Northampton Town FC
28,Tue Jan 27 2009,Leicester City FC,0-0,Brighton & Hove Albion FC
28,Tue Jan 27 2009,Peterborough United FC,4-2,Crewe Alexandra FC
28,Tue Jan 27 2009,Milton Keynes Dons FC,1-2,Leyton Orient FC
28,Tue Jan 27 2009,Bristol Rovers FC,3-2,Cheltenham Town FC
29,Sat Jan 31 2009,Crewe Alexandra FC,2-1,Tranmere Rovers FC
29,Sat Jan 31 2009,Carlisle United FC,0-2,Colchester United FC
29,Sat Jan 31 2009,Cheltenham Town FC,3-5,Milton Keynes Dons FC
29,Sat Jan 31 2009,Brighton & Hove Albion FC,2-1,Hartlepool United FC
29,Sat Jan 31 2009,Huddersfield Town AFC,1-0,Peterborough United FC
29,Sat Jan 31 2009,Leyton Orient FC,0-1,Yeovil Town FC
29,Sat Jan 31 2009,Millwall FC,1-2,Scunthorpe United FC
29,Sat Jan 31 2009,Northampton Town FC,1-2,Leicester City FC
29,Sat Jan 31 2009,Walsall FC,1-0,Leeds United FC
29,Sat Jan 31 2009,Stockport County FC,4-1,Hereford FC (2014-)
29,Sat Jan 31 2009,Southend United FC,1-0,Bristol Rovers FC
29,Sat Jan 31 2009,Oldham Athletic AFC,0-0,Swindon Town FC
30,Tue Feb 3 2009,Huddersfield Town AFC,1-1,Hartlepool United FC
30,Tue Feb 3 2009,Walsall FC,1-4,Leicester City FC
30,Tue Feb 3 2009,Stockport County FC,0-1,Milton Keynes Dons FC
31,Sat Feb 7 2009,Hartlepool United FC,2-2,Walsall FC
31,Sat Feb 7 2009,Tranmere Rovers FC,0-0,Leyton Orient FC
31,Sat Feb 7 2009,Leicester City FC,0-0,Oldham Athletic AFC
31,Mon Feb 9 2009,Leeds United FC,2-0,Millwall FC
30,Tue Feb 10 2009,Brighton & Hove Albion FC,2-4,Peterborough United FC
24,Tue Feb 10 2009,Colchester United FC,0-1,Tranmere Rovers FC
24,Tue Feb 10 2009,Carlisle United FC,1-1,Walsall FC
32,Sat Feb 14 2009,Milton Keynes Dons FC,3-1,Hartlepool United FC
32,Sat Feb 14 2009,Walsall FC,2-0,Colchester United FC
32,Sat Feb 14 2009,Leyton Orient FC,1-0,Crewe Alexandra FC
32,Sat Feb 14 2009,Cheltenham Town FC,2-3,Hereford FC (2014-)
32,Sat Feb 14 2009,Stockport County FC,2-2,Millwall FC
32,Sat Feb 14 2009,Brighton & Hove Albion FC,0-2,Carlisle United FC
32,Sat Feb 14 2009,Huddersfield Town AFC,1-0,Leeds United FC
32,Sat Feb 14 2009,Oldham Athletic AFC,2-1,Northampton Town FC
32,Sat Feb 14 2009,Peterborough United FC,1-3,Yeovil Town FC
32,Sat Feb 14 2009,Southend United FC,2-1,Tranmere Rovers FC
32,Sat Feb 14 2009,Scunthorpe United FC,0-2,Bristol Rovers FC
32,Sat Feb 14 2009,Leicester City FC,1-1,Swindon Town FC
25,Tue Feb 17 2009,Southend United FC,0-1,Crewe Alexandra FC
25,Tue Feb 17 2009,Tranmere Rovers FC,1-1,Peterborough United FC
24,Tue Feb 17 2009,Hereford FC (2014-),2-0,Leeds United FC
24,Tue Feb 17 2009,Millwall FC,1-1,Swindon Town FC
24,Tue Feb 17 2009,Stockport County FC,1-0,Cheltenham Town FC
25,Tue Feb 17 2009,Bristol Rovers FC,3-0,Yeovil Town FC
24,Tue Feb 17 2009,Hartlepool United FC,2-2,Leicester City FC
33,Sat Feb 21 2009,Crewe Alexandra FC,3-1,Huddersfield Town AFC
33,Sat Feb 21 2009,Colchester United FC,0-1,Southend United FC
33,Sat Feb 21 2009,Carlisle United FC,1-2,Stockport County FC
33,Sat Feb 21 2009,Swindon Town FC,4-2,Scunthorpe United FC
33,Sat Feb 21 2009,Tranmere Rovers FC,1-1,Milton Keynes Dons FC
33,Sat Feb 21 2009,Yeovil Town FC,2-2,Oldham Athletic AFC
33,Sat Feb 21 2009,Bristol Rovers FC,0-1,Leicester City FC
