Round,Date,Team 1,FT,Team 2
1,Sat Aug 8 2015,Walsall FC,1-1,Oldham Athletic AFC
1,Sat Aug 8 2015,Swindon Town FC,4-1,Bradford City AFC
1,Sat Aug 8 2015,Shrewsbury Town FC,1-2,Millwall FC
1,Sat Aug 8 2015,Rochdale AFC,2-0,Peterborough United FC
1,Sat Aug 8 2015,Gillingham FC,4-0,Sheffield United FC
1,Sat Aug 8 2015,Fleetwood Town FC,1-1,Southend United FC
1,Sat Aug 8 2015,Doncaster Rovers FC,1-1,Bury FC
1,Sat Aug 8 2015,Crewe Alexandra FC,0-0,Port Vale FC
1,Sat Aug 8 2015,Coventry City FC,2-0,Wigan Athletic FC
1,Sat Aug 8 2015,Colchester United FC,2-2,Blackpool FC
1,Sat Aug 8 2015,Chesterfield FC,3-1,Barnsley FC
1,Sat Aug 8 2015,Burton Albion FC,2-1,Scunthorpe United FC
2,Sat Aug 15 2015,Southend United FC,0-2,Walsall FC
2,Sat Aug 15 2015,Sheffield United FC,2-0,Chesterfield FC
2,Sat Aug 15 2015,Scunthorpe United FC,2-0,Crewe Alexandra FC
2,Sat Aug 15 2015,Port Vale FC,1-1,Gillingham FC
2,Sat Aug 15 2015,Peterborough United FC,2-1,Colchester United FC
2,Sat Aug 15 2015,Oldham Athletic AFC,1-0,Fleetwood Town FC
2,Sat Aug 15 2015,Millwall FC,0-4,Coventry City FC
2,Sat Aug 15 2015,Bury FC,2-2,Swindon Town FC
2,Sat Aug 15 2015,Bradford City AFC,1-1,Shrewsbury Town FC
2,Sat Aug 15 2015,Blackpool FC,0-2,Rochdale AFC
2,Sat Aug 15 2015,Barnsley FC,1-0,Burton Albion FC
2,Sun Aug 16 2015,Wigan Athletic FC,0-0,Doncaster Rovers FC
3,Tue Aug 18 2015,Peterborough United FC,1-3,Sheffield United FC
3,Tue Aug 18 2015,Swindon Town FC,2-2,Port Vale FC
3,Tue Aug 18 2015,Shrewsbury Town FC,1-2,Chesterfield FC
3,Tue Aug 18 2015,Rochdale AFC,1-2,Walsall FC
3,Tue Aug 18 2015,Millwall FC,2-3,Barnsley FC
3,Tue Aug 18 2015,Blackpool FC,1-2,Burton Albion FC
3,Tue Aug 18 2015,Colchester United FC,0-0,Oldham Athletic AFC
3,Tue Aug 18 2015,Bury FC,3-4,Fleetwood Town FC
3,Tue Aug 18 2015,Bradford City AFC,1-2,Gillingham FC
3,Tue Aug 18 2015,Coventry City FC,3-2,Crewe Alexandra FC
3,Wed Aug 19 2015,Wigan Athletic FC,3-0,Scunthorpe United FC
3,Wed Aug 19 2015,Doncaster Rovers FC,0-0,Southend United FC
4,Sat Aug 22 2015,Walsall FC,2-1,Coventry City FC
4,Sat Aug 22 2015,Southend United FC,0-1,Swindon Town FC
