Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 8 Aug 2015 (W32),Burton Albion FC (1),2-1,0-0,Scunthorpe United FC (1)
?,(Sat) 8 Aug 2015 (W32),Chesterfield FC (1),3-1,0-1,Barnsley FC (1)
?,(Sat) 8 Aug 2015 (W32),Colchester United FC (1),2-2,1-2,Blackpool FC (1)
?,(Sat) 8 Aug 2015 (W32),Coventry City FC (1),2-0,1-0,Wigan Athletic FC (1)
?,(Sat) 8 Aug 2015 (W32),Crewe Alexandra FC (1),0-0,0-0,Port Vale FC (1)
?,(Sat) 8 Aug 2015 (W32),Doncaster Rovers FC (1),1-1,0-0,Bury FC (1)
?,(Sat) 8 Aug 2015 (W32),Fleetwood Town FC (1),1-1,1-0,Southend United FC (1)
?,(Sat) 8 Aug 2015 (W32),Gillingham FC (1),4-0,2-0,Sheffield United FC (1)
?,(Sat) 8 Aug 2015 (W32),Rochdale AFC (1),2-0,1-0,Peterborough United FC (1)
?,(Sat) 8 Aug 2015 (W32),Shrewsbury Town FC (1),1-2,0-0,Millwall FC (1)
?,(Sat) 8 Aug 2015 (W32),Swindon Town FC (1),4-1,0-1,Bradford City AFC (1)
?,(Sat) 8 Aug 2015 (W32),Walsall FC (1),1-1,1-0,Oldham Athletic AFC (1)
?,(Sat) 15 Aug 2015 (W33),Barnsley FC (2),1-0,0-0,Burton Albion FC (2)
?,(Sat) 15 Aug 2015 (W33),Blackpool FC (2),0-2,0-0,Rochdale AFC (2)
?,(Sat) 15 Aug 2015 (W33),Bradford City AFC (2),1-1,1-0,Shrewsbury Town FC (2)
?,(Sat) 15 Aug 2015 (W33),Bury FC (2),2-2,1-0,Swindon Town FC (2)
?,(Sat) 15 Aug 2015 (W33),Millwall FC (2),0-4,0-3,Coventry City FC (2)
?,(Sat) 15 Aug 2015 (W33),Oldham Athletic AFC (2),1-0,1-0,Fleetwood Town FC (2)
?,(Sat) 15 Aug 2015 (W33),Peterborough United FC (2),2-1,2-1,Colchester United FC (2)
?,(Sat) 15 Aug 2015 (W33),Port Vale FC (2),1-1,1-1,Gillingham FC (2)
?,(Sat) 15 Aug 2015 (W33),Scunthorpe United FC (2),2-0,1-0,Crewe Alexandra FC (2)
?,(Sat) 15 Aug 2015 (W33),Sheffield United FC (2),2-0,1-0,Chesterfield FC (2)
?,(Sat) 15 Aug 2015 (W33),Southend United FC (2),0-2,0-1,Walsall FC (2)
?,(Sun) 16 Aug 2015 (W33),Wigan Athletic FC (2),0-0,0-0,Doncaster Rovers FC (2)
?,(Tue) 18 Aug 2015 (W34),Blackpool FC (3),1-2,1-0,Burton Albion FC (3)
?,(Tue) 18 Aug 2015 (W34),Bradford City AFC (3),1-2,1-0,Gillingham FC (3)
?,(Tue) 18 Aug 2015 (W34),Bury FC (3),3-4,2-2,Fleetwood Town FC (3)
?,(Tue) 18 Aug 2015 (W34),Colchester United FC (3),0-0,0-0,Oldham Athletic AFC (3)
?,(Tue) 18 Aug 2015 (W34),Coventry City FC (3),3-2,1-1,Crewe Alexandra FC (3)
?,(Tue) 18 Aug 2015 (W34),Millwall FC (3),2-3,1-1,Barnsley FC (3)
?,(Tue) 18 Aug 2015 (W34),Peterborough United FC (3),1-3,0-1,Sheffield United FC (3)
?,(Tue) 18 Aug 2015 (W34),Rochdale AFC (3),1-2,0-0,Walsall FC (3)
?,(Tue) 18 Aug 2015 (W34),Shrewsbury Town FC (3),1-2,0-0,Chesterfield FC (3)
?,(Tue) 18 Aug 2015 (W34),Swindon Town FC (3),2-2,1-1,Port Vale FC (3)
?,(Wed) 19 Aug 2015 (W34),Doncaster Rovers FC (3),0-0,0-0,Southend United FC (3)
