Round,Date,Team 1,FT,HT,Team 2
?,(Tue) 27 Dec 1921 (52),Aberdare Athletic (1),2-0,?,Brentford FC (1)
?,(Sat) 10 Sep 1921 (36),Aberdare Athletic (2),2-0,?,Brighton & Hove Albion (1)
?,(Sat) 31 Dec 1921 (52),Aberdare Athletic (3),2-0,?,Bristol Rovers (1)
?,(Sat) 8 Oct 1921 (40),Aberdare Athletic (4),3-3,?,Charlton Athletic (1)
?,(Sat) 6 May 1922 (18),Aberdare Athletic (5),0-2,?,Exeter City (1)
?,(Sat) 8 Apr 1922 (14),Aberdare Athletic (6),6-1,?,Gillingham FC (1)
?,(Mon) 1 May 1922 (18),Aberdare Athletic (7),2-0,?,Luton Town (1)
?,(Mon) 10 Apr 1922 (15),Aberdare Athletic (8),0-0,?,Merthyr Town (1)
?,(Sat) 22 Apr 1922 (16),Aberdare Athletic (9),0-0,?,Millwall FC (1)
?,(Sat) 18 Feb 1922 (7),Aberdare Athletic (10),3-0,?,Newport County AFC (1)
?,(Sat) 29 Oct 1921 (43),Aberdare Athletic (11),4-2,?,Northampton Town (1)
?,(Thu) 16 Mar 1922 (11),Aberdare Athletic (12),1-2,?,Norwich City (1)
?,(Sat) 4 Feb 1922 (5),Aberdare Athletic (13),0-0,?,Plymouth Argyle (1)
?,(Sat) 27 Aug 1921 (34),Aberdare Athletic (14),0-0,?,Portsmouth FC (1)
?,(Sat) 5 Nov 1921 (44),Aberdare Athletic (15),4-2,?,Queens Park Rangers (1)
?,(Sat) 17 Dec 1921 (50),Aberdare Athletic (16),0-1,?,Reading FC (1)
?,(Tue) 18 Apr 1922 (16),Aberdare Athletic (17),0-1,?,Southampton FC (1)
?,(Sat) 26 Nov 1921 (47),Aberdare Athletic (18),1-1,?,Southend United (1)
?,(Mon) 5 Sep 1921 (36),Aberdare Athletic (19),2-1,?,Swansea City (1)
?,(Sat) 25 Mar 1922 (12),Aberdare Athletic (20),3-2,?,Swindon Town (1)
?,(Sat) 24 Sep 1921 (38),Aberdare Athletic (21),3-0,?,Watford FC (1)
?,(Mon) 26 Dec 1921 (52),Brentford FC (2),2-1,?,Aberdare Athletic (22)
?,(Fri) 14 Apr 1922 (15),Brentford FC (3),4-0,?,Brighton & Hove Albion (2)
?,(Sat) 24 Dec 1921 (51),Brentford FC (4),4-2,?,Bristol Rovers (2)
?,(Sat) 24 Sep 1921 (38),Brentford FC (5),0-2,?,Charlton Athletic (2)
?,(Sat) 22 Apr 1922 (16),Brentford FC (6),5-2,?,Exeter City (2)
?,(Sat) 25 Mar 1922 (12),Brentford FC (7),0-1,?,Gillingham FC (2)
?,(Sat) 18 Feb 1922 (7),Brentford FC (8),0-2,?,Luton Town (2)
?,(Sat) 27 Aug 1921 (34),Brentford FC (9),0-1,?,Merthyr Town (2)
?,(Sat) 8 Apr 1922 (14),Brentford FC (10),1-0,?,Millwall FC (2)
?,(Sat) 4 Feb 1922 (5),Brentford FC (11),1-0,?,Newport County AFC (2)
?,(Sat) 8 Oct 1921 (40),Brentford FC (12),1-0,?,Northampton Town (2)
?,(Sat) 26 Nov 1921 (47),Brentford FC (13),2-1,?,Norwich City (2)
?,(Sat) 21 Jan 1922 (3),Brentford FC (14),3-1,?,Plymouth Argyle (2)
?,(Sat) 5 Nov 1921 (44),Brentford FC (15),2-2,?,Portsmouth FC (2)
?,(Sat) 22 Oct 1921 (42),Brentford FC (16),5-1,?,Queens Park Rangers (2)
?,(Tue) 18 Apr 1922 (16),Brentford FC (17),2-0,?,Reading FC (2)
?,(Sat) 14 Jan 1922 (2),Brentford FC (18),1-0,?,Southampton FC (2)
?,(Mon) 5 Sep 1921 (36),Brentford FC (19),1-0,?,Southend United (2)
?,(Sat) 6 May 1922 (18),Brentford FC (20),3-0,?,Swansea City (2)
?,(Sat) 4 Mar 1922 (9),Brentford FC (21),3-0,?,Swindon Town (2)
?,(Sat) 10 Sep 1921 (36),Brentford FC (22),1-1,?,Watford FC (2)
?,(Sat) 17 Sep 1921 (37),Brighton & Hove Albion (3),1-2,?,Aberdare Athletic (23)
?,(Mon) 17 Apr 1922 (16),Brighton & Hove Albion (4),2-1,?,Brentford FC (23)
?,(Tue) 27 Dec 1921 (52),Brighton & Hove Albion (5),3-1,?,Bristol Rovers (3)
?,(Sat) 29 Oct 1921 (43),Brighton & Hove Albion (6),2-0,?,Charlton Athletic (3)
?,(Wed) 7 Sep 1921 (36),Brighton & Hove Albion (7),3-1,?,Exeter City (3)
?,(Sat) 22 Apr 1922 (16),Brighton & Hove Albion (8),0-1,?,Gillingham FC (3)
?,(Sat) 18 Mar 1922 (11),Brighton & Hove Albion (9),1-1,?,Luton Town (3)
?,(Sat) 4 Feb 1922 (5),Brighton & Hove Albion (10),1-3,?,Merthyr Town (3)
?,(Sat) 6 May 1922 (18),Brighton & Hove Albion (11),0-1,?,Millwall FC (3)
?,(Sat) 4 Mar 1922 (9),Brighton & Hove Albion (12),3-0,?,Newport County AFC (3)
?,(Sat) 5 Nov 1921 (44),Brighton & Hove Albion (13),7-0,?,Northampton Town (3)
?,(Sat) 24 Dec 1921 (51),Brighton & Hove Albion (14),0-2,?,Norwich City (3)
