Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 25 Aug 1928 (34),New Brighton Tower FC (1898-1901) (1),1-3,?,Barrow AFC (1)
?,(Sat) 25 Aug 1928 (34),FC Halifax Town (1),2-2,?,Crewe Alexandra FC (1)
?,(Sat) 25 Aug 1928 (34),Stockport County FC (1),4-1,?,Tranmere Rovers FC (1)
?,(Sat) 25 Aug 1928 (34),Accrington Stanley FC (1),2-3,?,Carlisle United FC (1)
?,(Sat) 25 Aug 1928 (34),Darlington FC (1),2-2,?,South Shields FC (1)
?,(Sat) 25 Aug 1928 (34),Southport FC (1),2-1,?,Ashington AFC (1)
?,(Sat) 25 Aug 1928 (34),Bradford City AFC (1),11-1,?,Rotherham United FC (1)
?,(Sat) 25 Aug 1928 (34),Rochdale AFC (1),1-3,?,Doncaster Rovers FC (1)
?,(Sat) 25 Aug 1928 (34),Hartlepool United FC (1),2-2,?,Nelson FC (1)
?,(Sat) 25 Aug 1928 (34),Lincoln City FC (1),1-3,?,Wigan Borough FC (1920-1931) (1)
?,(Sat) 25 Aug 1928 (34),Wrexham AFC (1),4-3,?,Chesterfield FC (1)
?,(Mon) 27 Aug 1928 (35),Doncaster Rovers FC (2),4-2,?,Southport FC (2)
?,(Mon) 27 Aug 1928 (35),Tranmere Rovers FC (2),1-1,?,Wrexham AFC (2)
?,(Mon) 27 Aug 1928 (35),Ashington AFC (2),4-2,?,Darlington FC (2)
?,(Mon) 27 Aug 1928 (35),Rotherham United FC (2),3-2,?,Lincoln City FC (2)
?,(Mon) 27 Aug 1928 (35),Barrow AFC (2),3-3,?,Rochdale AFC (2)
?,(Wed) 29 Aug 1928 (35),Wigan Borough FC (1920-1931) (2),1-1,?,FC Halifax Town (2)
?,(Thu) 30 Aug 1928 (35),Carlisle United FC (2),2-2,?,Bradford City AFC (2)
?,(Sat) 1 Sep 1928 (35),Doncaster Rovers FC (3),1-2,?,New Brighton Tower FC (1898-1901) (2)
?,(Sat) 1 Sep 1928 (35),Tranmere Rovers FC (3),2-1,?,FC Halifax Town (3)
?,(Sat) 1 Sep 1928 (35),Chesterfield FC (2),1-2,?,Stockport County FC (2)
?,(Sat) 1 Sep 1928 (35),Nelson FC (2),2-1,?,Darlington FC (3)
?,(Sat) 1 Sep 1928 (35),Ashington AFC (3),2-1,?,Rochdale AFC (3)
?,(Sat) 1 Sep 1928 (35),South Shields FC (2),4-0,?,Southport FC (3)
?,(Sat) 1 Sep 1928 (35),Wigan Borough FC (1920-1931) (3),2-0,?,Bradford City AFC (3)
?,(Sat) 1 Sep 1928 (35),Crewe Alexandra FC (2),1-3,?,Lincoln City FC (3)
?,(Sat) 1 Sep 1928 (35),Rotherham United FC (3),2-1,?,Accrington Stanley FC (2)
?,(Sat) 1 Sep 1928 (35),Barrow AFC (3),2-2,?,Wrexham AFC (3)
?,(Sat) 1 Sep 1928 (35),Carlisle United FC (3),8-0,?,Hartlepool United FC (2)
?,(Mon) 3 Sep 1928 (36),Crewe Alexandra FC (3),2-0,?,Stockport County FC (3)
?,(Mon) 3 Sep 1928 (36),Bradford City AFC (4),4-2,?,Carlisle United FC (4)
?,(Mon) 3 Sep 1928 (36),Lincoln City FC (4),1-1,?,Rotherham United FC (4)
?,(Tue) 4 Sep 1928 (36),Rochdale AFC (4),4-2,?,Barrow AFC (4)
?,(Wed) 5 Sep 1928 (36),Wrexham AFC (4),3-1,?,Tranmere Rovers FC (4)
?,(Wed) 5 Sep 1928 (36),Hartlepool United FC (3),2-0,?,Darlington FC (4)
?,(Sat) 8 Sep 1928 (36),Accrington Stanley FC (3),2-0,?,Wigan Borough FC (1920-1931) (4)
?,(Sat) 8 Sep 1928 (36),New Brighton Tower FC (1898-1901) (3),3-2,?,Ashington AFC (4)
?,(Sat) 8 Sep 1928 (36),Hartlepool United FC (4),1-1,?,Rotherham United FC (5)
?,(Sat) 8 Sep 1928 (36),Darlington FC (5),0-0,?,Carlisle United FC (5)
?,(Sat) 8 Sep 1928 (36),Bradford City AFC (5),4-1,?,Crewe Alexandra FC (4)
?,(Sat) 8 Sep 1928 (36),Rochdale AFC (5),1-2,?,South Shields FC (3)
?,(Sat) 8 Sep 1928 (36),FC Halifax Town (4),1-1,?,Stockport County FC (4)
?,(Sat) 8 Sep 1928 (36),Chesterfield FC (3),3-0,?,Barrow AFC (5)
?,(Sat) 8 Sep 1928 (36),Wrexham AFC (5),4-2,?,Doncaster Rovers FC (4)
?,(Sat) 8 Sep 1928 (36),Southport FC (4),5-1,?,Nelson FC (3)
?,(Sat) 8 Sep 1928 (36),Lincoln City FC (5),3-1,?,Tranmere Rovers FC (5)
?,(Mon) 10 Sep 1928 (37),Stockport County FC (5),4-0,?,Ashington AFC (5)
?,(Mon) 10 Sep 1928 (37),New Brighton Tower FC (1898-1901) (4),2-3,?,Chesterfield FC (4)
?,(Wed) 12 Sep 1928 (37),Nelson FC (4),1-0,?,South Shields FC (4)
?,(Thu) 13 Sep 1928 (37),Rotherham United FC (6),2-0,?,Chesterfield FC (5)
?,(Thu) 13 Sep 1928 (37),Carlisle United FC (6),4-2,?,Southport FC (5)
?,(Sat) 15 Sep 1928 (37),Darlington FC (6),3-1,?,Southport FC (6)
?,(Sat) 15 Sep 1928 (37),Wigan Borough FC (1920-1931) (5),2-0,?,Hartlepool United FC (5)
?,(Sat) 15 Sep 1928 (37),Barrow AFC (6),1-3,?,FC Halifax Town (5)
?,(Sat) 15 Sep 1928 (37),South Shields FC (5),0-2,?,New Brighton Tower FC (1898-1901) (5)
?,(Sat) 15 Sep 1928 (37),Stockport County FC (6),7-3,?,Lincoln City FC (6)
?,(Sat) 15 Sep 1928 (37),Tranmere Rovers FC (6),1-0,?,Bradford City AFC (6)
?,(Sat) 15 Sep 1928 (37),Rotherham United FC (7),4-0,?,Carlisle United FC (7)
?,(Sat) 15 Sep 1928 (37),Doncaster Rovers FC (5),2-0,?,Chesterfield FC (6)
?,(Sat) 15 Sep 1928 (37),Ashington AFC (6),2-2,?,Wrexham AFC (6)
