Date,Team 1,Team 2,FT,HT
2013-08-03,Barnsley,Wigan,0-4,0-1
2013-08-03,Birmingham,Watford,0-1,0-1
2013-08-03,Bournemouth,Charlton,2-1,1-0
2013-08-03,Burnley,Bolton,1-1,1-1
2013-08-03,Doncaster,Blackpool,1-3,0-1
2013-08-03,Leeds,Brighton,2-1,1-1
2013-08-03,Middlesbrough,Leicester,1-2,1-0
2013-08-03,Millwall,Yeovil,0-1,0-0
2013-08-03,Nott'm Forest,Huddersfield,1-0,0-0
2013-08-03,QPR,Sheffield Weds,2-1,2-1
2013-08-03,Reading,Ipswich,2-1,1-1
2013-08-04,Derby,Blackburn,1-1,1-0
2013-08-10,Blackburn,Nott'm Forest,0-1,0-0
2013-08-10,Blackpool,Barnsley,1-0,0-0
2013-08-10,Bolton,Reading,1-1,1-0
2013-08-10,Brighton,Derby,1-2,1-1
2013-08-10,Charlton,Middlesbrough,0-1,0-0
2013-08-10,Huddersfield,QPR,1-1,1-1
2013-08-10,Ipswich,Millwall,3-0,0-0
2013-08-10,Sheffield Weds,Burnley,1-2,0-2
2013-08-10,Watford,Bournemouth,6-1,1-1
2013-08-10,Yeovil,Birmingham,0-1,0-0
2013-08-11,Leicester,Leeds,0-0,0-0
2013-08-16,Doncaster,Blackburn,2-0,1-0
2013-08-17,Barnsley,Charlton,2-2,1-0
2013-08-17,Birmingham,Brighton,0-1,0-0
2013-08-17,Bournemouth,Wigan,1-0,1-0
2013-08-17,Burnley,Yeovil,2-0,0-0
2013-08-17,Derby,Leicester,0-1,0-1
2013-08-17,Leeds,Sheffield Weds,1-1,0-1
2013-08-17,Middlesbrough,Blackpool,1-1,0-0
2013-08-17,Millwall,Huddersfield,0-1,0-0
2013-08-17,Nott'm Forest,Bolton,3-0,1-0
2013-08-17,QPR,Ipswich,1-0,0-0
2013-08-17,Reading,Watford,3-3,2-0
2013-08-20,Wigan,Doncaster,2-2,0-2
2013-08-24,Blackburn,Barnsley,5-2,4-1
2013-08-24,Blackpool,Reading,1-0,0-0
2013-08-24,Bolton,QPR,0-1,0-0
2013-08-24,Brighton,Burnley,2-0,1-0
2013-08-24,Huddersfield,Bournemouth,5-1,3-0
2013-08-24,Ipswich,Leeds,1-2,1-1
2013-08-24,Leicester,Birmingham,3-2,0-1
2013-08-24,Sheffield Weds,Millwall,2-2,2-1
2013-08-24,Yeovil,Derby,0-3,0-2
2013-08-25,Watford,Nott'm Forest,1-1,0-1
2013-08-25,Wigan,Middlesbrough,2-2,1-1
2013-08-31,Barnsley,Huddersfield,2-1,2-0
2013-08-31,Birmingham,Ipswich,1-1,0-1
2013-08-31,Blackburn,Bolton,4-1,2-1
2013-08-31,Blackpool,Watford,1-0,0-0
2013-08-31,Brighton,Millwall,1-1,0-0
2013-08-31,Charlton,Leicester,2-1,1-0
2013-08-31,Derby,Burnley,0-3,0-2
2013-08-31,Doncaster,Bournemouth,0-1,0-1
2013-08-31,Leeds,QPR,0-1,0-0
2013-08-31,Middlesbrough,Sheffield Weds,1-1,0-1
2013-08-31,Wigan,Nott'm Forest,2-1,2-1
2013-08-31,Yeovil,Reading,0-1,0-0
2013-09-14,Bolton,Leeds,0-1,0-1
2013-09-14,Bournemouth,Blackpool,1-2,1-1
2013-09-14,Burnley,Blackburn,1-1,0-0
2013-09-14,Huddersfield,Doncaster,0-0,0-0
2013-09-14,Ipswich,Middlesbrough,3-1,1-1
2013-09-14,Leicester,Wigan,2-0,1-0
2013-09-14,Millwall,Derby,1-5,0-2
2013-09-14,Nott'm Forest,Barnsley,3-2,2-1
2013-09-14,QPR,Birmingham,1-0,0-0
2013-09-14,Sheffield Weds,Yeovil,1-1,1-0
2013-09-14,Watford,Charlton,1-1,0-0
