Date,Team 1,Team 2,FT,HT
2013-08-03,Bury,Chesterfield,0-2,0-0
2013-08-03,Cheltenham,Burton,2-2,2-1
2013-08-03,Exeter,Bristol Rvs,2-1,0-0
2013-08-03,Fleetwood Town,Dag and Red,3-1,2-1
2013-08-03,Newport County,Accrington,4-1,2-0
2013-08-03,Portsmouth,Oxford,1-4,1-2
2013-08-03,Rochdale,Hartlepool,3-0,1-0
2013-08-03,Scunthorpe,Mansfield,2-0,2-0
2013-08-03,Southend,Plymouth,1-0,1-0
2013-08-03,Torquay,AFC Wimbledon,1-1,0-0
2013-08-03,Wycombe,Morecambe,1-0,1-0
2013-08-03,York,Northampton,1-0,0-0
2013-08-10,Accrington,Portsmouth,2-2,0-0
2013-08-10,AFC Wimbledon,Wycombe,1-0,1-0
2013-08-10,Bristol Rvs,Scunthorpe,0-0,0-0
2013-08-10,Burton,Rochdale,1-0,1-0
2013-08-10,Chesterfield,Cheltenham,2-0,1-0
2013-08-10,Dag and Red,York,2-0,1-0
2013-08-10,Hartlepool,Southend,0-1,0-1
2013-08-10,Mansfield,Exeter,0-0,0-0
2013-08-10,Morecambe,Torquay,1-1,1-0
2013-08-10,Northampton,Newport County,3-1,2-0
2013-08-10,Oxford,Bury,2-1,1-0
2013-08-10,Plymouth,Fleetwood Town,0-2,0-2
2013-08-17,Bury,Accrington,3-0,2-0
2013-08-17,Cheltenham,Plymouth,1-3,0-3
2013-08-17,Exeter,AFC Wimbledon,2-0,2-0
2013-08-17,Fleetwood Town,Burton,2-3,0-3
2013-08-17,Newport County,Bristol Rvs,1-0,1-0
2013-08-17,Portsmouth,Morecambe,3-0,3-0
2013-08-17,Rochdale,Chesterfield,2-2,1-1
2013-08-17,Scunthorpe,Dag and Red,1-1,0-0
2013-08-17,Southend,Northampton,2-0,1-0
2013-08-17,Torquay,Oxford,1-3,0-0
2013-08-17,Wycombe,Mansfield,0-1,0-0
2013-08-17,York,Hartlepool,0-0,0-0
2013-08-24,Accrington,Cheltenham,0-1,0-0
2013-08-24,AFC Wimbledon,Scunthorpe,3-2,0-2
2013-08-24,Bristol Rvs,York,3-2,2-1
2013-08-24,Burton,Bury,2-2,0-2
2013-08-24,Chesterfield,Southend,2-1,0-0
2013-08-24,Dag and Red,Newport County,1-1,0-1
2013-08-24,Hartlepool,Fleetwood Town,0-1,0-1
2013-08-24,Mansfield,Portsmouth,2-2,1-2
2013-08-24,Morecambe,Exeter,2-0,0-0
2013-08-24,Northampton,Torquay,1-2,1-0
2013-08-24,Oxford,Wycombe,2-2,0-1
2013-08-24,Plymouth,Rochdale,1-0,1-0
2013-08-31,Accrington,Burton,0-1,0-0
2013-08-31,AFC Wimbledon,Fleetwood Town,2-0,2-0
2013-08-31,Bristol Rvs,Northampton,1-0,1-0
