Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 24 Aug 1957 (33),Swindon Town FC (1),4-0,?,Newport County AFC (1)
?,(Sat) 24 Aug 1957 (33),AFC Bournemouth (1),2-1,?,Watford FC (1)
?,(Sat) 24 Aug 1957 (33),Colchester United FC (1),3-0,?,Torquay United FC (1)
?,(Sat) 24 Aug 1957 (33),Exeter City FC (1),0-5,?,Southend United FC (1)
?,(Sat) 24 Aug 1957 (33),Gillingham FC (1),0-1,?,Brighton & Hove Albion FC (1)
?,(Sat) 24 Aug 1957 (33),Aldershot Town FC (1),0-1,?,Port Vale FC (1)
?,(Sat) 24 Aug 1957 (33),Millwall FC (1),1-2,?,Southampton FC (1)
?,(Sat) 24 Aug 1957 (33),Queens Park Rangers FC (1),1-0,?,Brentford FC (1)
?,(Sat) 24 Aug 1957 (33),Shrewsbury Town FC (1),2-0,?,Plymouth Argyle FC (1)
?,(Sat) 24 Aug 1957 (33),Coventry City FC (1),1-0,?,Reading FC (1)
?,(Sat) 24 Aug 1957 (33),Walsall FC (1),2-1,?,Northampton Town FC (1)
?,(Sat) 24 Aug 1957 (33),Norwich City FC (1),3-2,?,Crystal Palace FC (1)
?,(Mon) 26 Aug 1957 (34),Shrewsbury Town FC (2),1-0,?,Port Vale FC (2)
?,(Mon) 26 Aug 1957 (34),Queens Park Rangers FC (2),1-0,?,Colchester United FC (2)
?,(Mon) 26 Aug 1957 (34),Plymouth Argyle FC (2),1-0,?,Reading FC (2)
?,(Tue) 27 Aug 1957 (34),Brentford FC (2),1-0,?,Exeter City FC (2)
?,(Tue) 27 Aug 1957 (34),Watford FC (2),0-0,?,Swindon Town FC (2)
?,(Wed) 28 Aug 1957 (34),Torquay United FC (2),3-2,?,Gillingham FC (2)
?,(Wed) 28 Aug 1957 (34),Crystal Palace FC (2),0-1,?,Millwall FC (2)
?,(Wed) 28 Aug 1957 (34),Brighton & Hove Albion FC (2),2-1,?,AFC Bournemouth (2)
?,(Wed) 28 Aug 1957 (34),Southampton FC (2),4-1,?,Walsall FC (2)
?,(Wed) 28 Aug 1957 (34),Southend United FC (2),5-2,?,Norwich City FC (2)
?,(Thu) 29 Aug 1957 (34),Northampton Town FC (2),0-0,?,Aldershot Town FC (2)
?,(Thu) 29 Aug 1957 (34),Newport County AFC (2),2-2,?,Coventry City FC (2)
?,(Sat) 31 Aug 1957 (34),Watford FC (3),1-1,?,Walsall FC (3)
