Round,Date,Team 1,FT,Team 2
9,Tue Oct 27 2020,Bristol Rovers FC,1-3,Hull City AFC
9,Tue Oct 27 2020,Plymouth Argyle FC,2-1,Doncaster Rovers FC
9,Tue Oct 27 2020,Rochdale AFC,2-2,Sunderland AFC
9,Tue Oct 27 2020,Portsmouth FC,4-0,Northampton Town FC
9,Tue Oct 27 2020,Fleetwood Town FC,1-0,Shrewsbury Town FC
10,Sat Oct 31 2020,Gillingham FC,,Sunderland AFC
10,Sat Oct 31 2020,Wigan Athletic FC,,Northampton Town FC
10,Sat Oct 31 2020,Swindon Town FC,,Hull City AFC
10,Sat Oct 31 2020,Rochdale AFC,,Bristol Rovers FC
10,Sat Oct 31 2020,Accrington Stanley FC,,Plymouth Argyle FC
10,Sat Oct 31 2020,Burton Albion FC,,Blackpool FC
10,Sat Oct 31 2020,Doncaster Rovers FC,,Lincoln City FC
10,Sat Oct 31 2020,Fleetwood Town FC,,Oxford United FC
10,Sat Oct 31 2020,Ipswich Town FC,,Crewe Alexandra FC
10,Sat Oct 31 2020,Milton Keynes Dons FC,,AFC Wimbledon
10,Sat Oct 31 2020,Portsmouth FC,,Charlton Athletic FC
10,Sat Oct 31 2020,Peterborough United FC,,Shrewsbury Town FC
11,Tue Nov 3 2020,Sunderland AFC,,Ipswich Town FC
11,Tue Nov 3 2020,Plymouth Argyle FC,,Swindon Town FC
11,Tue Nov 3 2020,Oxford United FC,,Rochdale AFC
11,Tue Nov 3 2020,Blackpool FC,,Wigan Athletic FC
11,Tue Nov 3 2020,Bristol Rovers FC,,Peterborough United FC
11,Tue Nov 3 2020,Charlton Athletic FC,,Fleetwood Town FC
11,Tue Nov 3 2020,Crewe Alexandra FC,,Gillingham FC
11,Tue Nov 3 2020,Lincoln City FC,,Portsmouth FC
11,Tue Nov 3 2020,Hull City AFC,,Accrington Stanley FC
11,Tue Nov 3 2020,Shrewsbury Town FC,,Burton Albion FC
11,Tue Nov 3 2020,Northampton Town FC,,Milton Keynes Dons FC
11,Tue Nov 3 2020,AFC Wimbledon,,Doncaster Rovers FC
12,Sat Nov 14 2020,Northampton Town FC,,Accrington Stanley FC
12,Sat Nov 14 2020,Sunderland AFC,,Milton Keynes Dons FC
12,Sat Nov 14 2020,Shrewsbury Town FC,,Swindon Town FC
12,Sat Nov 14 2020,Oxford United FC,,Doncaster Rovers FC
12,Sat Nov 14 2020,AFC Wimbledon,,Wigan Athletic FC
12,Sat Nov 14 2020,Lincoln City FC,,Gillingham FC
12,Sat Nov 14 2020,Charlton Athletic FC,,Rochdale AFC
12,Sat Nov 14 2020,Crewe Alexandra FC,,Peterborough United FC
12,Sat Nov 14 2020,Hull City AFC,,Burton Albion FC
12,Sat Nov 14 2020,Bristol Rovers FC,,Fleetwood Town FC
12,Mon Nov 16 2020,Plymouth Argyle FC,,Portsmouth FC
4,Tue Nov 17 2020,Oxford United FC,,Crewe Alexandra FC
13,Sat Nov 21 2020,Gillingham FC,,Charlton Athletic FC
13,Sat Nov 21 2020,Accrington Stanley FC,,Lincoln City FC
13,Sat Nov 21 2020,Rochdale AFC,,AFC Wimbledon
13,Sat Nov 21 2020,Burton Albion FC,,Northampton Town FC
13,Sat Nov 21 2020,Swindon Town FC,,Bristol Rovers FC
13,Sat Nov 21 2020,Wigan Athletic FC,,Oxford United FC
13,Sat Nov 21 2020,Doncaster Rovers FC,,Sunderland AFC
13,Sat Nov 21 2020,Fleetwood Town FC,,Plymouth Argyle FC
13,Sat Nov 21 2020,Ipswich Town FC,,Shrewsbury Town FC
13,Sat Nov 21 2020,Milton Keynes Dons FC,,Hull City AFC
13,Sat Nov 21 2020,Peterborough United FC,,Blackpool FC
13,Sat Nov 21 2020,Portsmouth FC,,Crewe Alexandra FC
14,Tue Nov 24 2020,Gillingham FC,,AFC Wimbledon
14,Tue Nov 24 2020,Peterborough United FC,,Plymouth Argyle FC
14,Tue Nov 24 2020,Wigan Athletic FC,,Bristol Rovers FC
14,Tue Nov 24 2020,Swindon Town FC,,Lincoln City FC
14,Tue Nov 24 2020,Portsmouth FC,,Oxford United FC
14,Tue Nov 24 2020,Ipswich Town FC,,Hull City AFC
14,Tue Nov 24 2020,Rochdale AFC,,Northampton Town FC
14,Tue Nov 24 2020,Accrington Stanley FC,,Crewe Alexandra FC
14,Tue Nov 24 2020,Burton Albion FC,,Charlton Athletic FC
14,Tue Nov 24 2020,Fleetwood Town FC,,Sunderland AFC
14,Tue Nov 24 2020,Milton Keynes Dons FC,,Shrewsbury Town FC
14,Tue Nov 24 2020,Doncaster Rovers FC,,Blackpool FC
15,Tue Dec 1 2020,Lincoln City FC,,Wigan Athletic FC
15,Tue Dec 1 2020,Bristol Rovers FC,,Gillingham FC
15,Tue Dec 1 2020,Oxford United FC,,Ipswich Town FC
15,Tue Dec 1 2020,Shrewsbury Town FC,,Accrington Stanley FC
15,Tue Dec 1 2020,AFC Wimbledon,,Peterborough United FC
15,Tue Dec 1 2020,Sunderland AFC,,Burton Albion FC
15,Tue Dec 1 2020,Blackpool FC,,Portsmouth FC
15,Tue Dec 1 2020,Charlton Athletic FC,,Milton Keynes Dons FC
15,Tue Dec 1 2020,Crewe Alexandra FC,,Swindon Town FC
15,Tue Dec 1 2020,Hull City AFC,,Doncaster Rovers FC
15,Tue Dec 1 2020,Northampton Town FC,,Fleetwood Town FC
15,Tue Dec 1 2020,Plymouth Argyle FC,,Rochdale AFC
16,Sat Dec 5 2020,Gillingham FC,,Swindon Town FC
16,Sat Dec 5 2020,Shrewsbury Town FC,,Charlton Athletic FC
16,Sat Dec 5 2020,Sunderland AFC,,Wigan Athletic FC
16,Sat Dec 5 2020,AFC Wimbledon,,Bristol Rovers FC
16,Sat Dec 5 2020,Accrington Stanley FC,,Milton Keynes Dons FC
16,Sat Dec 5 2020,Rochdale AFC,,Lincoln City FC
16,Sat Dec 5 2020,Burton Albion FC,,Crewe Alexandra FC
16,Sat Dec 5 2020,Fleetwood Town FC,,Blackpool FC
16,Sat Dec 5 2020,Northampton Town FC,,Doncaster Rovers FC
16,Sat Dec 5 2020,Oxford United FC,,Hull City AFC
16,Sat Dec 5 2020,Plymouth Argyle FC,,Ipswich Town FC
16,Sat Dec 5 2020,Portsmouth FC,,Peterborough United FC
17,Sat Dec 12 2020,Swindon Town FC,,Fleetwood Town FC
17,Sat Dec 12 2020,Peterborough United FC,,Rochdale AFC
17,Sat Dec 12 2020,Wigan Athletic FC,,Accrington Stanley FC
17,Sat Dec 12 2020,Blackpool FC,,Oxford United FC
17,Sat Dec 12 2020,Bristol Rovers FC,,Plymouth Argyle FC
17,Sat Dec 12 2020,Charlton Athletic FC,,AFC Wimbledon
17,Sat Dec 12 2020,Crewe Alexandra FC,,Northampton Town FC
17,Sat Dec 12 2020,Doncaster Rovers FC,,Gillingham FC
17,Sat Dec 12 2020,Hull City AFC,,Shrewsbury Town FC
17,Sat Dec 12 2020,Ipswich Town FC,,Portsmouth FC
17,Sat Dec 12 2020,Lincoln City FC,,Sunderland AFC
17,Sat Dec 12 2020,Milton Keynes Dons FC,,Burton Albion FC
18,Tue Dec 15 2020,Sunderland AFC,,AFC Wimbledon
18,Tue Dec 15 2020,Blackpool FC,,Hull City AFC
18,Tue Dec 15 2020,Portsmouth FC,,Fleetwood Town FC
18,Tue Dec 15 2020,Wigan Athletic FC,,Rochdale AFC
18,Tue Dec 15 2020,Charlton Athletic FC,,Bristol Rovers FC
18,Tue Dec 15 2020,Oxford United FC,,Northampton Town FC
18,Tue Dec 15 2020,Gillingham FC,,Accrington Stanley FC
18,Tue Dec 15 2020,Ipswich Town FC,,Burton Albion FC
18,Tue Dec 15 2020,Lincoln City FC,,Shrewsbury Town FC
18,Tue Dec 15 2020,Milton Keynes Dons FC,,Peterborough United FC
18,Tue Dec 15 2020,Crewe Alexandra FC,,Plymouth Argyle FC
18,Tue Dec 15 2020,Doncaster Rovers FC,,Swindon Town FC
19,Sat Dec 19 2020,Bristol Rovers FC,,Oxford United FC
19,Sat Dec 19 2020,Shrewsbury Town FC,,Sunderland AFC
19,Sat Dec 19 2020,Swindon Town FC,,Charlton Athletic FC
19,Sat Dec 19 2020,Accrington Stanley FC,,Blackpool FC
19,Sat Dec 19 2020,AFC Wimbledon,,Crewe Alexandra FC
19,Sat Dec 19 2020,Rochdale AFC,,Gillingham FC
19,Sat Dec 19 2020,Burton Albion FC,,Doncaster Rovers FC
19,Sat Dec 19 2020,Plymouth Argyle FC,,Milton Keynes Dons FC
19,Sat Dec 19 2020,Hull City AFC,,Portsmouth FC
19,Sat Dec 19 2020,Northampton Town FC,,Lincoln City FC
19,Sat Dec 19 2020,Peterborough United FC,,Ipswich Town FC
19,Sat Dec 19 2020,Fleetwood Town FC,,Wigan Athletic FC
5,Tue Dec 22 2020,Sunderland AFC,,Blackpool FC
5,Tue Dec 22 2020,Doncaster Rovers FC,,Shrewsbury Town FC
5,Tue Dec 22 2020,Ipswich Town FC,,Charlton Athletic FC
20,Sat Dec 26 2020,Blackpool FC,,Rochdale AFC
20,Sat Dec 26 2020,Charlton Athletic FC,,Plymouth Argyle FC
20,Sat Dec 26 2020,Crewe Alexandra FC,,Fleetwood Town FC
20,Sat Dec 26 2020,Doncaster Rovers FC,,Accrington Stanley FC
20,Sat Dec 26 2020,Gillingham FC,,Peterborough United FC
20,Sat Dec 26 2020,Ipswich Town FC,,Northampton Town FC
20,Sat Dec 26 2020,Lincoln City FC,,Burton Albion FC
20,Sat Dec 26 2020,Milton Keynes Dons FC,,Bristol Rovers FC
20,Sat Dec 26 2020,Oxford United FC,,AFC Wimbledon
20,Sat Dec 26 2020,Portsmouth FC,,Swindon Town FC
20,Sat Dec 26 2020,Sunderland AFC,,Hull City AFC
20,Sat Dec 26 2020,Wigan Athletic FC,,Shrewsbury Town FC
21,Tue Dec 29 2020,Accrington Stanley FC,,Sunderland AFC
21,Tue Dec 29 2020,AFC Wimbledon,,Ipswich Town FC
21,Tue Dec 29 2020,Bristol Rovers FC,,Portsmouth FC
21,Tue Dec 29 2020,Burton Albion FC,,Wigan Athletic FC
21,Tue Dec 29 2020,Fleetwood Town FC,,Doncaster Rovers FC
21,Tue Dec 29 2020,Hull City AFC,,Lincoln City FC
21,Tue Dec 29 2020,Northampton Town FC,,Gillingham FC
21,Tue Dec 29 2020,Peterborough United FC,,Charlton Athletic FC
21,Tue Dec 29 2020,Plymouth Argyle FC,,Oxford United FC
21,Tue Dec 29 2020,Rochdale AFC,,Crewe Alexandra FC
21,Tue Dec 29 2020,Shrewsbury Town FC,,Blackpool FC
21,Tue Dec 29 2020,Swindon Town FC,,Milton Keynes Dons FC
22,Sat Jan 2 2021,Accrington Stanley FC,,Portsmouth FC
22,Sat Jan 2 2021,AFC Wimbledon,,Lincoln City FC
22,Sat Jan 2 2021,Bristol Rovers FC,,Blackpool FC
22,Sat Jan 2 2021,Burton Albion FC,,Oxford United FC
22,Sat Jan 2 2021,Fleetwood Town FC,,Ipswich Town FC
22,Sat Jan 2 2021,Hull City AFC,,Charlton Athletic FC
22,Sat Jan 2 2021,Northampton Town FC,,Sunderland AFC
22,Sat Jan 2 2021,Peterborough United FC,,Doncaster Rovers FC
22,Sat Jan 2 2021,Plymouth Argyle FC,,Gillingham FC
22,Sat Jan 2 2021,Rochdale AFC,,Milton Keynes Dons FC
22,Sat Jan 2 2021,Shrewsbury Town FC,,Crewe Alexandra FC
22,Sat Jan 2 2021,Swindon Town FC,,Wigan Athletic FC
23,Sat Jan 9 2021,Blackpool FC,,Northampton Town FC
23,Sat Jan 9 2021,Charlton Athletic FC,,Accrington Stanley FC
23,Sat Jan 9 2021,Crewe Alexandra FC,,Bristol Rovers FC
23,Sat Jan 9 2021,Doncaster Rovers FC,,Rochdale AFC
23,Sat Jan 9 2021,Gillingham FC,,Burton Albion FC
23,Sat Jan 9 2021,Ipswich Town FC,,Swindon Town FC
23,Sat Jan 9 2021,Lincoln City FC,,Peterborough United FC
23,Sat Jan 9 2021,Milton Keynes Dons FC,,Fleetwood Town FC
23,Sat Jan 9 2021,Oxford United FC,,Shrewsbury Town FC
23,Sat Jan 9 2021,Portsmouth FC,,AFC Wimbledon
23,Sat Jan 9 2021,Sunderland AFC,,Plymouth Argyle FC
23,Sat Jan 9 2021,Wigan Athletic FC,,Hull City AFC
24,Sat Jan 16 2021,Accrington Stanley FC,,Gillingham FC
24,Sat Jan 16 2021,AFC Wimbledon,,Sunderland AFC
24,Sat Jan 16 2021,Bristol Rovers FC,,Charlton Athletic FC
24,Sat Jan 16 2021,Burton Albion FC,,Ipswich Town FC
24,Sat Jan 16 2021,Fleetwood Town FC,,Portsmouth FC
24,Sat Jan 16 2021,Hull City AFC,,Blackpool FC
24,Sat Jan 16 2021,Northampton Town FC,,Oxford United FC
24,Sat Jan 16 2021,Peterborough United FC,,Milton Keynes Dons FC
24,Sat Jan 16 2021,Plymouth Argyle FC,,Crewe Alexandra FC
24,Sat Jan 16 2021,Rochdale AFC,,Wigan Athletic FC
24,Sat Jan 16 2021,Shrewsbury Town FC,,Lincoln City FC
24,Sat Jan 16 2021,Swindon Town FC,,Doncaster Rovers FC
25,Sat Jan 23 2021,Blackpool FC,,Accrington Stanley FC
25,Sat Jan 23 2021,Charlton Athletic FC,,Swindon Town FC
25,Sat Jan 23 2021,Crewe Alexandra FC,,AFC Wimbledon
25,Sat Jan 23 2021,Doncaster Rovers FC,,Burton Albion FC
25,Sat Jan 23 2021,Gillingham FC,,Rochdale AFC
25,Sat Jan 23 2021,Ipswich Town FC,,Peterborough United FC
25,Sat Jan 23 2021,Lincoln City FC,,Northampton Town FC
25,Sat Jan 23 2021,Milton Keynes Dons FC,,Plymouth Argyle FC
25,Sat Jan 23 2021,Oxford United FC,,Bristol Rovers FC
25,Sat Jan 23 2021,Portsmouth FC,,Hull City AFC
25,Sat Jan 23 2021,Sunderland AFC,,Shrewsbury Town FC
25,Sat Jan 23 2021,Wigan Athletic FC,,Fleetwood Town FC
26,Tue Jan 26 2021,Accrington Stanley FC,,Hull City AFC
26,Tue Jan 26 2021,Burton Albion FC,,Shrewsbury Town FC
26,Tue Jan 26 2021,Fleetwood Town FC,,Northampton Town FC
26,Tue Jan 26 2021,Gillingham FC,,Crewe Alexandra FC
26,Tue Jan 26 2021,Ipswich Town FC,,Sunderland AFC
26,Tue Jan 26 2021,Milton Keynes Dons FC,,Charlton Athletic FC
26,Tue Jan 26 2021,Peterborough United FC,,Bristol Rovers FC
26,Tue Jan 26 2021,Portsmouth FC,,Lincoln City FC
26,Tue Jan 26 2021,Rochdale AFC,,Oxford United FC
26,Tue Jan 26 2021,Swindon Town FC,,Plymouth Argyle FC
26,Tue Jan 26 2021,Wigan Athletic FC,,Blackpool FC
26,Tue Jan 26 2021,Doncaster Rovers FC,,AFC Wimbledon
27,Sat Jan 30 2021,AFC Wimbledon,,Milton Keynes Dons FC
27,Sat Jan 30 2021,Blackpool FC,,Burton Albion FC
27,Sat Jan 30 2021,Bristol Rovers FC,,Rochdale AFC
27,Sat Jan 30 2021,Charlton Athletic FC,,Portsmouth FC
27,Sat Jan 30 2021,Crewe Alexandra FC,,Ipswich Town FC
27,Sat Jan 30 2021,Hull City AFC,,Swindon Town FC
27,Sat Jan 30 2021,Lincoln City FC,,Doncaster Rovers FC
27,Sat Jan 30 2021,Northampton Town FC,,Wigan Athletic FC
27,Sat Jan 30 2021,Oxford United FC,,Fleetwood Town FC
27,Sat Jan 30 2021,Plymouth Argyle FC,,Accrington Stanley FC
27,Sat Jan 30 2021,Shrewsbury Town FC,,Peterborough United FC
27,Sat Jan 30 2021,Sunderland AFC,,Gillingham FC
28,Sat Feb 6 2021,Accrington Stanley FC,,Northampton Town FC
28,Sat Feb 6 2021,Burton Albion FC,,Hull City AFC
28,Sat Feb 6 2021,Doncaster Rovers FC,,Oxford United FC
28,Sat Feb 6 2021,Fleetwood Town FC,,Bristol Rovers FC
28,Sat Feb 6 2021,Gillingham FC,,Lincoln City FC
28,Sat Feb 6 2021,Ipswich Town FC,,Blackpool FC
28,Sat Feb 6 2021,Milton Keynes Dons FC,,Sunderland AFC
28,Sat Feb 6 2021,Peterborough United FC,,Crewe Alexandra FC
28,Sat Feb 6 2021,Portsmouth FC,,Plymouth Argyle FC
28,Sat Feb 6 2021,Rochdale AFC,,Charlton Athletic FC
28,Sat Feb 6 2021,Swindon Town FC,,Shrewsbury Town FC
28,Sat Feb 6 2021,Wigan Athletic FC,,AFC Wimbledon
29,Sat Feb 13 2021,AFC Wimbledon,,Rochdale AFC
29,Sat Feb 13 2021,Blackpool FC,,Peterborough United FC
29,Sat Feb 13 2021,Bristol Rovers FC,,Swindon Town FC
29,Sat Feb 13 2021,Charlton Athletic FC,,Gillingham FC
29,Sat Feb 13 2021,Crewe Alexandra FC,,Portsmouth FC
29,Sat Feb 13 2021,Hull City AFC,,Milton Keynes Dons FC
29,Sat Feb 13 2021,Lincoln City FC,,Accrington Stanley FC
29,Sat Feb 13 2021,Northampton Town FC,,Burton Albion FC
29,Sat Feb 13 2021,Oxford United FC,,Wigan Athletic FC
29,Sat Feb 13 2021,Plymouth Argyle FC,,Fleetwood Town FC
29,Sat Feb 13 2021,Shrewsbury Town FC,,Ipswich Town FC
29,Sat Feb 13 2021,Sunderland AFC,,Doncaster Rovers FC
30,Sat Feb 20 2021,Accrington Stanley FC,,Shrewsbury Town FC
30,Sat Feb 20 2021,Burton Albion FC,,Sunderland AFC
30,Sat Feb 20 2021,Doncaster Rovers FC,,Hull City AFC
30,Sat Feb 20 2021,Fleetwood Town FC,,Charlton Athletic FC
30,Sat Feb 20 2021,Gillingham FC,,Bristol Rovers FC
30,Sat Feb 20 2021,Ipswich Town FC,,Oxford United FC
30,Sat Feb 20 2021,Milton Keynes Dons FC,,Northampton Town FC
30,Sat Feb 20 2021,Peterborough United FC,,AFC Wimbledon
30,Sat Feb 20 2021,Portsmouth FC,,Blackpool FC
30,Sat Feb 20 2021,Rochdale AFC,,Plymouth Argyle FC
30,Sat Feb 20 2021,Swindon Town FC,,Crewe Alexandra FC
30,Sat Feb 20 2021,Wigan Athletic FC,,Lincoln City FC
31,Tue Feb 23 2021,AFC Wimbledon,,Gillingham FC
31,Tue Feb 23 2021,Blackpool FC,,Doncaster Rovers FC
31,Tue Feb 23 2021,Bristol Rovers FC,,Wigan Athletic FC
31,Tue Feb 23 2021,Charlton Athletic FC,,Burton Albion FC
31,Tue Feb 23 2021,Crewe Alexandra FC,,Accrington Stanley FC
31,Tue Feb 23 2021,Hull City AFC,,Ipswich Town FC
31,Tue Feb 23 2021,Lincoln City FC,,Swindon Town FC
31,Tue Feb 23 2021,Northampton Town FC,,Rochdale AFC
31,Tue Feb 23 2021,Oxford United FC,,Portsmouth FC
31,Tue Feb 23 2021,Plymouth Argyle FC,,Peterborough United FC
31,Tue Feb 23 2021,Shrewsbury Town FC,,Milton Keynes Dons FC
31,Tue Feb 23 2021,Sunderland AFC,,Fleetwood Town FC
32,Sat Feb 27 2021,AFC Wimbledon,,Hull City AFC
32,Sat Feb 27 2021,Bristol Rovers FC,,Shrewsbury Town FC
32,Sat Feb 27 2021,Charlton Athletic FC,,Blackpool FC
32,Sat Feb 27 2021,Crewe Alexandra FC,,Sunderland AFC
32,Sat Feb 27 2021,Fleetwood Town FC,,Accrington Stanley FC
32,Sat Feb 27 2021,Ipswich Town FC,,Doncaster Rovers FC
32,Sat Feb 27 2021,Milton Keynes Dons FC,,Oxford United FC
32,Sat Feb 27 2021,Peterborough United FC,,Wigan Athletic FC
32,Sat Feb 27 2021,Plymouth Argyle FC,,Lincoln City FC
32,Sat Feb 27 2021,Portsmouth FC,,Gillingham FC
32,Sat Feb 27 2021,Rochdale AFC,,Burton Albion FC
32,Sat Feb 27 2021,Swindon Town FC,,Northampton Town FC
33,Tue Mar 2 2021,Accrington Stanley FC,,Ipswich Town FC
33,Tue Mar 2 2021,Blackpool FC,,Crewe Alexandra FC
33,Tue Mar 2 2021,Burton Albion FC,,Bristol Rovers FC
33,Tue Mar 2 2021,Gillingham FC,,Milton Keynes Dons FC
33,Tue Mar 2 2021,Hull City AFC,,Rochdale AFC
33,Tue Mar 2 2021,Lincoln City FC,,Fleetwood Town FC
