Round,Date,Team 1,FT,HT,Team 2
?,(Tue) 1 Sep 1896 (35),Manchester United FC (1),2-0,?,Gainsborough Trinity FC (1)
?,(Wed) 2 Sep 1896 (35),Loughborough FC (1886-1900) (1),1-4,?,Grimsby Town FC (1)
?,(Sat) 5 Sep 1896 (35),Walsall FC (1),2-0,?,Burton Wanderers FC (1871-1901) (1)
?,(Sat) 5 Sep 1896 (35),Birmingham City FC (1),3-1,?,Newcastle United FC (1)
?,(Sat) 5 Sep 1896 (35),Burton Swifts FC (1871-1901) (1),3-5,?,Manchester United FC (2)
?,(Sat) 5 Sep 1896 (35),Lincoln City FC (1),3-1,?,Blackpool FC (1)
?,(Sat) 5 Sep 1896 (35),Leicester City FC (1),4-1,?,Darwen FC (1870-2009) (1)
?,(Sat) 5 Sep 1896 (35),Notts County FC (1),3-1,?,Loughborough FC (1886-1900) (2)
?,(Sat) 5 Sep 1896 (35),Manchester City FC (1),1-1,?,Arsenal FC (1)
?,(Sat) 5 Sep 1896 (35),Grimsby Town FC (2),1-1,?,Gainsborough Trinity FC (2)
?,(Mon) 7 Sep 1896 (36),Manchester United FC (3),2-0,?,Walsall FC (2)
?,(Sat) 12 Sep 1896 (36),Manchester United FC (4),3-1,?,Lincoln City FC (2)
?,(Sat) 12 Sep 1896 (36),Gainsborough Trinity FC (3),1-1,?,Manchester City FC (2)
?,(Sat) 12 Sep 1896 (36),Darwen FC (1870-2009) (2),2-3,?,Blackpool FC (2)
?,(Sat) 12 Sep 1896 (36),Arsenal FC (2),1-1,?,Walsall FC (3)
?,(Sat) 12 Sep 1896 (36),Leicester City FC (2),2-3,?,Notts County FC (2)
?,(Sat) 12 Sep 1896 (36),Loughborough FC (1886-1900) (3),0-2,?,Burton Swifts FC (1871-1901) (2)
?,(Sat) 12 Sep 1896 (36),Burton Wanderers FC (1871-1901) (2),5-1,?,Grimsby Town FC (3)
?,(Sat) 12 Sep 1896 (36),Newcastle United FC (2),4-3,?,Birmingham City FC (2)
?,(Mon) 14 Sep 1896 (37),Birmingham City FC (3),5-1,?,Darwen FC (1870-2009) (3)
?,(Mon) 14 Sep 1896 (37),Burton Wanderers FC (1871-1901) (3),0-3,?,Arsenal FC (3)
?,(Sat) 19 Sep 1896 (37),Manchester City FC (3),4-1,?,Darwen FC (1870-2009) (4)
?,(Sat) 19 Sep 1896 (37),Notts County FC (3),3-1,?,Newcastle United FC (3)
?,(Sat) 19 Sep 1896 (37),Birmingham City FC (4),1-2,?,Lincoln City FC (3)
?,(Sat) 19 Sep 1896 (37),Arsenal FC (4),2-0,?,Loughborough FC (1886-1900) (4)
?,(Sat) 19 Sep 1896 (37),Walsall FC (4),1-1,?,Gainsborough Trinity FC (4)
?,(Sat) 19 Sep 1896 (37),Grimsby Town FC (4),2-0,?,Manchester United FC (5)
?,(Sat) 19 Sep 1896 (37),Burton Swifts FC (1871-1901) (3),2-1,?,Leicester City FC (3)
?,(Sat) 19 Sep 1896 (37),Blackpool FC (3),5-0,?,Burton Wanderers FC (1871-1901) (4)
?,(Mon) 21 Sep 1896 (38),Walsall FC (5),2-3,?,Manchester United FC (6)
?,(Mon) 21 Sep 1896 (38),Manchester City FC (4),3-0,?,Lincoln City FC (4)
?,(Sat) 26 Sep 1896 (38),Grimsby Town FC (5),3-1,?,Lincoln City FC (5)
?,(Sat) 26 Sep 1896 (38),Arsenal FC (5),2-3,?,Notts County FC (4)
?,(Sat) 26 Sep 1896 (38),Gainsborough Trinity FC (5),2-0,?,Walsall FC (6)
?,(Sat) 26 Sep 1896 (38),Blackpool FC (4),2-2,?,Manchester City FC (5)
?,(Sat) 26 Sep 1896 (38),Darwen FC (1870-2009) (5),3-0,?,Burton Wanderers FC (1871-1901) (5)
?,(Sat) 26 Sep 1896 (38),Manchester United FC (7),4-0,?,Newcastle United FC (4)
?,(Sat) 26 Sep 1896 (38),Burton Swifts FC (1871-1901) (4),1-1,?,Birmingham City FC (5)
?,(Sat) 26 Sep 1896 (38),Loughborough FC (1886-1900) (5),0-2,?,Leicester City FC (4)
?,(Thu) 1 Oct 1896 (39),Notts County FC (5),1-3,?,Grimsby Town FC (6)
?,(Sat) 3 Oct 1896 (39),Birmingham City FC (6),1-2,?,Burton Swifts FC (1871-1901) (5)
?,(Sat) 3 Oct 1896 (39),Burton Wanderers FC (1871-1901) (6),0-3,?,Notts County FC (6)
?,(Sat) 3 Oct 1896 (39),Manchester City FC (6),0-0,?,Manchester United FC (8)
?,(Sat) 3 Oct 1896 (39),Gainsborough Trinity FC (6),1-1,?,Grimsby Town FC (7)
?,(Sat) 3 Oct 1896 (39),Leicester City FC (5),2-1,?,Blackpool FC (5)
?,(Sat) 3 Oct 1896 (39),Lincoln City FC (6),0-2,?,Loughborough FC (1886-1900) (6)
?,(Sat) 3 Oct 1896 (39),Newcastle United FC (5),5-1,?,Darwen FC (1870-2009) (6)
?,(Mon) 5 Oct 1896 (40),Burton Swifts FC (1871-1901) (6),1-3,?,Walsall FC (7)
?,(Sat) 10 Oct 1896 (40),Manchester United FC (9),1-1,?,Birmingham City FC (7)
?,(Sat) 10 Oct 1896 (40),Newcastle United FC (6),3-0,?,Grimsby Town FC (8)
?,(Sat) 10 Oct 1896 (40),Notts County FC (7),3-3,?,Manchester City FC (7)
?,(Sat) 10 Oct 1896 (40),Loughborough FC (1886-1900) (7),1-2,?,Walsall FC (8)
?,(Mon) 12 Oct 1896 (41),Arsenal FC (6),3-0,?,Burton Wanderers FC (1871-1901) (7)
?,(Sat) 17 Oct 1896 (41),Grimsby Town FC (9),8-1,?,Loughborough FC (1886-1900) (8)
?,(Sat) 17 Oct 1896 (41),Notts County FC (8),6-0,?,Leicester City FC (6)
?,(Sat) 17 Oct 1896 (41),Birmingham City FC (8),2-2,?,Gainsborough Trinity FC (7)
?,(Sat) 17 Oct 1896 (41),Blackpool FC (6),4-2,?,Manchester United FC (10)
?,(Sat) 17 Oct 1896 (41),Darwen FC (1870-2009) (7),5-1,?,Burton Swifts FC (1871-1901) (7)
?,(Sat) 17 Oct 1896 (41),Manchester City FC (8),1-2,?,Newcastle United FC (7)
?,(Sat) 17 Oct 1896 (41),Walsall FC (9),5-3,?,Arsenal FC (7)
?,(Wed) 21 Oct 1896 (42),Gainsborough Trinity FC (8),2-0,?,Manchester United FC (11)
?,(Sat) 24 Oct 1896 (42),Lincoln City FC (7),1-2,?,Newcastle United FC (8)
?,(Sat) 24 Oct 1896 (42),Loughborough FC (1886-1900) (9),0-1,?,Notts County FC (9)
?,(Sat) 24 Oct 1896 (42),Walsall FC (10),1-6,?,Birmingham City FC (9)
?,(Sat) 24 Oct 1896 (42),Manchester United FC (12),3-0,?,Burton Wanderers FC (1871-1901) (8)
?,(Sat) 24 Oct 1896 (42),Grimsby Town FC (10),3-1,?,Manchester City FC (9)
?,(Sat) 24 Oct 1896 (42),Darwen FC (1870-2009) (8),4-1,?,Leicester City FC (7)
?,(Sat) 24 Oct 1896 (42),Arsenal FC (8),6-1,?,Gainsborough Trinity FC (9)
?,(Sat) 24 Oct 1896 (42),Burton Swifts FC (1871-1901) (8),2-2,?,Blackpool FC (7)
?,(Sat) 31 Oct 1896 (43),Walsall FC (11),5-1,?,Loughborough FC (1886-1900) (10)
?,(Sat) 31 Oct 1896 (43),Manchester City FC (10),1-4,?,Notts County FC (10)
?,(Sat) 31 Oct 1896 (43),Birmingham City FC (10),0-1,?,Grimsby Town FC (11)
